,home_V,home_D,home_E,home_GF,home_AVG_GF,home_GS,home_AVG_GS,home_VG,home_DG,home_EG,home_GFG,home_AVG_GFG,home_GSG,home_AVG_GSG,away_V,away_D,away_E,away_GF,away_AVG_GF,away_GS,away_AVG_GS,away_VG,away_DG,away_EG,away_GFG,away_AVG_GFG,away_GSG,away_AVG_GSG,h_buildUpPlaySpeed,h_buildUpPlaySpeedClass,h_buildUpPlayDribblingClass,h_buildUpPlayPassing,h_buildUpPlayPassingClass,h_buildUpPlayPositioningClass,h_chanceCreationPassing,h_chanceCreationPassingClass,h_chanceCreationCrossing,h_chanceCreationCrossingClass,h_chanceCreationShooting,h_chanceCreationShootingClass,h_chanceCreationPositioningClass,h_defencePressure,h_defencePressureClass,h_defenceAggression,h_defenceAggressionClass,h_defenceTeamWidth,h_defenceTeamWidthClass,h_defenceDefenderLineClass,a_buildUpPlaySpeed,a_buildUpPlaySpeedClass,a_buildUpPlayDribblingClass,a_buildUpPlayPassing,a_buildUpPlayPassingClass,a_buildUpPlayPositioningClass,a_chanceCreationPassing,a_chanceCreationPassingClass,a_chanceCreationCrossing,a_chanceCreationCrossingClass,a_chanceCreationShooting,a_chanceCreationShootingClass,a_chanceCreationPositioningClass,a_defencePressure,a_defencePressureClass,a_defenceAggression,a_defenceAggressionClass,a_defenceTeamWidth,a_defenceTeamWidthClass,a_defenceDefenderLineClass,h_avg_height,h_avg_weight,a_avg_height,a_avg_weight,h_overall,h_potential,h_def,h_mid,h_att,a_overall,a_potential,a_def,a_mid,a_att,h_date,a_date,id,country_id,league_id,season,stage,date,home_team_api_id,away_team_api_id,B365H,B365D,B365A,formation_h,formation_a,Output
0,0.0,1.0,1.0,1.0,0.5,2.0,1.0,8.0,13.0,6.0,29.0,1.07407407407,31.0,1.14814814815,2.0,1.0,0.0,6.0,2.0,1.0,0.333333333333,8.0,13.0,6.0,29.0,1.07407407407,31.0,1.14814814815,63.0,Balanced,Little,48.0,Mixed,Organised,38.0,Normal,60.0,Normal,54.0,Normal,Organised,34.0,Medium,37.0,Press,46.0,Normal,Cover,58.0,Balanced,Little,72.0,Long,Organised,48.0,Normal,51.0,Normal,46.0,Normal,Organised,41.0,Medium,39.0,Press,51.0,Normal,Cover,183.341818182,81.9352094545,183.110909091,80.0796058182,72.54545454545455,74.0,72.5,71.6,75.0,75.81818181818181,79.54545454545455,74.6,76.0,78.5,7 days 00:00:00.000000000,6 days 00:00:00.000000000,3832,1729,1729,2013/2014,28,2014-03-01,8667,10261,2.45,3.2,3.3,3-5-2,4-4-2,A
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.54545454545455,74.0,72.25,71.6,75.5,75.45454545454545,79.63636363636364,74.4,75.5,78.0,,,3832,1729,1729,2013/2014,28,2014-03-01,8667,10261,2.45,3.2,3.3,3-5-2,4-4-2,A
0,1.0,0.0,1.0,4.0,2.0,2.0,1.0,13.0,8.0,6.0,43.0,1.59259259259,31.0,1.14814814815,1.0,1.0,1.0,3.0,1.0,2.0,0.666666666667,13.0,8.0,6.0,43.0,1.59259259259,31.0,1.14814814815,46.0,Balanced,Little,38.0,Mixed,Organised,46.0,Normal,68.0,Lots,37.0,Normal,Organised,49.0,Medium,49.0,Press,56.0,Normal,Cover,36.0,Balanced,Little,34.0,Mixed,Organised,39.0,Normal,44.0,Normal,38.0,Normal,Free Form,42.0,Medium,44.0,Press,54.0,Normal,Cover,182.649090909,75.2138007273,181.494545455,76.1622203636,79.45454545454545,83.54545454545455,77.6,78.33333333333333,83.66666666666667,83.27272727272727,84.0,82.0,84.0,84.5,31 days 00:00:00.000000000,31 days 00:00:00.000000000,3833,1729,1729,2013/2014,28,2014-03-25,10260,8456,3.5,3.6,2.15,4-3-1-2,4-2-3-1,A
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.54545454545455,82.45454545454545,77.4,78.66666666666667,84.0,83.36363636363636,84.27272727272727,82.2,84.0,84.5,,,3833,1729,1729,2013/2014,28,2014-03-25,10260,8456,3.5,3.6,2.15,4-3-1-2,4-2-3-1,A
2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.0,79.0,,,,82.0,84.0,,,,3833,1729,1729,2013/2014,28,2014-03-25,10260,8456,3.5,3.6,2.15,4-3-1-2,4-2-3-1,A
3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.0,84.0,,,,3833,1729,1729,2013/2014,28,2014-03-25,10260,8456,3.5,3.6,2.15,4-3-1-2,4-2-3-1,A
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.0,,,,3833,1729,1729,2013/2014,28,2014-03-25,10260,8456,3.5,3.6,2.15,4-3-1-2,4-2-3-1,A
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.5,,,,3833,1729,1729,2013/2014,28,2014-03-25,10260,8456,3.5,3.6,2.15,4-3-1-2,4-2-3-1,A
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3833,1729,1729,2013/2014,28,2014-03-25,10260,8456,3.5,3.6,2.15,4-3-1-2,4-2-3-1,A
7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3833,1729,1729,2013/2014,28,2014-03-25,10260,8456,3.5,3.6,2.15,4-3-1-2,4-2-3-1,A
8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3833,1729,1729,2013/2014,28,2014-03-25,10260,8456,3.5,3.6,2.15,4-3-1-2,4-2-3-1,A
0,0.0,0.0,2.0,4.0,2.0,4.0,2.0,10.0,8.0,9.0,38.0,1.40740740741,32.0,1.18518518519,2.0,1.0,0.0,5.0,1.66666666667,3.0,1.0,10.0,8.0,9.0,38.0,1.40740740741,32.0,1.18518518519,47.0,Balanced,Little,38.0,Mixed,Organised,52.0,Normal,56.0,Normal,58.0,Normal,Free Form,57.0,Medium,63.0,Press,44.0,Normal,Cover,39.0,Balanced,Little,44.0,Mixed,Organised,42.0,Normal,34.0,Normal,54.0,Normal,Organised,59.0,Medium,52.0,Press,61.0,Normal,Cover,183.803636364,75.3787432727,182.88,75.6673927273,75.54545454545455,79.45454545454545,74.6,76.5,76.25,79.63636363636364,82.72727272727273,77.8,79.0,83.33333333333333,7 days 00:00:00.000000000,6 days 00:00:00.000000000,3834,1729,1729,2013/2014,28,2014-03-01,8466,8650,3.75,3.75,2.05,4-2-3-1,4-3-3,A
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.27272727272727,79.18181818181819,74.2,76.5,76.0,79.63636363636364,82.81818181818181,77.8,79.0,83.33333333333333,,,3834,1729,1729,2013/2014,28,2014-03-01,8466,8650,3.75,3.75,2.05,4-2-3-1,4-3-3,A
2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.63636363636364,82.81818181818181,78.0,79.0,83.0,,,3834,1729,1729,2013/2014,28,2014-03-01,8466,8650,3.75,3.75,2.05,4-2-3-1,4-3-3,A
0,1.0,0.0,1.0,3.0,1.5,2.0,1.0,6.0,12.0,9.0,27.0,1.0,42.0,1.55555555556,0.0,2.0,1.0,2.0,0.666666666667,4.0,1.33333333333,6.0,12.0,9.0,27.0,1.0,42.0,1.55555555556,75.0,Fast,Little,73.0,Long,Organised,59.0,Normal,61.0,Normal,38.0,Normal,Organised,32.0,Deep,37.0,Press,41.0,Normal,Cover,30.0,Slow,Little,29.0,Short,Organised,41.0,Normal,55.0,Normal,39.0,Normal,Free Form,64.0,Medium,54.0,Press,52.0,Normal,Cover,189.576363636,81.0692610909,181.956363636,74.9663869091,74.54545454545455,76.27272727272727,74.8,73.0,75.0,80.9090909090909,82.36363636363636,80.6,81.5,81.0,7 days 00:00:00.000000000,7 days 00:00:00.000000000,3835,1729,1729,2013/2014,28,2014-03-01,10194,9825,5.5,3.8,1.73,4-2-3-1,4-2-3-1,H
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0909090909091,76.81818181818181,75.2,73.5,75.75,81.27272727272727,82.72727272727273,80.8,82.0,81.5,,,3835,1729,1729,2013/2014,28,2014-03-01,10194,9825,5.5,3.8,1.73,4-2-3-1,4-2-3-1,H
2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.5,,81.18181818181819,82.72727272727273,80.6,82.0,81.5,,,3835,1729,1729,2013/2014,28,2014-03-01,10194,9825,5.5,3.8,1.73,4-2-3-1,4-2-3-1,H
3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.6,82.0,,,,3835,1729,1729,2013/2014,28,2014-03-01,10194,9825,5.5,3.8,1.73,4-2-3-1,4-2-3-1,H
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.8,82.0,,,,3835,1729,1729,2013/2014,28,2014-03-01,10194,9825,5.5,3.8,1.73,4-2-3-1,4-2-3-1,H
0,1.0,1.0,0.0,1.0,0.5,2.0,1.0,6.0,14.0,7.0,28.0,1.03703703704,44.0,1.62962962963,1.0,1.0,1.0,6.0,2.0,6.0,2.0,6.0,14.0,7.0,28.0,1.03703703704,44.0,1.62962962963,57.0,Balanced,Little,66.0,Mixed,Organised,56.0,Normal,31.0,Little,72.0,Lots,Organised,47.0,Medium,52.0,Press,49.0,Normal,Cover,55.0,Balanced,Little,54.0,Mixed,Organised,57.0,Normal,53.0,Normal,57.0,Normal,Organised,33.0,Deep,31.0,Contain,49.0,Normal,Cover,183.341818182,77.0694043636,182.88,80.2033127273,72.54545454545455,77.9090909090909,72.2,74.0,72.6,73.54545454545455,75.63636363636364,73.8,74.66666666666667,72.0,74 days 00:00:00.000000000,74 days 00:00:00.000000000,3836,1729,1729,2013/2014,28,2014-05-07,8472,8659,2.1,3.2,4.2,4-1-4-1,4-3-3,H
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.45454545454545,77.9090909090909,72.0,74.0,72.6,,,,74.66666666666667,72.0,,,3836,1729,1729,2013/2014,28,2014-05-07,8472,8659,2.1,3.2,4.2,4-1-4-1,4-3-3,H
2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.66666666666667,,,,3836,1729,1729,2013/2014,28,2014-05-07,8472,8659,2.1,3.2,4.2,4-1-4-1,4-3-3,H
3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.33333333333333,,,,3836,1729,1729,2013/2014,28,2014-05-07,8472,8659,2.1,3.2,4.2,4-1-4-1,4-3-3,H
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3836,1729,1729,2013/2014,28,2014-05-07,8472,8659,2.1,3.2,4.2,4-1-4-1,4-3-3,H
0,2.0,0.0,0.0,5.0,2.5,0.0,0.0,7.0,13.0,7.0,36.0,1.33333333333,40.0,1.48148148148,0.0,2.0,1.0,4.0,1.33333333333,7.0,2.33333333333,7.0,13.0,7.0,36.0,1.33333333333,40.0,1.48148148148,41.0,Balanced,Little,39.0,Mixed,Organised,36.0,Normal,42.0,Normal,44.0,Normal,Free Form,52.0,Medium,58.0,Press,57.0,Normal,Cover,52.0,Balanced,Little,47.0,Mixed,Organised,69.0,Risky,66.0,Normal,47.0,Normal,Organised,36.0,Medium,33.0,Contain,53.0,Normal,Cover,177.107272727,76.4921054545,185.42,78.5538872727,76.27272727272727,78.0,76.4,75.5,76.5,71.81818181818181,74.18181818181819,71.6,71.25,73.5,7 days 00:00:00.000000000,8 days 00:00:00.000000000,3837,1729,1729,2013/2014,28,2014-03-02,10003,9826,1.85,3.5,5.0,4-2-3-1,4-5-1,D
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.36363636363636,78.45454545454545,76.4,76.0,76.5,71.9090909090909,74.36363636363636,71.4,71.75,73.5,,,3837,1729,1729,2013/2014,28,2014-03-02,10003,9826,1.85,3.5,5.0,4-2-3-1,4-5-1,D
2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0909090909091,74.63636363636364,71.4,71.75,74.5,,,3837,1729,1729,2013/2014,28,2014-03-02,10003,9826,1.85,3.5,5.0,4-2-3-1,4-5-1,D
0,1.0,1.0,0.0,2.0,1.0,5.0,2.5,15.0,7.0,5.0,36.0,1.33333333333,33.0,1.22222222222,1.0,1.0,1.0,5.0,1.66666666667,2.0,0.666666666667,15.0,7.0,5.0,36.0,1.33333333333,33.0,1.22222222222,42.0,Balanced,Little,46.0,Mixed,Organised,45.0,Normal,58.0,Normal,68.0,Lots,Organised,63.0,Medium,61.0,Press,57.0,Normal,Cover,60.0,Balanced,Little,69.0,Long,Organised,54.0,Normal,59.0,Normal,62.0,Normal,Organised,47.0,Medium,43.0,Press,56.0,Normal,Cover,182.88,77.5229963636,180.570909091,75.296272,78.0,81.45454545454545,76.2,78.5,81.5,71.81818181818181,75.9090909090909,71.33333333333333,72.33333333333333,72.5,7 days 00:00:00.000000000,8 days 00:00:00.000000000,3838,1729,1729,2013/2014,28,2014-03-02,8586,8344,1.33,5.25,12.0,4-4-2,5-4-1,H
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.2,,81.5,72.18181818181819,76.27272727272727,71.33333333333333,73.0,73.5,,,3838,1729,1729,2013/2014,28,2014-03-02,8586,8344,1.33,5.25,12.0,4-4-2,5-4-1,H
2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.8,,81.5,72.45454545454545,77.45454545454545,71.33333333333333,73.66666666666667,74.0,,,3838,1729,1729,2013/2014,28,2014-03-02,8586,8344,1.33,5.25,12.0,4-4-2,5-4-1,H
3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.5,72.0,77.63636363636364,71.33333333333333,71.66666666666667,74.5,,,3838,1729,1729,2013/2014,28,2014-03-02,8586,8344,1.33,5.25,12.0,4-4-2,5-4-1,H
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.0,,,,,,,,3838,1729,1729,2013/2014,28,2014-03-02,8586,8344,1.33,5.25,12.0,4-4-2,5-4-1,H
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3838,1729,1729,2013/2014,28,2014-03-02,8586,8344,1.33,5.25,12.0,4-4-2,5-4-1,H
0,2.0,0.0,1.0,6.0,2.0,1.0,0.333333333333,18.0,5.0,5.0,52.0,1.85714285714,28.0,1.0,0.0,2.0,0.0,1.0,0.5,6.0,3.0,18.0,5.0,5.0,52.0,1.85714285714,28.0,1.0,30.0,Slow,Little,29.0,Short,Organised,41.0,Normal,55.0,Normal,39.0,Normal,Free Form,64.0,Medium,54.0,Press,52.0,Normal,Cover,41.0,Balanced,Little,39.0,Mixed,Organised,36.0,Normal,42.0,Normal,44.0,Normal,Free Form,52.0,Medium,58.0,Press,57.0,Normal,Cover,181.494545455,74.1416741818,179.416363636,79.4198356364,80.0,81.54545454545455,79.8,79.5,80.5,76.72727272727273,78.45454545454545,76.8,74.5,77.75,24 days 00:00:00.000000000,23 days 00:00:00.000000000,3839,1729,1729,2013/2014,29,2014-03-25,9825,10003,1.57,4.2,6.5,4-2-3-1,4-2-3-1,D
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,81.54545454545455,80.0,79.5,80.25,76.72727272727273,78.9090909090909,76.8,74.5,77.75,,,3839,1729,1729,2013/2014,29,2014-03-25,9825,10003,1.57,4.2,6.5,4-2-3-1,4-2-3-1,D
2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0909090909091,81.9090909090909,80.2,79.5,80.25,,,,75.0,,,,3839,1729,1729,2013/2014,29,2014-03-25,9825,10003,1.57,4.2,6.5,4-2-3-1,4-2-3-1,D
3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.18181818181819,81.72727272727273,80.4,79.5,80.25,,,,,,,,3839,1729,1729,2013/2014,29,2014-03-25,9825,10003,1.57,4.2,6.5,4-2-3-1,4-2-3-1,D
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.27272727272727,82.0,80.2,79.5,80.75,,,,,,,,3839,1729,1729,2013/2014,29,2014-03-25,9825,10003,1.57,4.2,6.5,4-2-3-1,4-2-3-1,D
0,1.0,1.0,1.0,2.0,0.666666666667,5.0,1.66666666667,5.0,16.0,7.0,19.0,0.678571428571,49.0,1.75,0.0,2.0,0.0,0.0,0.0,4.0,2.0,5.0,16.0,7.0,19.0,0.678571428571,49.0,1.75,60.0,Balanced,Little,69.0,Long,Organised,54.0,Normal,59.0,Normal,62.0,Normal,Organised,47.0,Medium,43.0,Press,56.0,Normal,Cover,52.0,Balanced,Little,49.0,Mixed,Organised,49.0,Normal,56.0,Normal,59.0,Normal,Organised,39.0,Medium,39.0,Press,57.0,Normal,Cover,181.725454545,77.4817607273,183.341818182,79.1724218182,72.0909090909091,76.72727272727273,71.0,73.25,72.5,74.9090909090909,76.72727272727273,76.8,75.25,69.5,6 days 00:00:00.000000000,7 days 00:00:00.000000000,3840,1729,1729,2013/2014,29,2014-03-08,8344,9879,2.35,3.5,3.2,4-4-2,4-4-2,H
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.36363636363636,77.0,71.0,73.5,73.5,,,,,,,,3840,1729,1729,2013/2014,29,2014-03-08,8344,9879,2.35,3.5,3.2,4-4-2,4-4-2,H
2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.45454545454545,78.0909090909091,71.0,73.25,74.5,,,,,,,,3840,1729,1729,2013/2014,29,2014-03-08,8344,9879,2.35,3.5,3.2,4-4-2,4-4-2,H
3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.72727272727273,77.81818181818181,71.0,71.25,74.5,,,,,,,,3840,1729,1729,2013/2014,29,2014-03-08,8344,9879,2.35,3.5,3.2,4-4-2,4-4-2,H
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.5,,,,,,,,3840,1729,1729,2013/2014,29,2014-03-08,8344,9879,2.35,3.5,3.2,4-4-2,4-4-2,H
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3840,1729,1729,2013/2014,29,2014-03-08,8344,9879,2.35,3.5,3.2,4-4-2,4-4-2,H
0,2.0,0.0,0.0,4.0,2.0,0.0,0.0,19.0,3.0,6.0,52.0,1.85714285714,22.0,0.785714285714,2.0,0.0,1.0,5.0,1.66666666667,2.0,0.666666666667,19.0,3.0,6.0,52.0,1.85714285714,22.0,0.785714285714,46.0,Balanced,Little,41.0,Mixed,Organised,46.0,Normal,61.0,Normal,63.0,Normal,Organised,42.0,Medium,43.0,Press,46.0,Normal,Cover,42.0,Balanced,Little,46.0,Mixed,Organised,45.0,Normal,58.0,Normal,68.0,Lots,Organised,63.0,Medium,61.0,Press,57.0,Normal,Cover,184.496363636,81.5640887273,184.496363636,75.9560421818,81.81818181818181,83.45454545454545,81.4,81.0,82.75,77.81818181818181,81.27272727272727,79.2,74.5,77.75,7 days 00:00:00.000000000,6 days 00:00:00.000000000,3841,1729,1729,2013/2014,29,2014-03-08,8455,8586,1.57,4.0,7.0,4-2-3-1,4-2-3-1,H
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.81818181818181,81.54545454545455,79.2,74.5,77.75,,,3841,1729,1729,2013/2014,29,2014-03-08,8455,8586,1.57,4.0,7.0,4-2-3-1,4-2-3-1,H
2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.0,81.63636363636364,79.4,73.5,78.5,,,3841,1729,1729,2013/2014,29,2014-03-08,8455,8586,1.57,4.0,7.0,4-2-3-1,4-2-3-1,H
3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.5,,,3841,1729,1729,2013/2014,29,2014-03-08,8455,8586,1.57,4.0,7.0,4-2-3-1,4-2-3-1,H
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3841,1729,1729,2013/2014,29,2014-03-08,8455,8586,1.57,4.0,7.0,4-2-3-1,4-2-3-1,H
0,1.0,1.0,0.0,3.0,1.5,3.0,1.5,9.0,16.0,3.0,22.0,0.785714285714,39.0,1.39285714286,1.0,1.0,1.0,4.0,1.33333333333,5.0,1.66666666667,9.0,16.0,3.0,22.0,0.785714285714,39.0,1.39285714286,52.0,Balanced,Little,47.0,Mixed,Organised,69.0,Risky,66.0,Normal,47.0,Normal,Organised,36.0,Medium,33.0,Contain,53.0,Normal,Cover,47.0,Balanced,Little,38.0,Mixed,Organised,52.0,Normal,56.0,Normal,58.0,Normal,Free Form,57.0,Medium,63.0,Press,44.0,Normal,Cover,185.42,79.832192,183.110909091,75.4612145455,71.36363636363636,72.81818181818181,71.4,70.5,71.75,75.9090909090909,79.18181818181819,75.6,76.5,76.0,6 days 00:00:00.000000000,7 days 00:00:00.000000000,3842,1729,1729,2013/2014,29,2014-03-08,9826,8466,3.9,3.3,2.15,4-2-3-1,4-2-3-1,A
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.2,70.5,,75.9090909090909,79.18181818181819,75.4,76.5,76.25,,,3842,1729,1729,2013/2014,29,2014-03-08,9826,8466,3.9,3.3,2.15,4-2-3-1,4-2-3-1,A
2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.2,70.5,,,,,,,,,3842,1729,1729,2013/2014,29,2014-03-08,9826,8466,3.9,3.3,2.15,4-2-3-1,4-2-3-1,A
0,2.0,0.0,0.0,9.0,4.5,4.0,2.0,18.0,5.0,5.0,73.0,2.60714285714,35.0,1.25,2.0,0.0,1.0,7.0,2.33333333333,3.0,1.0,18.0,5.0,5.0,73.0,2.60714285714,35.0,1.25,39.0,Balanced,Little,44.0,Mixed,Organised,42.0,Normal,34.0,Normal,54.0,Normal,Organised,59.0,Medium,52.0,Press,61.0,Normal,Cover,57.0,Balanced,Little,66.0,Mixed,Organised,56.0,Normal,31.0,Little,72.0,Lots,Organised,47.0,Medium,52.0,Press,49.0,Normal,Cover,182.88,75.6673927273,182.187272727,77.8116458182,79.72727272727273,82.81818181818181,78.0,79.0,83.33333333333333,73.45454545454545,76.54545454545455,73.5,71.75,75.66666666666667,25 days 00:00:00.000000000,-42 days +00:00:00.000000000,3843,1729,1729,2013/2014,29,2014-03-26,8650,8472,1.17,9.0,19.0,4-3-1-2,3-5-2,H
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.72727272727273,82.81818181818181,78.0,79.0,83.33333333333333,,,,,,,,3843,1729,1729,2013/2014,29,2014-03-26,8650,8472,1.17,9.0,19.0,4-3-1-2,3-5-2,H
2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.63636363636364,82.81818181818181,78.0,79.0,83.0,,,,,,,,3843,1729,1729,2013/2014,29,2014-03-26,8650,8472,1.17,9.0,19.0,4-3-1-2,3-5-2,H
0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,19.0,5.0,4.0,74.0,2.64285714286,29.0,1.03571428571,1.0,0.0,1.0,3.0,1.5,0.0,0.0,19.0,5.0,4.0,74.0,2.64285714286,29.0,1.03571428571,36.0,Balanced,Little,34.0,Mixed,Organised,39.0,Normal,44.0,Normal,38.0,Normal,Free Form,42.0,Medium,44.0,Press,54.0,Normal,Cover,63.0,Balanced,Little,59.0,Mixed,Organised,52.0,Normal,55.0,Normal,34.0,Normal,Organised,39.0,Medium,41.0,Press,54.0,Normal,Cover,184.034545455,79.8734276364,182.88,77.4817607273,82.36363636363636,83.0909090909091,81.4,82.5,83.5,73.0,77.36363636363636,74.83333333333333,73.33333333333333,67.0,43 days 00:00:00.000000000,66 days 00:00:00.000000000,3844,1729,1729,2013/2014,29,2014-05-07,8456,10252,1.14,9.5,21.0,4-2-3-1,5-3-2,H
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.45454545454545,83.54545454545455,81.6,82.5,83.5,,,,73.33333333333333,67.0,,,3844,1729,1729,2013/2014,29,2014-05-07,8456,10252,1.14,9.5,21.0,4-2-3-1,5-3-2,H
