,home_V,home_D,home_E,home_GF,home_AVG_GF,home_GS,home_AVG_GS,home_VG,home_DG,home_EG,home_GFG,home_AVG_GFG,home_GSG,home_AVG_GSG,away_V,away_D,away_E,away_GF,away_AVG_GF,away_GS,away_AVG_GS,away_VG,away_DG,away_EG,away_GFG,away_AVG_GFG,away_GSG,away_AVG_GSG,h_buildUpPlaySpeed,h_buildUpPlaySpeedClass,h_buildUpPlayDribblingClass,h_buildUpPlayPassing,h_buildUpPlayPassingClass,h_buildUpPlayPositioningClass,h_chanceCreationPassing,h_chanceCreationPassingClass,h_chanceCreationCrossing,h_chanceCreationCrossingClass,h_chanceCreationShooting,h_chanceCreationShootingClass,h_chanceCreationPositioningClass,h_defencePressure,h_defencePressureClass,h_defenceAggression,h_defenceAggressionClass,h_defenceTeamWidth,h_defenceTeamWidthClass,h_defenceDefenderLineClass,a_buildUpPlaySpeed,a_buildUpPlaySpeedClass,a_buildUpPlayDribblingClass,a_buildUpPlayPassing,a_buildUpPlayPassingClass,a_buildUpPlayPositioningClass,a_chanceCreationPassing,a_chanceCreationPassingClass,a_chanceCreationCrossing,a_chanceCreationCrossingClass,a_chanceCreationShooting,a_chanceCreationShootingClass,a_chanceCreationPositioningClass,a_defencePressure,a_defencePressureClass,a_defenceAggression,a_defenceAggressionClass,a_defenceTeamWidth,a_defenceTeamWidthClass,a_defenceDefenderLineClass,h_avg_height,h_avg_weight,a_avg_height,a_avg_weight,h_overall,h_potential,h_def,h_mid,h_att,a_overall,a_potential,a_def,a_mid,a_att,h_date,a_date,id,country_id,league_id,season,stage,date,home_team_api_id,away_team_api_id,B365H,B365D,B365A,formation_h,formation_a,Output
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.27272727272727,82.72727272727273,78.2,79.25,82.0,,,,73.5,71.5,,,3102,1729,1729,2011/2012,30,2012-03-24,8650,8528,1.29,5.5,11.0,4-4-2,4-2-3-1,A
0,2.0,0.0,0.0,4.0,2.0,1.0,0.5,22.0,3.0,4.0,73.0,2.51724137931,27.0,0.931034482759,3.0,0.0,0.0,10.0,3.33333333333,2.0,0.666666666667,22.0,3.0,4.0,73.0,2.51724137931,27.0,0.931034482759,65.0,Balanced,Little,40.0,Mixed,Organised,65.0,Normal,65.0,Normal,70.0,Lots,Free Form,45.0,Medium,45.0,Press,65.0,Normal,Cover,50.0,Balanced,Little,55.0,Mixed,Organised,45.0,Normal,55.0,Normal,40.0,Normal,Organised,45.0,Medium,35.0,Press,50.0,Normal,Cover,182.418181818,75.6673927273,184.727272727,81.9352094545,,,,82.25,84.5,,,76.4,,78.0,8 days 00:00:00.000000000,9 days 00:00:00.000000000,3103,1729,1729,2011/2012,30,2012-03-26,10260,9879,1.22,6.0,15.0,4-5-1,4-5-1,H
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.25,83.0,,,77.0,,78.0,,,3103,1729,1729,2011/2012,30,2012-03-26,10260,9879,1.22,6.0,15.0,4-5-1,4-5-1,H
0,0.0,1.0,1.0,2.0,1.0,3.0,1.5,9.0,11.0,9.0,39.0,1.34482758621,46.0,1.58620689655,1.0,2.0,0.0,3.0,1.0,4.0,1.33333333333,9.0,11.0,9.0,39.0,1.34482758621,46.0,1.58620689655,49.0,Balanced,Little,52.0,Mixed,Organised,48.0,Normal,64.0,Normal,66.0,Normal,Organised,34.0,Medium,54.0,Press,48.0,Normal,Cover,55.0,Balanced,Little,55.0,Mixed,Organised,60.0,Normal,60.0,Normal,45.0,Normal,Organised,45.0,Medium,45.0,Press,50.0,Normal,Cover,180.570909091,76.3271629091,184.727272727,77.2755825455,70.36363636363636,73.45454545454545,69.8,71.0,70.5,73.27272727272727,77.0,74.4,69.75,77.5,6 days 00:00:00.000000000,6 days 00:00:00.000000000,3104,1729,1729,2011/2012,30,2012-03-24,9850,8602,1.73,3.75,4.75,4-4-2,4-4-2,H
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.25,70.5,,,73.6,,77.0,,,3104,1729,1729,2011/2012,30,2012-03-24,9850,8602,1.73,3.75,4.75,4-4-2,4-4-2,H
0,2.0,0.0,0.0,3.0,1.5,0.0,0.0,10.0,12.0,7.0,28.0,0.965517241379,40.0,1.37931034483,0.0,2.0,1.0,2.0,0.666666666667,4.0,1.33333333333,10.0,12.0,7.0,28.0,0.965517241379,40.0,1.37931034483,50.0,Balanced,Little,80.0,Long,Organised,30.0,Safe,70.0,Lots,35.0,Normal,Organised,25.0,Deep,65.0,Press,50.0,Normal,Cover,70.0,Fast,Little,60.0,Mixed,Organised,70.0,Risky,65.0,Normal,75.0,Lots,Free Form,65.0,Medium,65.0,Press,50.0,Normal,Cover,187.267272727,78.5951229091,182.187272727,79.4610712727,75.63636363636364,78.72727272727273,75.4,75.75,76.0,82.54545454545455,85.36363636363636,80.4,83.5,84.75,3 days 00:00:00.000000000,3 days 00:00:00.000000000,3105,1729,1729,2011/2012,30,2012-03-24,10194,8456,6.0,3.75,1.62,4-5-1,4-2-3-1,D
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.81818181818181,79.9090909090909,75.6,75.5,77.0,82.36363636363636,85.18181818181819,80.4,83.0,84.5,,,3105,1729,1729,2011/2012,30,2012-03-24,10194,8456,6.0,3.75,1.62,4-5-1,4-2-3-1,D
0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,10.0,12.0,7.0,36.0,1.24137931034,33.0,1.13793103448,0.0,2.0,1.0,1.0,0.333333333333,7.0,2.33333333333,10.0,12.0,7.0,36.0,1.24137931034,33.0,1.13793103448,55.0,Balanced,Little,55.0,Mixed,Organised,55.0,Normal,65.0,Normal,55.0,Normal,Organised,45.0,Medium,55.0,Press,65.0,Normal,Cover,51.0,Balanced,Little,49.0,Mixed,Organised,36.0,Normal,48.0,Normal,52.0,Normal,Organised,44.0,Medium,43.0,Press,40.0,Normal,Cover,182.649090909,80.285784,182.88,80.2445483636,74.72727272727273,78.27272727272727,74.4,72.75,79.5,74.0909090909091,76.18181818181819,73.6,72.0,79.5,4 days 00:00:00.000000000,3 days 00:00:00.000000000,3106,1729,1729,2011/2012,30,2012-03-24,8472,10172,2.0,3.4,3.8,4-4-2,4-4-2,H
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.72727272727273,77.27272727272727,74.6,70.0,79.0,,,,,81.0,,,3106,1729,1729,2011/2012,30,2012-03-24,8472,10172,2.0,3.4,3.8,4-4-2,4-4-2,H
0,1.0,1.0,0.0,3.0,1.5,3.0,1.5,10.0,10.0,9.0,34.0,1.1724137931,34.0,1.1724137931,2.0,1.0,0.0,5.0,1.66666666667,2.0,0.666666666667,10.0,10.0,9.0,34.0,1.1724137931,34.0,1.1724137931,66.0,Balanced,Little,34.0,Mixed,Organised,52.0,Normal,51.0,Normal,64.0,Normal,Organised,44.0,Medium,47.0,Press,64.0,Normal,Cover,60.0,Balanced,Little,50.0,Mixed,Organised,55.0,Normal,70.0,Lots,55.0,Normal,Organised,55.0,Medium,65.0,Press,60.0,Normal,Cover,178.723636364,77.1518756364,179.878181818,76.2859272727,73.27272727272727,79.9090909090909,73.0,73.0,73.75,76.81818181818181,78.18181818181819,78.0,73.5,77.0,7 days 00:00:00.000000000,3 days 00:00:00.000000000,3107,1729,1729,2011/2012,30,2012-03-24,10003,8668,2.2,3.25,3.4,4-2-3-1,4-2-3-1,A
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.72727272727273,79.27272727272727,71.2,68.0,74.25,,,78.0,74.5,,,,3107,1729,1729,2011/2012,30,2012-03-24,10003,8668,2.2,3.25,3.4,4-2-3-1,4-2-3-1,A
0,2.0,0.0,0.0,5.0,2.5,0.0,0.0,10.0,13.0,6.0,35.0,1.20689655172,38.0,1.31034482759,1.0,1.0,1.0,6.0,2.0,4.0,1.33333333333,10.0,13.0,6.0,35.0,1.20689655172,38.0,1.31034482759,60.0,Balanced,Little,65.0,Mixed,Organised,40.0,Normal,50.0,Normal,45.0,Normal,Organised,35.0,Medium,55.0,Press,60.0,Normal,Cover,55.0,Balanced,Little,50.0,Mixed,Organised,60.0,Normal,50.0,Normal,60.0,Normal,Organised,45.0,Medium,45.0,Press,50.0,Normal,Cover,184.727272727,78.1827665455,182.649090909,79.0074792727,72.54545454545455,75.45454545454545,73.0,71.75,73.0,77.18181818181819,80.45454545454545,75.0,77.75,81.5,8 days 00:00:00.000000000,7 days 00:00:00.000000000,3108,1729,1729,2011/2012,30,2012-03-25,8659,10261,2.3,3.4,3.1,4-5-1,4-4-2,A
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.6,,,,,,77.5,80.0,,,3108,1729,1729,2011/2012,30,2012-03-25,8659,10261,2.3,3.4,3.1,4-5-1,4-4-2,A
0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,7.0,11.0,12.0,32.0,1.06666666667,40.0,1.33333333333,0.0,1.0,2.0,1.0,0.333333333333,4.0,1.33333333333,7.0,11.0,12.0,32.0,1.06666666667,40.0,1.33333333333,65.0,Balanced,Little,50.0,Mixed,Organised,45.0,Normal,55.0,Normal,50.0,Normal,Organised,35.0,Medium,45.0,Press,65.0,Normal,Cover,60.0,Balanced,Little,50.0,Mixed,Free Form,60.0,Normal,60.0,Normal,80.0,Lots,Free Form,35.0,Medium,55.0,Press,50.0,Normal,Cover,180.109090909,77.3580538182,184.496363636,80.6569047273,72.36363636363636,78.81818181818181,73.6,70.33333333333333,72.33333333333333,82.72727272727273,85.0,83.4,82.0,82.25,7 days 00:00:00.000000000,7 days 00:00:00.000000000,3109,1729,1729,2011/2012,31,2012-03-31,10252,8455,4.5,3.5,1.83,4-3-3,4-2-3-1,A
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.72727272727273,78.9090909090909,73.8,67.0,73.0,83.72727272727273,85.0909090909091,84.2,84.0,83.0,,,3109,1729,1729,2011/2012,31,2012-03-31,10252,8455,4.5,3.5,1.83,4-3-3,4-2-3-1,A
0,1.0,0.0,1.0,3.0,1.5,1.0,0.5,7.0,16.0,7.0,43.0,1.43333333333,62.0,2.06666666667,1.0,2.0,0.0,3.0,1.0,5.0,1.66666666667,7.0,16.0,7.0,43.0,1.43333333333,62.0,2.06666666667,55.0,Balanced,Little,65.0,Mixed,Organised,50.0,Normal,50.0,Normal,35.0,Normal,Organised,45.0,Medium,60.0,Press,55.0,Normal,Cover,65.0,Balanced,Little,40.0,Mixed,Organised,65.0,Normal,65.0,Normal,70.0,Lots,Free Form,45.0,Medium,45.0,Press,65.0,Normal,Cover,183.803636364,77.3992894545,181.725454545,76.2446916364,72.54545454545455,77.72727272727273,72.8,71.0,75.0,,,,80.0,85.33333333333333,9 days 00:00:00.000000000,7 days 00:00:00.000000000,3110,1729,1729,2011/2012,31,2012-04-02,8655,10260,9.0,4.75,1.36,4-5-1,4-3-3,A
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.25,74.5,,,,,85.0,,,3110,1729,1729,2011/2012,31,2012-04-02,8655,10260,9.0,4.75,1.36,4-5-1,4-3-3,A
0,1.0,1.0,0.0,1.0,0.5,1.0,0.5,11.0,12.0,7.0,30.0,1.0,32.0,1.06666666667,1.0,1.0,1.0,3.0,1.0,4.0,1.33333333333,11.0,12.0,7.0,30.0,1.0,32.0,1.06666666667,60.0,Balanced,Little,50.0,Mixed,Organised,55.0,Normal,70.0,Lots,55.0,Normal,Organised,55.0,Medium,65.0,Press,60.0,Normal,Cover,60.0,Balanced,Little,65.0,Mixed,Organised,40.0,Normal,50.0,Normal,45.0,Normal,Organised,35.0,Medium,55.0,Press,60.0,Normal,Cover,179.878181818,76.0797490909,187.729090909,82.3475658182,77.27272727272727,79.18181818181819,78.0,76.5,77.0,73.27272727272727,75.54545454545455,73.0,72.0,76.5,7 days 00:00:00.000000000,6 days 00:00:00.000000000,3111,1729,1729,2011/2012,31,2012-03-31,8668,8659,1.83,3.5,4.5,4-5-1,4-4-2,H
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.8,,78.0,,,72.6,,,,,3111,1729,1729,2011/2012,31,2012-03-31,8668,8659,1.83,3.5,4.5,4-5-1,4-4-2,H
0,1.0,1.0,0.0,5.0,2.5,3.0,1.5,9.0,12.0,9.0,37.0,1.23333333333,41.0,1.36666666667,1.0,2.0,0.0,1.0,0.333333333333,2.0,0.666666666667,9.0,12.0,9.0,37.0,1.23333333333,41.0,1.36666666667,50.0,Balanced,Little,55.0,Mixed,Organised,45.0,Normal,55.0,Normal,40.0,Normal,Organised,45.0,Medium,35.0,Press,50.0,Normal,Cover,49.0,Balanced,Little,52.0,Mixed,Organised,48.0,Normal,64.0,Normal,66.0,Normal,Organised,34.0,Medium,54.0,Press,48.0,Normal,Cover,185.650909091,81.8115025455,182.418181818,78.5951229091,77.27272727272727,79.0,76.4,78.5,77.0,71.0909090909091,75.27272727272727,70.0,70.5,75.0,5 days 00:00:00.000000000,7 days 00:00:00.000000000,3112,1729,1729,2011/2012,31,2012-03-31,9879,9850,1.7,3.75,5.0,4-5-1,4-4-2,H
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.63636363636364,79.54545454545455,77.0,78.75,77.0,,,,69.5,74.0,,,3112,1729,1729,2011/2012,31,2012-03-31,9879,9850,1.7,3.75,5.0,4-5-1,4-4-2,H
0,3.0,0.0,0.0,7.0,2.33333333333,1.0,0.333333333333,22.0,4.0,4.0,72.0,2.4,22.0,0.733333333333,0.0,1.0,1.0,1.0,0.5,2.0,1.0,22.0,4.0,4.0,72.0,2.4,22.0,0.733333333333,70.0,Fast,Little,60.0,Mixed,Organised,70.0,Risky,65.0,Normal,75.0,Lots,Free Form,65.0,Medium,65.0,Press,50.0,Normal,Cover,55.0,Balanced,Little,55.0,Mixed,Organised,55.0,Normal,65.0,Normal,55.0,Normal,Organised,45.0,Medium,55.0,Press,65.0,Normal,Cover,184.034545455,80.8218472727,181.956363636,78.2240021818,82.81818181818181,85.81818181818181,81.8,83.0,84.0,74.27272727272727,78.45454545454545,72.6,73.75,79.5,7 days 00:00:00.000000000,7 days 00:00:00.000000000,3113,1729,1729,2011/2012,31,2012-03-31,8456,8472,1.22,6.5,12.0,4-2-3-1,4-5-1,D
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.63636363636364,85.9090909090909,81.8,83.5,83.25,,,72.4,,79.0,,,3113,1729,1729,2011/2012,31,2012-03-31,8456,8472,1.22,6.5,12.0,4-2-3-1,4-5-1,D
0,1.0,0.0,2.0,4.0,1.33333333333,3.0,1.0,14.0,8.0,8.0,44.0,1.46666666667,42.0,1.4,1.0,1.0,0.0,4.0,2.0,3.0,1.5,14.0,8.0,8.0,44.0,1.46666666667,42.0,1.4,55.0,Balanced,Little,50.0,Mixed,Organised,60.0,Normal,50.0,Normal,60.0,Normal,Organised,45.0,Medium,45.0,Press,50.0,Normal,Cover,60.0,Balanced,Little,50.0,Mixed,Organised,40.0,Normal,45.0,Normal,60.0,Normal,Organised,55.0,Medium,55.0,Press,50.0,Normal,Cover,182.418181818,79.2961287273,182.649090909,79.0899505455,77.0,80.63636363636364,74.6,77.33333333333333,80.66666666666667,78.72727272727273,82.9090909090909,78.4,76.66666666666667,81.33333333333333,7 days 00:00:00.000000000,8 days 00:00:00.000000000,3114,1729,1729,2011/2012,31,2012-04-01,10261,8650,2.88,3.4,2.4,4-3-3,4-3-3,H
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.66666666666667,79.66666666666667,78.45454545454545,82.9090909090909,78.2,75.66666666666667,81.66666666666667,,,3114,1729,1729,2011/2012,31,2012-04-01,10261,8650,2.88,3.4,2.4,4-3-3,4-3-3,H
0,1.0,1.0,1.0,4.0,1.33333333333,4.0,1.33333333333,6.0,17.0,7.0,33.0,1.1,53.0,1.76666666667,0.0,2.0,0.0,2.0,1.0,5.0,2.5,6.0,17.0,7.0,33.0,1.1,53.0,1.76666666667,51.0,Balanced,Little,49.0,Mixed,Organised,36.0,Normal,48.0,Normal,52.0,Normal,Organised,44.0,Medium,43.0,Press,40.0,Normal,Cover,75.0,Fast,Little,40.0,Mixed,Free Form,40.0,Normal,45.0,Normal,65.0,Normal,Free Form,50.0,Medium,40.0,Press,45.0,Normal,Cover,182.649090909,78.4301803636,181.494545455,72.0386567273,73.54545454545455,75.81818181818181,72.4,72.5,78.5,81.0,84.0,80.0,81.5,82.0,7 days 00:00:00.000000000,7 days 00:00:00.000000000,3115,1729,1729,2011/2012,31,2012-03-31,10172,9825,5.5,4.2,1.57,4-5-1,4-2-3-1,H
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.0,,79.0,80.72727272727273,83.54545454545455,79.6,82.0,81.5,,,3115,1729,1729,2011/2012,31,2012-03-31,10172,9825,5.5,4.2,1.57,4-5-1,4-2-3-1,H
0,0.0,1.0,1.0,2.0,1.0,4.0,2.0,16.0,7.0,7.0,53.0,1.76666666667,35.0,1.16666666667,0.0,2.0,1.0,2.0,0.666666666667,6.0,2.0,16.0,7.0,7.0,53.0,1.76666666667,35.0,1.16666666667,60.0,Balanced,Little,55.0,Mixed,Free Form,70.0,Risky,70.0,Lots,70.0,Lots,Organised,30.0,Deep,40.0,Press,60.0,Normal,Cover,66.0,Balanced,Little,34.0,Mixed,Organised,52.0,Normal,51.0,Normal,64.0,Normal,Organised,44.0,Medium,47.0,Press,64.0,Normal,Cover,182.418181818,76.3271629091,178.030909091,77.5229963636,81.45454545454545,84.18181818181819,79.0,82.66666666666667,84.33333333333333,73.27272727272727,78.81818181818181,73.0,73.0,73.75,8 days 00:00:00.000000000,8 days 00:00:00.000000000,3116,1729,1729,2011/2012,31,2012-04-01,8586,10003,1.4,4.5,8.5,4-3-3,4-2-3-1,H
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.36363636363636,84.0909090909091,78.4,82.66666666666667,85.0,71.54545454545455,78.0,70.8,68.0,74.25,,,3116,1729,1729,2011/2012,31,2012-04-01,8586,10003,1.4,4.5,8.5,4-3-3,4-2-3-1,H
0,0.0,1.0,2.0,1.0,0.333333333333,3.0,1.0,5.0,15.0,10.0,27.0,0.9,55.0,1.83333333333,1.0,0.0,1.0,3.0,1.5,2.0,1.0,5.0,15.0,10.0,27.0,0.9,55.0,1.83333333333,35.0,Balanced,Little,50.0,Mixed,Organised,45.0,Normal,65.0,Normal,50.0,Normal,Organised,45.0,Medium,55.0,Press,65.0,Normal,Cover,50.0,Balanced,Little,80.0,Long,Organised,30.0,Safe,70.0,Lots,35.0,Normal,Organised,25.0,Deep,65.0,Press,50.0,Normal,Cover,181.956363636,77.2343469091,186.112727273,77.0694043636,72.0909090909091,76.45454545454545,74.25,71.0,70.66666666666667,76.0,78.81818181818181,75.4,76.75,76.0,7 days 00:00:00.000000000,7 days 00:00:00.000000000,3117,1729,1729,2011/2012,31,2012-03-31,8528,10194,2.63,3.25,2.75,3-4-3,4-5-1,H
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.25,70.66666666666667,76.18181818181819,80.18181818181819,75.6,76.5,77.0,,,3117,1729,1729,2011/2012,31,2012-03-31,8528,10194,2.63,3.25,2.75,3-4-3,4-5-1,H
0,0.0,2.0,0.0,0.0,0.0,7.0,3.5,5.0,18.0,7.0,31.0,1.03333333333,65.0,2.16666666667,0.0,2.0,1.0,3.0,1.0,9.0,3.0,5.0,18.0,7.0,31.0,1.03333333333,65.0,2.16666666667,55.0,Balanced,Little,55.0,Mixed,Organised,60.0,Normal,60.0,Normal,45.0,Normal,Organised,45.0,Medium,45.0,Press,50.0,Normal,Cover,45.0,Balanced,Little,70.0,Long,Organised,55.0,Normal,70.0,Lots,50.0,Normal,Organised,40.0,Medium,55.0,Press,50.0,Normal,Cover,182.88,79.1724218182,185.650909091,78.7188298182,72.63636363636364,77.0909090909091,74.4,69.5,74.5,72.18181818181819,76.81818181818181,71.2,73.25,72.5,7 days 00:00:00.000000000,7 days 00:00:00.000000000,3118,1729,1729,2011/2012,31,2012-03-31,8602,8559,2.3,3.4,3.1,4-4-2,4-4-2,A
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.6,,74.0,72.81818181818181,78.0,71.0,74.75,73.5,,,3118,1729,1729,2011/2012,31,2012-03-31,8602,8559,2.3,3.4,3.1,4-4-2,4-4-2,A
0,2.0,0.0,0.0,5.0,2.5,1.0,0.5,18.0,9.0,4.0,62.0,2.0,41.0,1.32258064516,2.0,1.0,0.0,4.0,1.33333333333,3.0,1.0,18.0,9.0,4.0,62.0,2.0,41.0,1.32258064516,75.0,Fast,Little,40.0,Mixed,Free Form,40.0,Normal,45.0,Normal,65.0,Normal,Free Form,50.0,Medium,40.0,Press,45.0,Normal,Cover,70.0,Fast,Little,60.0,Mixed,Organised,70.0,Risky,65.0,Normal,75.0,Lots,Free Form,65.0,Medium,65.0,Press,50.0,Normal,Cover,181.494545455,72.0386567273,182.88,80.1208414545,81.0,83.36363636363636,80.0,80.66666666666667,83.0,82.81818181818181,85.36363636363636,81.4,83.5,84.25,8 days 00:00:00.000000000,8 days 00:00:00.000000000,3119,1729,1729,2011/2012,32,2012-04-08,9825,8456,2.4,3.4,2.88,4-3-3,4-2-3-1,H
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.18181818181819,83.36363636363636,79.6,81.66666666666667,83.33333333333333,82.0909090909091,85.0909090909091,80.6,83.0,83.5,,,3119,1729,1729,2011/2012,32,2012-04-08,9825,8456,2.4,3.4,2.88,4-3-3,4-2-3-1,H
0,2.0,0.0,0.0,4.0,2.0,2.0,1.0,10.0,19.0,2.0,38.0,1.22580645161,61.0,1.96774193548,2.0,1.0,0.0,5.0,1.66666666667,5.0,1.66666666667,10.0,19.0,2.0,38.0,1.22580645161,61.0,1.96774193548,45.0,Balanced,Little,70.0,Long,Organised,55.0,Normal,70.0,Lots,50.0,Normal,Organised,40.0,Medium,55.0,Press,50.0,Normal,Cover,50.0,Balanced,Little,55.0,Mixed,Organised,45.0,Normal,55.0,Normal,40.0,Normal,Organised,45.0,Medium,35.0,Press,50.0,Normal,Cover,185.650909091,77.5229963636,185.650909091,81.2754392727,72.0909090909091,77.0909090909091,71.2,73.33333333333333,72.33333333333333,,,76.4,,80.5,7 days 00:00:00.000000000,7 days 00:00:00.000000000,3120,1729,1729,2011/2012,32,2012-04-07,8559,9879,2.6,3.3,2.75,4-3-3,4-5-1,A
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.72727272727273,78.27272727272727,71.0,74.66666666666667,73.66666666666667,,,77.0,,81.0,,,3120,1729,1729,2011/2012,32,2012-04-07,8559,9879,2.6,3.3,2.75,4-3-3,4-5-1,A
0,1.0,0.0,1.0,1.0,0.5,0.0,0.0,15.0,8.0,8.0,53.0,1.70967741935,36.0,1.16129032258,1.0,2.0,0.0,5.0,1.66666666667,5.0,1.66666666667,15.0,8.0,8.0,53.0,1.70967741935,36.0,1.16129032258,60.0,Balanced,Little,50.0,Mixed,Free Form,60.0,Normal,60.0,Normal,80.0,Lots,Free Form,35.0,Medium,55.0,Press,50.0,Normal,Cover,35.0,Balanced,Little,50.0,Mixed,Organised,45.0,Normal,65.0,Normal,50.0,Normal,Organised,45.0,Medium,55.0,Press,65.0,Normal,Cover,184.034545455,80.9867898182,181.956363636,77.2343469091,81.18181818181819,84.18181818181819,79.0,82.0,83.5,72.0909090909091,76.45454545454545,74.25,71.0,70.66666666666667,7 days 00:00:00.000000000,7 days 00:00:00.000000000,3121,1729,1729,2011/2012,32,2012-04-07,8455,8528,1.25,6.0,12.0,4-2-3-1,3-4-3,H
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.72727272727273,84.63636363636364,79.6,83.0,83.75,,,,73.25,70.66666666666667,,,3121,1729,1729,2011/2012,32,2012-04-07,8455,8528,1.25,6.0,12.0,4-2-3-1,3-4-3,H
0,0.0,2.0,0.0,2.0,1.0,4.0,2.0,11.0,11.0,9.0,36.0,1.16129032258,33.0,1.06451612903,0.0,3.0,0.0,2.0,0.666666666667,6.0,2.0,11.0,11.0,9.0,36.0,1.16129032258,33.0,1.06451612903,60.0,Balanced,Little,50.0,Mixed,Organised,40.0,Normal,45.0,Normal,60.0,Normal,Organised,55.0,Medium,55.0,Press,50.0,Normal,Cover,65.0,Balanced,Little,50.0,Mixed,Organised,45.0,Normal,55.0,Normal,50.0,Normal,Organised,35.0,Medium,45.0,Press,65.0,Normal,Cover,184.265454545,78.8425367273,180.801818182,78.0590596364,78.36363636363636,81.45454545454545,76.4,78.0,82.0,73.0,77.45454545454545,74.6,71.75,71.5,6 days 00:00:00.000000000,7 days 00:00:00.000000000,3122,1729,1729,2011/2012,32,2012-04-07,8650,10252,1.44,4.33,7.5,4-1-2-3,4-5-1,D
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.36363636363636,81.81818181818181,76.6,77.66666666666667,82.0,73.27272727272727,77.9090909090909,75.0,71.0,73.5,,,3122,1729,1729,2011/2012,32,2012-04-07,8650,10252,1.44,4.33,7.5,4-1-2-3,4-5-1,D
0,2.0,0.0,0.0,3.0,1.5,0.0,0.0,24.0,3.0,4.0,76.0,2.45161290323,27.0,0.870967741935,3.0,0.0,0.0,10.0,3.33333333333,1.0,0.333333333333,24.0,3.0,4.0,76.0,2.45161290323,27.0,0.870967741935,65.0,Balanced,Little,40.0,Mixed,Organised,65.0,Normal,65.0,Normal,70.0,Lots,Free Form,45.0,Medium,45.0,Press,65.0,Normal,Cover,51.0,Balanced,Little,49.0,Mixed,Organised,36.0,Normal,48.0,Normal,52.0,Normal,Organised,44.0,Medium,43.0,Press,40.0,Normal,Cover,181.725454545,75.6673927273,183.110909091,78.4301803636,,,,81.0,83.75,72.0909090909091,74.18181818181819,72.4,71.8,72.0,6 days 00:00:00.000000000,8 days 00:00:00.000000000,3123,1729,1729,2011/2012,32,2012-04-08,10260,10172,1.17,7.5,15.0,4-2-3-1,4-5-1,H
