,home_V,home_D,home_E,home_GF,home_AVG_GF,home_GS,home_AVG_GS,home_VG,home_DG,home_EG,home_GFG,home_AVG_GFG,home_GSG,home_AVG_GSG,away_V,away_D,away_E,away_GF,away_AVG_GF,away_GS,away_AVG_GS,away_VG,away_DG,away_EG,away_GFG,away_AVG_GFG,away_GSG,away_AVG_GSG,h_buildUpPlaySpeed,h_buildUpPlaySpeedClass,h_buildUpPlayDribblingClass,h_buildUpPlayPassing,h_buildUpPlayPassingClass,h_buildUpPlayPositioningClass,h_chanceCreationPassing,h_chanceCreationPassingClass,h_chanceCreationCrossing,h_chanceCreationCrossingClass,h_chanceCreationShooting,h_chanceCreationShootingClass,h_chanceCreationPositioningClass,h_defencePressure,h_defencePressureClass,h_defenceAggression,h_defenceAggressionClass,h_defenceTeamWidth,h_defenceTeamWidthClass,h_defenceDefenderLineClass,a_buildUpPlaySpeed,a_buildUpPlaySpeedClass,a_buildUpPlayDribblingClass,a_buildUpPlayPassing,a_buildUpPlayPassingClass,a_buildUpPlayPositioningClass,a_chanceCreationPassing,a_chanceCreationPassingClass,a_chanceCreationCrossing,a_chanceCreationCrossingClass,a_chanceCreationShooting,a_chanceCreationShootingClass,a_chanceCreationPositioningClass,a_defencePressure,a_defencePressureClass,a_defenceAggression,a_defenceAggressionClass,a_defenceTeamWidth,a_defenceTeamWidthClass,a_defenceDefenderLineClass,h_avg_height,h_avg_weight,a_avg_height,a_avg_weight,h_overall,h_potential,h_def,h_mid,h_att,a_overall,a_potential,a_def,a_mid,a_att,h_date,a_date,id,country_id,league_id,season,stage,date,home_team_api_id,away_team_api_id,B365H,B365D,B365A,formation_h,formation_a,Output
0,1,1,0,3,1.5,3,1.5,4,16,11,28,0.903225806452,51,1.64516129032,1,2,0,6,2.0,7,2.33333333333,4,16,11,28,0.903225806452,51,1.64516129032,57,Balanced,Little,58,Mixed,Organised,60,Normal,48,Normal,48,Normal,Organised,42,Medium,51,Press,44,Normal,Cover,38,Balanced,Little,38,Mixed,Organised,54,Normal,42,Normal,42,Normal,Organised,40,Medium,42,Press,44,Normal,Cover,183.341818182,79.9971345455,181.956363636,77.9353527273,75.18181818181819,78.72727272727273,75.4,73.5,78.0,73.54545454545455,75.81818181818181,73.4,73.5,73.75,6 days 00:00:00.000000000,8 days 00:00:00.000000000,3504,1729,1729,2012/2013,32,2013-04-07,10172,8528,2.38,3.4,3.25,4-4-2,4-2-3-1,D
0,0,2,0,1,0.5,5,2.5,5,18,8,36,1.16129032258,61,1.96774193548,0,3,0,2,0.666666666667,8,2.66666666667,5,18,8,36,1.16129032258,61,1.96774193548,49,Balanced,Little,49,Mixed,Organised,46,Normal,58,Normal,56,Normal,Organised,49,Medium,51,Press,45,Normal,Cover,47,Balanced,Little,52,Mixed,Organised,54,Normal,56,Normal,60,Normal,Organised,48,Medium,52,Press,44,Normal,Cover,181.032727273,78.5951229091,184.496363636,75.5436858182,70.36363636363636,74.18181818181819,70.8,68.0,71.0,73.63636363636364,78.18181818181819,72.4,73.66666666666667,75.66666666666667,7 days 00:00:00.000000000,7 days 00:00:00.000000000,3505,1729,1729,2012/2013,32,2013-04-06,9798,8466,3.3,3.6,2.25,4-2-3-1,4-3-3,A
0,0,1,1,0,0.0,1,0.5,7,11,13,27,0.870967741935,36,1.16129032258,0,3,0,1,0.333333333333,4,1.33333333333,7,11,13,27,0.870967741935,36,1.16129032258,75,Fast,Little,75,Long,Organised,40,Normal,72,Lots,55,Normal,Organised,50,Medium,58,Press,45,Normal,Cover,67,Fast,Little,58,Mixed,Organised,44,Normal,60,Normal,56,Normal,Organised,43,Medium,50,Press,52,Normal,Cover,188.421818182,79.5023069091,182.649090909,77.1931112727,74.72727272727273,77.0,75.8,73.75,74.0,70.9090909090909,76.9090909090909,72.6,67.0,74.5,7 days 00:00:00.000000000,6 days 00:00:00.000000000,3506,1729,1729,2012/2013,32,2013-04-06,10194,10252,2.1,3.4,4.0,4-4-2,4-5-1,A
0,1,1,0,2,1.0,2,1.0,17,8,6,53,1.70967741935,38,1.22580645161,2,1,0,7,2.33333333333,6,2.0,17,8,6,53,1.70967741935,38,1.22580645161,44,Balanced,Little,47,Mixed,Organised,52,Normal,63,Normal,61,Normal,Organised,43,Medium,44,Press,51,Normal,Cover,56,Balanced,Little,56,Mixed,Organised,48,Normal,57,Normal,56,Normal,Organised,50,Medium,50,Press,60,Normal,Cover,184.496363636,77.6054676364,182.187272727,77.5229963636,79.72727272727273,83.0909090909091,79.8,81.0,79.0,77.0,79.81818181818181,78.2,76.5,75.0,8 days 00:00:00.000000000,8 days 00:00:00.000000000,3507,1729,1729,2012/2013,32,2013-04-07,8586,8668,2.2,3.4,3.6,4-2-3-1,4-5-1,D
0,2,0,0,4,2.0,2,1.0,13,13,5,41,1.32258064516,41,1.32258064516,0,2,1,1,0.333333333333,4,1.33333333333,13,13,5,41,1.32258064516,41,1.32258064516,48,Balanced,Little,48,Mixed,Organised,45,Normal,60,Normal,54,Normal,Organised,38,Medium,38,Press,52,Normal,Cover,25,Slow,Little,32,Short,Organised,41,Normal,34,Normal,30,Little,Free Form,57,Medium,57,Press,52,Normal,Cover,184.496363636,78.8837723636,181.494545455,73.7293178182,74.0,76.27272727272727,73.0,75.25,74.0,80.0,81.27272727272727,79.4,80.25,81.0,7 days 00:00:00.000000000,7 days 00:00:00.000000000,3508,1729,1729,2012/2013,32,2013-04-06,8659,9825,4.1,3.7,1.95,4-4-2,4-4-2,A
0,1,0,1,4,2.0,1,0.5,16,7,9,61,1.90625,34,1.0625,2,1,0,5,1.66666666667,3,1.0,16,7,9,61,1.90625,34,1.0625,25,Slow,Little,32,Short,Organised,41,Normal,34,Normal,30,Little,Free Form,57,Medium,57,Press,52,Normal,Cover,63,Balanced,Little,61,Mixed,Organised,42,Normal,76,Lots,62,Normal,Organised,40,Medium,50,Press,42,Normal,Cover,179.647272727,72.9046050909,184.034545455,76.8219905455,80.36363636363636,82.63636363636364,79.6,82.5,80.25,72.63636363636364,75.72727272727273,72.4,72.66666666666667,73.0,7 days 00:00:00.000000000,7 days 00:00:00.000000000,3509,1729,1729,2012/2013,33,2013-04-13,9825,9850,1.25,6.5,14.0,4-2-3-1,4-3-3,H
0,1,2,0,4,1.33333333333,5,1.66666666667,8,15,9,35,1.09375,59,1.84375,2,0,0,5,2.5,2,1.0,8,15,9,35,1.09375,59,1.84375,67,Fast,Little,58,Mixed,Organised,44,Normal,60,Normal,56,Normal,Organised,43,Medium,50,Press,52,Normal,Cover,48,Balanced,Little,45,Mixed,Organised,38,Normal,62,Normal,54,Normal,Organised,38,Medium,38,Press,62,Normal,Cover,181.725454545,76.3683985455,182.88,77.6467032727,71.36363636363636,77.81818181818181,72.6,70.0,70.5,76.72727272727273,77.63636363636364,76.8,74.0,82.0,7 days 00:00:00.000000000,6 days 00:00:00.000000000,3510,1729,1729,2012/2013,33,2013-04-13,10252,9879,2.3,3.3,3.5,4-2-3-1,4-5-1,D
0,3,0,0,5,1.66666666667,1,0.333333333333,18,7,7,64,2.0,33,1.03125,1,1,0,4,2.0,2,1.0,18,7,7,64,2.0,33,1.03125,60,Balanced,Little,45,Mixed,Organised,55,Normal,45,Normal,45,Normal,Organised,60,Medium,62,Press,46,Normal,Cover,44,Balanced,Little,47,Mixed,Organised,52,Normal,63,Normal,61,Normal,Organised,43,Medium,44,Press,51,Normal,Cover,181.956363636,76.7395192727,181.725454545,74.4715592727,82.0909090909091,84.72727272727273,81.4,80.5,83.75,80.45454545454545,82.81818181818181,80.4,78.5,81.5,31 days 00:00:00.000000000,31 days 00:00:00.000000000,3511,1729,1729,2012/2013,33,2013-05-08,8455,8586,1.95,3.75,4.0,4-2-3-1,4-2-3-1,D
0,3,0,0,6,2.0,1,0.333333333333,13,5,14,49,1.53125,37,1.15625,0,0,2,2,1.0,2,1.0,13,5,14,49,1.53125,37,1.15625,56,Balanced,Little,56,Mixed,Organised,48,Normal,57,Normal,56,Normal,Organised,50,Medium,50,Press,60,Normal,Cover,57,Balanced,Little,58,Mixed,Organised,60,Normal,48,Normal,48,Normal,Organised,42,Medium,51,Press,44,Normal,Cover,181.725454545,77.3168181818,182.418181818,77.6879389091,78.0,80.0909090909091,78.2,78.75,76.0,75.36363636363636,78.18181818181819,76.0,74.0,75.66666666666667,6 days 00:00:00.000000000,6 days 00:00:00.000000000,3512,1729,1729,2012/2013,33,2013-04-13,8668,10172,1.44,4.75,8.0,4-4-2,4-3-3,H
0,2,0,0,5,2.5,0,0.0,20,4,8,58,1.8125,27,0.84375,2,1,0,3,1.0,3,1.0,20,4,8,58,1.8125,27,0.84375,45,Balanced,Little,55,Mixed,Organised,40,Normal,38,Normal,48,Normal,Free Form,50,Medium,60,Press,54,Normal,Cover,48,Balanced,Little,48,Mixed,Organised,45,Normal,60,Normal,54,Normal,Organised,38,Medium,38,Press,52,Normal,Cover,183.572727273,79.3786,185.189090909,80.3682552727,81.0,82.9090909090909,80.4,80.0,84.5,72.72727272727273,76.72727272727273,71.25,73.2,74.5,29 days 00:00:00.000000000,31 days 00:00:00.000000000,3513,1729,1729,2012/2013,33,2013-05-07,8456,8659,1.4,5.0,9.0,4-5-1,3-5-2,H
0,2,0,0,3,1.5,1,0.5,10,16,6,42,1.3125,56,1.75,0,3,0,1,0.333333333333,7,2.33333333333,10,16,6,42,1.3125,56,1.75,54,Balanced,Little,54,Mixed,Organised,54,Normal,68,Lots,48,Normal,Organised,52,Medium,48,Press,42,Normal,Cover,67,Fast,Little,62,Mixed,Organised,44,Normal,72,Lots,59,Normal,Organised,47,Medium,53,Press,60,Normal,Cover,181.494545455,77.7704101818,181.956363636,76.8632261818,77.9090909090909,81.54545454545455,77.6,80.5,77.0,74.45454545454545,78.0,74.2,73.0,78.0,7 days 00:00:00.000000000,7 days 00:00:00.000000000,3514,1729,1729,2012/2013,33,2013-04-14,10261,8472,1.95,3.5,4.5,4-2-3-1,4-5-1,A
0,0,2,0,1,0.5,4,2.0,5,19,8,36,1.125,63,1.96875,0,3,0,2,0.666666666667,8,2.66666666667,5,19,8,36,1.125,63,1.96875,49,Balanced,Little,49,Mixed,Organised,46,Normal,58,Normal,56,Normal,Organised,49,Medium,51,Press,45,Normal,Cover,60,Balanced,Little,60,Mixed,Organised,48,Normal,73,Lots,53,Normal,Organised,50,Medium,48,Press,62,Normal,Cover,181.725454545,77.9765883636,183.110909091,77.9353527273,70.81818181818181,73.81818181818181,70.6,71.0,71.0,80.18181818181819,82.27272727272727,80.0,79.33333333333333,81.33333333333333,7 days 00:00:00.000000000,6 days 00:00:00.000000000,3515,1729,1729,2012/2013,33,2013-04-13,9798,8650,8.0,4.75,1.45,4-5-1,4-3-3,D
0,2,1,0,6,2.0,4,1.33333333333,9,13,10,46,1.4375,53,1.65625,1,0,1,2,1.0,0,0.0,9,13,10,46,1.4375,53,1.65625,47,Balanced,Little,52,Mixed,Organised,54,Normal,56,Normal,60,Normal,Organised,48,Medium,52,Press,44,Normal,Cover,63,Balanced,Little,64,Mixed,Organised,44,Normal,60,Normal,55,Normal,Organised,30,Deep,34,Press,38,Normal,Cover,182.88,76.1209847273,184.727272727,78.2652378182,73.9090909090909,77.36363636363636,72.2,75.4,75.0,72.27272727272727,74.27272727272727,71.8,70.0,74.0,7 days 00:00:00.000000000,6 days 00:00:00.000000000,3516,1729,1729,2012/2013,33,2013-04-13,8466,8654,1.91,3.75,4.2,4-5-1,4-2-3-1,D
0,0,2,1,1,0.333333333333,4,1.33333333333,7,12,13,28,0.875,39,1.21875,0,2,0,1,0.5,3,1.5,7,12,13,28,0.875,39,1.21875,75,Fast,Little,75,Long,Organised,40,Normal,72,Lots,55,Normal,Organised,50,Medium,58,Press,45,Normal,Cover,46,Balanced,Little,54,Mixed,Organised,46,Normal,60,Normal,55,Normal,Organised,40,Medium,50,Press,56,Normal,Cover,188.190909091,80.4094909091,183.572727273,77.1518756364,74.72727272727273,76.81818181818181,75.8,73.6,75.0,83.18181818181819,84.9090909090909,81.8,83.75,85.5,8 days 00:00:00.000000000,6 days 00:00:00.000000000,3517,1729,1729,2012/2013,33,2013-04-14,10194,10260,7.0,3.9,1.6,4-5-1,4-4-2,A
0,2,1,0,3,1.0,5,1.66666666667,8,17,7,37,1.15625,58,1.8125,0,1,1,1,0.5,2,1.0,8,17,7,37,1.15625,58,1.8125,38,Balanced,Little,38,Mixed,Organised,54,Normal,42,Normal,42,Normal,Organised,40,Medium,42,Press,44,Normal,Cover,26,Slow,Little,24,Short,Organised,62,Normal,39,Normal,57,Normal,Free Form,48,Medium,58,Press,60,Normal,Cover,181.263636364,74.5127949091,176.876363636,76.9044618182,73.18181818181819,76.0,73.2,72.33333333333333,74.0,73.63636363636364,76.0909090909091,72.6,75.0,74.25,30 days 00:00:00.000000000,31 days 00:00:00.000000000,3518,1729,1729,2012/2013,33,2013-05-07,8528,10003,1.83,3.75,4.75,4-1-2-3,4-2-3-1,A
0,1,1,0,3,1.5,5,2.5,10,13,10,44,1.33333333333,51,1.54545454545,1,1,1,2,0.666666666667,2,0.666666666667,10,13,10,44,1.33333333333,51,1.54545454545,48,Balanced,Little,45,Mixed,Organised,38,Normal,62,Normal,54,Normal,Organised,38,Medium,38,Press,62,Normal,Cover,25,Slow,Little,32,Short,Organised,41,Normal,34,Normal,30,Little,Free Form,57,Medium,57,Press,52,Normal,Cover,184.265454545,78.7600654545,181.725454545,73.9767316364,76.36363636363636,78.18181818181819,75.4,74.75,82.0,80.45454545454545,82.18181818181819,80.2,79.66666666666667,81.66666666666667,7 days 00:00:00.000000000,7 days 00:00:00.000000000,3519,1729,1729,2012/2013,34,2013-04-20,9879,9825,5.0,4.0,1.75,4-5-1,4-3-3,A
0,1,0,1,3,1.5,2,1.0,13,9,11,59,1.78787878788,40,1.21212121212,1,1,1,3,1.0,4,1.33333333333,13,9,11,59,1.78787878788,40,1.21212121212,60,Balanced,Little,60,Mixed,Organised,48,Normal,73,Lots,53,Normal,Organised,50,Medium,48,Press,62,Normal,Cover,60,Balanced,Little,45,Mixed,Organised,55,Normal,45,Normal,45,Normal,Organised,60,Medium,62,Press,46,Normal,Cover,182.418181818,76.9044618182,181.725454545,78.1415309091,80.0,81.81818181818181,80.2,82.0,78.75,81.18181818181819,84.18181818181819,79.4,80.5,83.75,8 days 00:00:00.000000000,-17 days +00:00:00.000000000,3520,1729,1729,2012/2013,34,2013-04-21,8650,8455,2.15,3.6,3.6,4-2-3-1,4-2-3-1,D
0,1,1,0,2,1.0,2,1.0,26,4,3,75,2.27272727273,35,1.06060606061,2,0,1,5,1.66666666667,2,0.666666666667,26,4,3,75,2.27272727273,35,1.06060606061,46,Balanced,Little,54,Mixed,Organised,46,Normal,60,Normal,55,Normal,Organised,40,Medium,50,Press,56,Normal,Cover,67,Fast,Little,58,Mixed,Organised,44,Normal,60,Normal,56,Normal,Organised,43,Medium,50,Press,52,Normal,Cover,181.956363636,74.4303236364,181.032727273,76.6158123636,80.81818181818181,82.9090909090909,77.0,84.5,83.75,72.72727272727273,77.72727272727273,72.6,70.0,74.25,8 days 00:00:00.000000000,9 days 00:00:00.000000000,3521,1729,1729,2012/2013,34,2013-04-22,10260,10252,1.25,6.75,13.0,4-2-3-1,4-2-3-1,H
0,0,0,2,2,1.0,2,1.0,7,12,14,31,0.939393939394,52,1.57575757576,0,2,1,2,0.666666666667,5,1.66666666667,7,12,14,31,0.939393939394,52,1.57575757576,63,Balanced,Little,61,Mixed,Organised,42,Normal,76,Lots,62,Normal,Organised,40,Medium,50,Press,42,Normal,Cover,49,Balanced,Little,49,Mixed,Organised,46,Normal,58,Normal,56,Normal,Organised,49,Medium,51,Press,45,Normal,Cover,183.110909091,76.2859272727,182.88,77.9765883636,72.54545454545455,75.36363636363636,72.8,72.5,72.0,70.63636363636364,74.18181818181819,70.6,72.0,70.0,7 days 00:00:00.000000000,7 days 00:00:00.000000000,3522,1729,1729,2012/2013,34,2013-04-20,9850,9798,1.75,3.8,5.25,4-4-2,4-2-3-1,H
0,1,0,1,4,2.0,2,1.0,4,17,12,29,0.878787878788,54,1.63636363636,0,3,0,4,1.33333333333,8,2.66666666667,4,17,12,29,0.878787878788,54,1.63636363636,57,Balanced,Little,58,Mixed,Organised,60,Normal,48,Normal,48,Normal,Organised,42,Medium,51,Press,44,Normal,Cover,75,Fast,Little,75,Long,Organised,40,Normal,72,Lots,55,Normal,Organised,50,Medium,58,Press,45,Normal,Cover,183.803636364,80.9867898182,189.576363636,81.3991461818,74.63636363636364,77.81818181818181,74.0,73.0,79.5,74.9090909090909,77.0,75.0,74.75,75.0,7 days 00:00:00.000000000,6 days 00:00:00.000000000,3523,1729,1729,2012/2013,34,2013-04-20,10172,10194,2.25,3.4,3.5,4-4-2,4-4-2,A
0,0,1,1,1,0.5,2,1.0,8,15,10,37,1.12121212121,45,1.36363636364,1,2,0,5,1.66666666667,5,1.66666666667,8,15,10,37,1.12121212121,45,1.36363636364,67,Fast,Little,62,Mixed,Organised,44,Normal,72,Lots,59,Normal,Organised,47,Medium,53,Press,60,Normal,Cover,56,Balanced,Little,56,Mixed,Organised,48,Normal,57,Normal,56,Normal,Organised,50,Medium,50,Press,60,Normal,Cover,181.494545455,76.4921054545,181.494545455,76.7807549091,74.27272727272727,78.27272727272727,73.8,73.0,78.0,77.81818181818181,79.9090909090909,77.8,79.25,75.0,6 days 00:00:00.000000000,7 days 00:00:00.000000000,3524,1729,1729,2012/2013,34,2013-04-20,8472,8668,3.4,3.4,2.3,4-4-2,4-5-1,H
0,0,2,0,1,0.5,4,2.0,11,11,11,46,1.39393939394,44,1.33333333333,1,1,1,6,2.0,6,2.0,11,11,11,46,1.39393939394,44,1.33333333333,26,Slow,Little,24,Short,Organised,62,Normal,39,Normal,57,Normal,Free Form,48,Medium,58,Press,60,Normal,Cover,47,Balanced,Little,52,Mixed,Organised,54,Normal,56,Normal,60,Normal,Organised,48,Medium,52,Press,44,Normal,Cover,178.261818182,75.3787432727,183.110909091,75.3787432727,74.81818181818181,78.0,75.2,75.0,74.25,73.63636363636364,76.9090909090909,72.2,74.8,75.0,-17 days +00:00:00.000000000,7 days 00:00:00.000000000,3525,1729,1729,2012/2013,34,2013-04-20,10003,8466,2.38,3.5,3.1,4-2-3-1,4-5-1,D
0,0,1,1,2,1.0,3,1.5,17,8,8,57,1.72727272727,42,1.27272727273,1,1,1,6,2.0,6,2.0,17,8,8,57,1.72727272727,42,1.27272727273,44,Balanced,Little,47,Mixed,Organised,52,Normal,63,Normal,61,Normal,Organised,43,Medium,44,Press,51,Normal,Cover,45,Balanced,Little,55,Mixed,Organised,40,Normal,38,Normal,48,Normal,Free Form,50,Medium,60,Press,54,Normal,Cover,184.265454545,77.0281687273,183.341818182,78.9662436364,80.63636363636364,82.9090909090909,80.4,80.5,81.0,82.45454545454545,84.27272727272727,81.6,83.0,83.25,-17 days +00:00:00.000000000,-16 days +00:00:00.000000000,3526,1729,1729,2012/2013,34,2013-04-21,8586,8456,3.25,3.6,2.3,4-2-3-1,4-2-3-1,H
0,1,1,0,3,1.5,3,1.5,13,15,5,42,1.27272727273,44,1.33333333333,0,2,1,1,0.333333333333,4,1.33333333333,13,15,5,42,1.27272727273,44,1.33333333333,48,Balanced,Little,48,Mixed,Organised,45,Normal,60,Normal,54,Normal,Organised,38,Medium,38,Press,52,Normal,Cover,54,Balanced,Little,54,Mixed,Organised,54,Normal,68,Lots,48,Normal,Organised,52,Medium,48,Press,42,Normal,Cover,185.881818182,80.8630829091,181.725454545,78.9662436364,73.54545454545455,76.45454545454545,72.6,75.25,72.5,75.18181818181819,79.36363636363636,73.6,75.0,77.25,-17 days +00:00:00.000000000,6 days 00:00:00.000000000,3527,1729,1729,2012/2013,34,2013-04-20,8659,10261,2.25,3.5,3.4,4-4-2,4-2-3-1,D
0,1,0,1,5,2.5,3,1.5,10,14,9,38,1.15151515152,47,1.42424242424,0,1,2,1,0.333333333333,3,1.0,10,14,9,38,1.15151515152,47,1.42424242424,63,Balanced,Little,64,Mixed,Organised,44,Normal,60,Normal,55,Normal,Organised,30,Deep,34,Press,38,Normal,Cover,38,Balanced,Little,38,Mixed,Organised,54,Normal,42,Normal,42,Normal,Organised,40,Medium,42,Press,44,Normal,Cover,184.727272727,79.4610712727,182.187272727,77.11064,72.0909090909091,74.18181818181819,72.0,71.2,77.0,73.81818181818181,76.0,73.25,74.25,74.0,7 days 00:00:00.000000000,-17 days +00:00:00.000000000,3528,1729,1729,2012/2013,34,2013-04-20,8654,8528,2.3,3.5,3.3,4-5-1,3-4-3,H
0,2,0,0,7,3.5,2,1.0,18,7,9,65,1.91176470588,35,1.02941176471,3,0,0,5,1.66666666667,1,0.333333333333,18,7,9,65,1.91176470588,35,1.02941176471,25,Slow,Little,32,Short,Organised,41,Normal,34,Normal,30,Little,Free Form,57,Medium,57,Press,52,Normal,Cover,46,Balanced,Little,54,Mixed,Organised,46,Normal,60,Normal,55,Normal,Organised,40,Medium,50,Press,56,Normal,Cover,180.801818182,73.3169614545,183.341818182,75.6261570909,80.45454545454545,82.81818181818181,80.0,79.5,81.5,81.18181818181819,83.18181818181819,78.2,79.5,85.75,8 days 00:00:00.000000000,6 days 00:00:00.000000000,3529,1729,1729,2012/2013,35,2013-04-28,9825,10260,2.25,3.6,3.3,4-2-3-1,4-2-3-1,D
0,1,1,1,5,1.66666666667,5,1.66666666667,8,16,10,36,1.05882352941,63,1.85294117647,1,1,0,3,1.5,4,2.0,8,16,10,36,1.05882352941,63,1.85294117647,67,Fast,Little,58,Mixed,Organised,44,Normal,60,Normal,56,Normal,Organised,43,Medium,50,Press,52,Normal,Cover,67,Fast,Little,62,Mixed,Organised,44,Normal,72,Lots,59,Normal,Organised,47,Medium,53,Press,60,Normal,Cover,182.187272727,77.5229963636,181.494545455,77.8941170909,71.9090909090909,77.45454545454545,72.6,69.33333333333333,73.33333333333333,74.54545454545455,77.72727272727273,74.4,73.0,78.0,7 days 00:00:00.000000000,9 days 00:00:00.000000000,3530,1729,1729,2012/2013,35,2013-04-29,10252,8472,2.3,3.4,3.4,4-3-3,4-4-2,H
0,2,0,1,6,2.0,3,1.0,18,7,9,68,2.0,37,1.08823529412,0,1,1,3,1.5,4,2.0,18,7,9,68,2.0,37,1.08823529412,60,Balanced,Little,45,Mixed,Organised,55,Normal,45,Normal,45,Normal,Organised,60,Medium,62,Press,46,Normal,Cover,26,Slow,Little,24,Short,Organised,62,Normal,39,Normal,57,Normal,Free Form,48,Medium,58,Press,60,Normal,Cover,182.418181818,77.2343469091,178.954545455,76.7395192727,82.0,84.9090909090909,81.4,80.0,83.75,75.27272727272727,78.63636363636364,75.2,74.5,77.0,7 days 00:00:00.000000000,8 days 00:00:00.000000000,3531,1729,1729,2012/2013,35,2013-04-28,8455,10003,1.36,5.5,9.0,4-2-3-1,4-4-2,H
0,3,0,0,5,1.66666666667,0,0.0,14,6,14,51,1.5,38,1.11764705882,0,1,1,2,1.0,3,1.5,14,6,14,51,1.5,38,1.11764705882,56,Balanced,Little,56,Mixed,Organised,48,Normal,57,Normal,56,Normal,Organised,50,Medium,50,Press,60,Normal,Cover,48,Balanced,Little,45,Mixed,Organised,38,Normal,62,Normal,54,Normal,Organised,38,Medium,38,Press,62,Normal,Cover,182.418181818,77.6879389091,184.034545455,78.2240021818,78.0,80.18181818181819,78.2,79.5,74.5,75.81818181818181,77.63636363636364,75.4,73.25,82.0,7 days 00:00:00.000000000,7 days 00:00:00.000000000,3532,1729,1729,2012/2013,35,2013-04-27,8668,9879,1.5,4.5,7.5,4-4-2,4-5-1,H
0,2,0,0,5,2.5,0,0.0,21,5,8,60,1.76470588235,30,0.882352941176,1,2,0,3,1.0,6,2.0,21,5,8,60,1.76470588235,30,0.882352941176,45,Balanced,Little,55,Mixed,Organised,40,Normal,38,Normal,48,Normal,Free Form,50,Medium,60,Press,54,Normal,Cover,63,Balanced,Little,64,Mixed,Organised,44,Normal,60,Normal,55,Normal,Organised,30,Deep,34,Press,38,Normal,Cover,181.032727273,78.3477090909,184.727272727,79.4610712727,84.0,84.9090909090909,82.4,83.0,86.5,72.0909090909091,74.18181818181819,72.0,70.0,73.25,6 days 00:00:00.000000000,7 days 00:00:00.000000000,3533,1729,1729,2012/2013,35,2013-04-27,8456,8654,1.29,6.0,12.0,4-2-3-1,4-2-3-1,H
0,1,1,0,1,0.5,3,1.5,10,17,7,43,1.26470588235,60,1.76470588235,0,2,1,2,0.666666666667,7,2.33333333333,10,17,7,43,1.26470588235,60,1.76470588235,54,Balanced,Little,54,Mixed,Organised,54,Normal,68,Lots,48,Normal,Organised,52,Medium,48,Press,42,Normal,Cover,60,Balanced,Little,60,Mixed,Organised,48,Normal,73,Lots,53,Normal,Organised,50,Medium,48,Press,62,Normal,Cover,182.187272727,79.8734276364,182.88,76.1209847273,75.45454545454545,79.63636363636364,73.6,74.5,78.25,79.45454545454545,81.45454545454545,80.2,82.0,77.25,7 days 00:00:00.000000000,6 days 00:00:00.000000000,3534,1729,1729,2012/2013,35,2013-04-27,10261,8650,2.88,3.6,2.5,4-2-3-1,4-2-3-1,A
0,0,1,1,0,0.0,2,1.0,5,20,9,37,1.08823529412,65,1.91176470588,0,3,0,2,0.666666666667,7,2.33333333333,5,20,9,37,1.08823529412,65,1.91176470588,49,Balanced,Little,49,Mixed,Organised,46,Normal,58,Normal,56,Normal,Organised,49,Medium,51,Press,45,Normal,Cover,57,Balanced,Little,58,Mixed,Organised,60,Normal,48,Normal,48,Normal,Organised,42,Medium,51,Press,44,Normal,Cover,182.88,77.9765883636,184.496363636,79.0899505455,70.63636363636364,74.18181818181819,70.6,71.0,70.0,74.36363636363636,77.0,73.0,76.0,74.5,8 days 00:00:00.000000000,8 days 00:00:00.000000000,3535,1729,1729,2012/2013,35,2013-04-28,9798,10172,2.55,3.5,2.88,4-4-2,4-4-2,D
0,2,0,1,6,2.0,3,1.0,9,13,12,47,1.38235294118,54,1.58823529412,1,0,1,2,1.0,0,0.0,9,13,12,47,1.38235294118,54,1.58823529412,47,Balanced,Little,52,Mixed,Organised,54,Normal,56,Normal,60,Normal,Organised,48,Medium,52,Press,44,Normal,Cover,48,Balanced,Little,48,Mixed,Organised,45,Normal,60,Normal,54,Normal,Organised,38,Medium,38,Press,52,Normal,Cover,183.110909091,75.3787432727,185.189090909,80.9043185455,73.54545454545455,76.72727272727273,72.0,74.5,75.0,73.81818181818181,75.9090909090909,73.4,75.5,73.5,7 days 00:00:00.000000000,7 days 00:00:00.000000000,3536,1729,1729,2012/2013,35,2013-04-27,8466,8659,1.85,3.75,4.6,4-2-3-1,4-2-3-1,A
0,0,2,1,1,0.333333333333,5,1.66666666667,8,13,13,30,0.882352941176,41,1.20588235294,1,1,0,2,1.0,1,0.5,8,13,13,30,0.882352941176,41,1.20588235294,75,Fast,Little,75,Long,Organised,40,Normal,72,Lots,55,Normal,Organised,50,Medium,58,Press,45,Normal,Cover,63,Balanced,Little,61,Mixed,Organised,42,Normal,76,Lots,62,Normal,Organised,40,Medium,50,Press,42,Normal,Cover,188.883636364,80.4094909091,183.572727273,75.749864,74.81818181818181,77.0,75.0,74.5,75.0,72.18181818181819,76.0909090909091,71.4,72.4,75.0,7 days 00:00:00.000000000,7 days 00:00:00.000000000,3537,1729,1729,2012/2013,35,2013-04-27,10194,9850,2.25,3.3,3.6,4-4-2,4-5-1,H
