,home_V,home_D,home_E,home_GF,home_AVG_GF,home_GS,home_AVG_GS,home_VG,home_DG,home_EG,home_GFG,home_AVG_GFG,home_GSG,home_AVG_GSG,away_V,away_D,away_E,away_GF,away_AVG_GF,away_GS,away_AVG_GS,away_VG,away_DG,away_EG,away_GFG,away_AVG_GFG,away_GSG,away_AVG_GSG,h_buildUpPlaySpeed,h_buildUpPlaySpeedClass,h_buildUpPlayDribblingClass,h_buildUpPlayPassing,h_buildUpPlayPassingClass,h_buildUpPlayPositioningClass,h_chanceCreationPassing,h_chanceCreationPassingClass,h_chanceCreationCrossing,h_chanceCreationCrossingClass,h_chanceCreationShooting,h_chanceCreationShootingClass,h_chanceCreationPositioningClass,h_defencePressure,h_defencePressureClass,h_defenceAggression,h_defenceAggressionClass,h_defenceTeamWidth,h_defenceTeamWidthClass,h_defenceDefenderLineClass,a_buildUpPlaySpeed,a_buildUpPlaySpeedClass,a_buildUpPlayDribblingClass,a_buildUpPlayPassing,a_buildUpPlayPassingClass,a_buildUpPlayPositioningClass,a_chanceCreationPassing,a_chanceCreationPassingClass,a_chanceCreationCrossing,a_chanceCreationCrossingClass,a_chanceCreationShooting,a_chanceCreationShootingClass,a_chanceCreationPositioningClass,a_defencePressure,a_defencePressureClass,a_defenceAggression,a_defenceAggressionClass,a_defenceTeamWidth,a_defenceTeamWidthClass,a_defenceDefenderLineClass,h_avg_height,h_avg_weight,a_avg_height,a_avg_weight,h_overall,h_potential,h_def,h_mid,h_att,a_overall,a_potential,a_def,a_mid,a_att,h_date,a_date,id,country_id,league_id,season,stage,date,home_team_api_id,away_team_api_id,B365H,B365D,B365A,formation_h,formation_a,Output
0,1,0,1,4,2.0,1,0.5,12,16,7,43,1.22857142857,43,1.22857142857,0,1,2,3,1.0,4,1.33333333333,12,16,7,43,1.22857142857,43,1.22857142857,65,Balanced,Little,70,Long,Organised,70,Risky,70,Lots,55,Normal,Organised,35,Medium,70,Double,35,Normal,Cover,66,Balanced,Little,30,Short,Free Form,30,Safe,45,Normal,35,Normal,Free Form,30,Deep,40,Press,50,Normal,Cover,185.42,78.1415309091,181.494545455,73.5231396364,74.36363636363636,77.81818181818181,75.0,73.25,75.0,80.0,86.72727272727273,79.0,80.2,84.0,8 days 00:00:00.000000000,7 days 00:00:00.000000000,2788,1729,1729,2010/2011,36,2011-05-08,10194,9825,5.5,3.75,1.67,4-4-2,4-1-4-1,H
0,1,0,1,2,1.0,1,0.5,19,7,10,69,1.91666666667,39,1.08333333333,1,2,0,5,1.66666666667,6,2.0,19,7,10,69,1.91666666667,39,1.08333333333,66,Balanced,Little,30,Short,Free Form,30,Safe,45,Normal,35,Normal,Free Form,30,Deep,40,Press,50,Normal,Cover,70,Fast,Little,59,Mixed,Organised,65,Normal,70,Lots,50,Normal,Free Form,30,Deep,70,Double,30,Narrow,Cover,180.801818182,73.3169614545,181.494545455,76.4096341818,80.0,86.72727272727273,79.0,81.0,80.75,78.0,83.18181818181819,76.8,76.33333333333333,81.66666666666667,7 days 00:00:00.000000000,8 days 00:00:00.000000000,2789,1729,1729,2010/2011,37,2011-05-15,9825,10252,1.36,5.0,8.5,4-2-3-1,4-3-3,A
0,3,0,0,11,3.66666666667,0,0.0,17,12,7,59,1.63888888889,41,1.13888888889,1,0,1,6,3.0,3,1.5,17,12,7,59,1.63888888889,41,1.13888888889,50,Balanced,Little,35,Mixed,Organised,50,Normal,60,Normal,70,Lots,Organised,40,Medium,60,Press,40,Normal,Cover,70,Fast,Little,50,Mixed,Organised,50,Normal,65,Normal,50,Normal,Organised,50,Medium,50,Press,50,Normal,Cover,182.649090909,78.5951229091,181.725454545,75.296272,77.18181818181819,82.81818181818181,76.8,76.0,80.5,78.36363636363636,82.36363636363636,75.8,80.0,81.5,6 days 00:00:00.000000000,8 days 00:00:00.000000000,2790,1729,1729,2010/2011,37,2011-05-15,8650,8586,1.73,3.8,4.75,4-4-2,4-5-1,A
0,1,2,0,6,2.0,8,2.66666666667,11,14,11,41,1.13888888889,53,1.47222222222,1,1,0,2,1.0,3,1.5,11,14,11,41,1.13888888889,53,1.47222222222,60,Balanced,Little,70,Long,Organised,70,Risky,70,Lots,55,Normal,Organised,35,Medium,70,Double,35,Normal,Cover,70,Fast,Little,70,Long,Organised,70,Risky,70,Lots,70,Lots,Organised,70,High,70,Double,70,Wide,Cover,178.954545455,75.3375076364,182.88,80.8630829091,74.45454545454545,78.27272727272727,76.2,72.2,77.0,71.45454545454545,77.36363636363636,71.4,72.5,69.5,7 days 00:00:00.000000000,6 days 00:00:00.000000000,2791,1729,1729,2010/2011,37,2011-05-14,8472,8602,2.5,3.25,2.88,4-5-1,4-4-2,A
0,2,0,0,3,1.5,1,0.5,19,9,8,55,1.52777777778,33,0.916666666667,1,2,0,2,0.666666666667,5,1.66666666667,19,9,8,55,1.52777777778,33,0.916666666667,70,Fast,Little,60,Mixed,Organised,55,Normal,70,Lots,70,Lots,Organised,45,Medium,55,Press,45,Normal,Cover,65,Balanced,Little,70,Long,Organised,70,Risky,70,Lots,55,Normal,Organised,35,Medium,70,Double,35,Normal,Cover,181.032727273,77.9353527273,185.650909091,79.0899505455,81.18181818181819,86.18181818181819,79.2,81.0,83.75,73.0,77.18181818181819,73.8,70.75,75.5,10 days 00:00:00.000000000,9 days 00:00:00.000000000,2792,1729,1729,2010/2011,37,2011-05-17,8456,10194,1.36,4.75,9.0,4-2-3-1,4-5-1,H
0,1,1,1,2,0.666666666667,2,0.666666666667,10,17,9,42,1.16666666667,56,1.55555555556,0,1,1,1,0.5,3,1.5,10,17,9,42,1.16666666667,56,1.55555555556,55,Balanced,Little,70,Long,Organised,60,Normal,70,Lots,55,Normal,Organised,45,Medium,70,Double,45,Normal,Cover,70,Fast,Little,45,Mixed,Organised,45,Normal,70,Lots,65,Normal,Free Form,40,Medium,50,Press,40,Normal,Cover,183.803636364,81.0280254545,182.418181818,76.8632261818,74.9090909090909,81.27272727272727,75.8,75.0,72.5,80.9090909090909,87.0,79.6,82.0,82.0,7 days 00:00:00.000000000,6 days 00:00:00.000000000,2793,1729,1729,2010/2011,37,2011-05-14,8655,10260,5.0,3.6,1.73,4-5-1,4-5-1,D
0,1,0,1,3,1.5,1,0.5,8,13,15,36,1.0,54,1.5,0,2,1,2,0.666666666667,8,2.66666666667,8,13,15,36,1.0,54,1.5,70,Fast,Little,70,Long,Organised,70,Risky,70,Lots,70,Lots,Organised,70,High,70,Double,70,Wide,Cover,60,Balanced,Little,70,Long,Organised,70,Risky,70,Lots,50,Normal,Organised,40,Medium,35,Press,40,Normal,Cover,180.34,74.8839156364,182.88,80.1208414545,75.36363636363636,79.27272727272727,74.6,77.25,73.5,76.9090909090909,81.0909090909091,77.2,76.25,77.5,8 days 00:00:00.000000000,6 days 00:00:00.000000000,2794,1729,1729,2010/2011,37,2011-05-15,8658,9879,2.2,3.25,3.4,4-4-2,4-4-2,A
0,0,0,1,1,1.0,1,1.0,7,14,15,36,1.0,59,1.63888888889,1,2,1,6,1.5,7,1.75,7,14,15,36,1.0,59,1.63888888889,70,Fast,Little,70,Long,Organised,70,Risky,70,Lots,50,Normal,Organised,35,Medium,70,Double,35,Normal,Cover,58,Balanced,Little,30,Short,Organised,31,Safe,70,Lots,50,Normal,Organised,30,Deep,70,Double,30,Narrow,Cover,181.263636364,74.4303236364,184.265454545,79.8734276364,72.9090909090909,78.9090909090909,73.0,72.4,75.0,72.36363636363636,80.63636363636364,72.0,71.0,74.33333333333333,8 days 00:00:00.000000000,8 days 00:00:00.000000000,2797,1729,1729,2010/2011,37,2011-05-15,8528,8654,2.1,3.4,3.5,4-5-1,4-3-3,H
0,3,0,0,6,2.0,1,0.333333333333,21,8,7,67,1.86111111111,30,0.833333333333,1,1,0,4,2.0,3,1.5,21,8,7,67,1.86111111111,30,0.833333333333,70,Fast,Little,60,Mixed,Free Form,56,Normal,70,Lots,70,Lots,Free Form,30,Deep,60,Press,35,Normal,Cover,70,Fast,Little,60,Mixed,Organised,65,Normal,70,Lots,60,Normal,Organised,45,Medium,65,Press,45,Normal,Cover,183.803636364,80.0383701818,182.649090909,79.1724218182,81.63636363636364,86.72727272727273,83.6,78.33333333333333,81.66666666666667,73.18181818181819,79.18181818181819,74.8,70.75,74.0,7 days 00:00:00.000000000,8 days 00:00:00.000000000,2798,1729,1729,2010/2011,37,2011-05-15,8455,10261,1.25,6.0,11.0,4-3-3,4-4-2,D
0,0,0,2,3,1.5,3,1.5,15,8,14,53,1.43243243243,45,1.21621621622,1,2,0,3,1.0,3,1.0,15,8,14,53,1.43243243243,45,1.21621621622,70,Fast,Little,50,Mixed,Organised,50,Normal,65,Normal,50,Normal,Organised,50,Medium,50,Press,50,Normal,Cover,70,Fast,Little,70,Long,Organised,70,Risky,70,Lots,70,Lots,Organised,70,High,70,Double,70,Wide,Cover,182.88,76.1622203636,182.418181818,80.5744334545,78.27272727272727,81.72727272727273,75.8,80.5,80.0,76.27272727272727,80.45454545454545,77.0,76.0,75.0,7 days 00:00:00.000000000,7 days 00:00:00.000000000,2800,1729,1729,2010/2011,38,2011-05-22,8586,8658,1.53,4.0,6.5,4-4-2,4-5-1,H
0,0,1,1,2,1.0,3,1.5,7,18,12,43,1.16216216216,67,1.81081081081,0,3,0,3,1.0,8,2.66666666667,7,18,12,43,1.16216216216,67,1.81081081081,58,Balanced,Little,30,Short,Organised,31,Safe,70,Lots,50,Normal,Organised,30,Deep,70,Double,30,Narrow,Cover,60,Balanced,Little,70,Long,Organised,70,Risky,70,Lots,55,Normal,Organised,35,Medium,70,Double,35,Normal,Cover,182.649090909,78.3477090909,179.647272727,74.7189730909,70.9090909090909,79.0909090909091,72.0,69.4,73.0,74.54545454545455,78.9090909090909,73.4,74.25,78.0,7 days 00:00:00.000000000,8 days 00:00:00.000000000,2801,1729,1729,2010/2011,38,2011-05-22,8654,8472,2.0,3.5,3.75,4-5-1,4-5-1,A
0,0,0,2,2,1.0,2,1.0,11,14,12,47,1.27027027027,59,1.59459459459,2,1,0,5,1.66666666667,4,1.33333333333,11,14,12,47,1.27027027027,59,1.59459459459,70,Fast,Little,59,Mixed,Organised,65,Normal,70,Lots,50,Normal,Free Form,30,Deep,70,Double,30,Narrow,Cover,50,Balanced,Little,35,Mixed,Organised,50,Normal,60,Normal,70,Lots,Organised,40,Medium,60,Press,40,Normal,Cover,181.494545455,76.4096341818,180.34,78.3477090909,78.0,83.18181818181819,76.8,76.33333333333333,81.66666666666667,76.9090909090909,82.54545454545455,75.8,76.5,80.5,7 days 00:00:00.000000000,7 days 00:00:00.000000000,2802,1729,1729,2010/2011,38,2011-05-22,10252,8650,3.2,3.4,2.25,4-3-3,4-4-2,H
0,2,0,0,4,2.0,1,0.5,12,10,15,50,1.35135135135,45,1.21621621622,0,2,1,1,0.333333333333,3,1.0,12,10,15,50,1.35135135135,45,1.21621621622,60,Balanced,Little,65,Mixed,Organised,60,Normal,70,Lots,45,Normal,Organised,40,Medium,70,Double,40,Normal,Cover,70,Fast,Little,60,Mixed,Free Form,56,Normal,70,Lots,70,Lots,Free Form,30,Deep,60,Press,35,Normal,Cover,181.032727273,76.0385134545,184.727272727,83.3372210909,77.54545454545455,81.54545454545455,78.0,78.25,75.0,83.54545454545455,87.63636363636364,83.6,83.75,83.0,8 days 00:00:00.000000000,7 days 00:00:00.000000000,2803,1729,1729,2010/2011,38,2011-05-22,8668,8455,3.1,3.25,2.38,4-5-1,4-4-2,H
0,1,0,1,2,1.0,1,0.5,11,14,12,53,1.43243243243,54,1.45945945946,0,1,2,3,1.0,6,2.0,11,14,12,53,1.43243243243,54,1.45945945946,70,Fast,Little,60,Mixed,Organised,65,Normal,70,Lots,60,Normal,Organised,45,Medium,65,Press,45,Normal,Cover,65,Balanced,Little,40,Mixed,Organised,70,Risky,70,Lots,55,Normal,Organised,70,High,70,Double,70,Wide,Cover,181.956363636,79.7084850909,184.496363636,79.8734276364,72.72727272727273,78.81818181818181,74.8,69.5,74.0,72.18181818181819,77.0909090909091,71.6,73.5,71.0,7 days 00:00:00.000000000,8 days 00:00:00.000000000,2804,1729,1729,2010/2011,38,2011-05-22,10261,8659,2.0,3.5,3.75,4-4-2,4-5-1,D
0,1,0,1,4,2.0,2,1.0,11,19,7,44,1.18918918919,63,1.7027027027,1,1,1,4,1.33333333333,5,1.66666666667,11,19,7,44,1.18918918919,63,1.7027027027,70,Fast,Little,70,Long,Organised,70,Risky,70,Lots,70,Lots,Organised,70,High,70,Double,70,Wide,Cover,55,Balanced,Little,70,Long,Organised,60,Normal,70,Lots,55,Normal,Organised,45,Medium,70,Double,45,Normal,Cover,182.187272727,80.0383701818,183.803636364,81.0280254545,71.9090909090909,77.45454545454545,71.4,73.75,69.5,74.9090909090909,81.27272727272727,75.8,75.0,72.5,8 days 00:00:00.000000000,8 days 00:00:00.000000000,2805,1729,1729,2010/2011,38,2011-05-22,8602,8655,2.2,3.0,3.75,4-4-2,4-5-1,A
0,1,1,0,5,2.5,5,2.5,11,11,15,47,1.27027027027,41,1.10810810811,2,0,1,6,2.0,1,0.333333333333,11,11,15,47,1.27027027027,41,1.10810810811,60,Balanced,Little,70,Long,Organised,70,Risky,70,Lots,50,Normal,Organised,40,Medium,35,Press,40,Normal,Cover,66,Balanced,Little,30,Short,Free Form,30,Safe,45,Normal,35,Normal,Free Form,30,Deep,40,Press,50,Normal,Cover,183.572727273,79.5023069091,183.110909091,74.8014443636,76.0909090909091,81.0909090909091,75.4,76.25,77.5,80.27272727272727,87.27272727272727,79.8,79.0,81.5,7 days 00:00:00.000000000,7 days 00:00:00.000000000,2806,1729,1729,2010/2011,38,2011-05-22,9879,9825,3.75,3.6,1.95,4-4-2,4-2-3-1,D
0,2,0,0,6,3.0,1,0.5,13,17,7,46,1.24324324324,47,1.27027027027,0,1,2,1,0.333333333333,4,1.33333333333,13,17,7,46,1.24324324324,47,1.27027027027,65,Balanced,Little,70,Long,Organised,70,Risky,70,Lots,55,Normal,Organised,35,Medium,70,Double,35,Normal,Cover,70,Fast,Little,70,Long,Organised,70,Risky,70,Lots,50,Normal,Organised,35,Medium,70,Double,35,Normal,Cover,184.265454545,75.9560421818,182.187272727,75.1313294545,74.0909090909091,77.72727272727273,73.8,74.0,75.0,72.9090909090909,78.27272727272727,73.0,72.5,73.0,5 days 00:00:00.000000000,7 days 00:00:00.000000000,2808,1729,1729,2010/2011,38,2011-05-22,10194,8528,2.75,3.6,2.4,4-4-2,4-2-3-1,A
0,2,0,0,10,5.0,1,0.5,3,0,2,14,2.8,4,0.8,1,0,2,4,1.33333333333,3,1.0,3,0,2,14,2.8,4,0.8,66,Balanced,Little,30,Short,Free Form,30,Safe,45,Normal,35,Normal,Free Form,30,Deep,40,Press,50,Normal,Cover,65,Balanced,Little,40,Mixed,Organised,70,Risky,70,Lots,55,Normal,Organised,70,High,70,Double,70,Wide,Cover,182.187272727,74.7602087273,183.803636364,77.8528814545,80.63636363636364,85.9090909090909,79.4,80.5,82.25,71.45454545454545,77.54545454545455,72.4,70.0,74.0,7 days 00:00:00.000000000,7 days 00:00:00.000000000,2829,1729,1729,2010/2011,6,2010-09-25,9825,8659,1.22,6.0,15.0,4-2-3-1,4-5-1,A
0,1,0,1,2,1.0,1,0.5,1,2,2,4,0.8,7,1.4,0,2,1,2,0.666666666667,6,2.0,1,2,2,4,0.8,7,1.4,50,Balanced,Little,35,Mixed,Organised,50,Normal,60,Normal,70,Lots,Organised,40,Medium,60,Press,40,Normal,Cover,60,Balanced,Little,70,Long,Organised,70,Risky,70,Lots,55,Normal,Organised,35,Medium,70,Double,35,Normal,Cover,183.110909091,78.8425367273,183.341818182,77.9353527273,81.0909090909091,85.18181818181819,80.4,80.75,83.5,73.9090909090909,79.27272727272727,73.6,73.5,75.5,6 days 00:00:00.000000000,7 days 00:00:00.000000000,2830,1729,1729,2010/2011,6,2010-09-25,8650,8472,1.44,4.33,7.5,4-5-1,4-4-2,D
0,0,2,0,2,1.0,6,3.0,0,4,1,3,0.6,13,2.6,0,2,1,1,0.333333333333,7,2.33333333333,0,4,1,3,0.6,13,2.6,58,Balanced,Little,30,Short,Organised,31,Safe,70,Lots,50,Normal,Organised,30,Deep,70,Double,30,Narrow,Cover,70,Fast,Little,50,Mixed,Organised,50,Normal,65,Normal,50,Normal,Organised,50,Medium,50,Press,50,Normal,Cover,182.187272727,76.8632261818,183.341818182,75.0488581818,74.27272727272727,78.27272727272727,74.0,75.0,73.5,79.18181818181819,83.18181818181819,77.6,80.25,81.0,7 days 00:00:00.000000000,7 days 00:00:00.000000000,2831,1729,1729,2010/2011,6,2010-09-25,8654,8586,3.5,3.4,2.1,4-4-2,4-5-1,H
0,1,1,0,6,3.0,2,1.0,2,2,1,8,1.6,6,1.2,1,1,1,2,0.666666666667,4,1.33333333333,2,2,1,8,1.6,6,1.2,70,Fast,Little,60,Mixed,Organised,65,Normal,70,Lots,60,Normal,Organised,45,Medium,65,Press,45,Normal,Cover,65,Balanced,Little,70,Long,Organised,70,Risky,70,Lots,55,Normal,Organised,35,Medium,70,Double,35,Normal,Cover,183.110909091,80.6569047273,184.958181818,77.8941170909,72.72727272727273,79.36363636363636,70.8,74.0,75.0,73.54545454545455,77.45454545454545,73.8,72.5,75.0,8 days 00:00:00.000000000,8 days 00:00:00.000000000,2832,1729,1729,2010/2011,6,2010-09-26,10261,10194,1.91,3.4,4.2,4-5-1,4-4-2,A
0,1,0,1,4,2.0,1,0.5,2,1,2,6,1.2,2,0.4,1,1,1,2,0.666666666667,1,0.333333333333,2,1,2,6,1.2,2,0.4,70,Fast,Little,60,Mixed,Organised,55,Normal,70,Lots,70,Lots,Organised,45,Medium,55,Press,45,Normal,Cover,70,Fast,Little,60,Mixed,Free Form,56,Normal,70,Lots,70,Lots,Free Form,30,Deep,60,Press,35,Normal,Cover,181.494545455,78.3064734545,184.727272727,81.7702669091,81.0909090909091,86.36363636363636,79.0,82.2,86.0,83.72727272727273,87.18181818181819,83.6,82.0,85.66666666666667,6 days 00:00:00.000000000,6 days 00:00:00.000000000,2833,1729,1729,2010/2011,6,2010-09-25,8456,8455,3.6,3.3,2.1,4-1-4-1,4-3-3,H
0,1,0,1,3,1.5,2,1.0,1,2,2,6,1.2,8,1.6,0,2,1,3,1.0,6,2.0,1,2,2,6,1.2,8,1.6,70,Fast,Little,70,Long,Organised,70,Risky,70,Lots,70,Lots,Organised,70,High,70,Double,70,Wide,Cover,70,Fast,Little,59,Mixed,Organised,65,Normal,70,Lots,50,Normal,Free Form,30,Deep,70,Double,30,Narrow,Cover,183.803636364,81.5640887273,182.187272727,78.3477090909,71.45454545454545,76.45454545454545,70.8,69.75,76.5,78.63636363636364,83.0909090909091,78.8,78.0,79.5,8 days 00:00:00.000000000,8 days 00:00:00.000000000,2834,1729,1729,2010/2011,6,2010-09-26,8602,10252,2.88,3.25,2.5,4-4-2,4-5-1,A
0,1,0,1,4,2.0,3,1.5,1,0,4,7,1.4,6,1.2,0,0,3,3,1.0,3,1.0,1,0,4,7,1.4,6,1.2,60,Balanced,Little,70,Long,Organised,70,Risky,70,Lots,50,Normal,Organised,40,Medium,35,Press,40,Normal,Cover,60,Balanced,Little,65,Mixed,Organised,60,Normal,70,Lots,45,Normal,Organised,40,Medium,70,Double,40,Normal,Cover,183.803636364,81.1517323636,181.263636364,77.1931112727,76.9090909090909,80.63636363636364,76.8,76.5,78.0,78.72727272727273,83.0,77.8,80.0,78.5,7 days 00:00:00.000000000,7 days 00:00:00.000000000,2835,1729,1729,2010/2011,6,2010-09-25,9879,8668,2.75,3.2,2.63,4-5-1,4-5-1,D
0,1,0,1,2,1.0,1,0.5,1,1,3,7,1.4,8,1.6,0,1,2,5,1.66666666667,7,2.33333333333,1,1,3,7,1.4,8,1.6,70,Fast,Little,70,Long,Organised,70,Risky,70,Lots,70,Lots,Organised,70,High,70,Double,70,Wide,Cover,70,Fast,Little,70,Long,Organised,70,Risky,70,Lots,50,Normal,Organised,35,Medium,70,Double,35,Normal,Cover,183.110909091,77.6879389091,182.418181818,76.8632261818,77.18181818181819,81.0,76.2,78.0,78.0,72.45454545454545,78.0,70.8,73.2,77.0,7 days 00:00:00.000000000,6 days 00:00:00.000000000,2836,1729,1729,2010/2011,6,2010-09-25,8658,8528,1.83,3.5,4.5,4-5-1,4-5-1,D
0,0,0,1,2,2.0,2,2.0,2,2,1,8,1.6,12,2.4,2,2,0,6,1.5,10,2.5,2,2,1,8,1.6,12,2.4,70,Fast,Little,70,Long,Organised,70,Risky,70,Lots,65,Normal,Organised,70,High,70,Double,70,Wide,Cover,55,Balanced,Little,70,Long,Organised,60,Normal,70,Lots,55,Normal,Organised,45,Medium,70,Double,45,Normal,Cover,181.494545455,75.7910996364,185.189090909,80.2445483636,69.0,72.9090909090909,67.8,70.66666666666667,69.33333333333333,75.63636363636364,79.72727272727273,75.8,75.8,74.0,6 days 00:00:00.000000000,7 days 00:00:00.000000000,2838,1729,1729,2010/2011,6,2010-09-25,8483,8655,3.2,3.25,2.3,4-3-3,4-5-1,A
0,1,0,1,3,1.5,2,1.0,1,2,3,6,1.0,9,1.5,0,2,1,2,0.666666666667,6,2.0,1,2,3,6,1.0,9,1.5,50,Balanced,Little,35,Mixed,Organised,50,Normal,60,Normal,70,Lots,Organised,40,Medium,60,Press,40,Normal,Cover,70,Fast,Little,70,Long,Organised,70,Risky,70,Lots,65,Normal,Organised,70,High,70,Double,70,Wide,Cover,184.496363636,80.5744334545,181.032727273,73.3581970909,81.45454545454545,85.27272727272727,81.2,81.5,81.75,69.0909090909091,73.45454545454545,67.8,71.33333333333333,69.0,8 days 00:00:00.000000000,8 days 00:00:00.000000000,2839,1729,1729,2010/2011,7,2010-10-03,8650,8483,1.33,5.0,10.0,4-2-3-1,4-3-3,A
0,1,1,0,3,1.5,2,1.0,2,2,2,6,1.0,5,0.833333333333,1,1,1,3,1.0,3,1.0,2,2,2,6,1.0,5,0.833333333333,70,Fast,Little,50,Mixed,Organised,50,Normal,65,Normal,50,Normal,Organised,50,Medium,50,Press,50,Normal,Cover,70,Fast,Little,59,Mixed,Organised,65,Normal,70,Lots,50,Normal,Free Form,30,Deep,70,Double,30,Narrow,Cover,184.727272727,75.7910996364,181.956363636,79.3373643636,79.54545454545455,82.63636363636364,79.0,81.0,78.0,78.72727272727273,82.81818181818181,79.0,79.0,76.0,7 days 00:00:00.000000000,6 days 00:00:00.000000000,2841,1729,1729,2010/2011,7,2010-10-02,8586,10252,1.91,3.5,4.0,4-4-2,4-5-1,H
0,1,2,0,3,1.0,6,2.0,1,4,1,4,0.666666666667,13,2.16666666667,0,1,1,1,0.5,4,2.0,1,4,1,4,0.666666666667,13,2.16666666667,58,Balanced,Little,30,Short,Organised,31,Safe,70,Lots,50,Normal,Organised,30,Deep,70,Double,30,Narrow,Cover,60,Balanced,Little,70,Long,Organised,70,Risky,70,Lots,50,Normal,Organised,40,Medium,35,Press,40,Normal,Cover,182.649090909,77.6054676364,183.572727273,80.9867898182,74.63636363636364,78.9090909090909,74.0,76.0,73.5,76.72727272727273,79.81818181818181,77.6,76.5,75.0,7 days 00:00:00.000000000,7 days 00:00:00.000000000,2842,1729,1729,2010/2011,7,2010-10-02,8654,9879,2.25,3.25,3.3,4-4-2,4-4-2,D
0,2,0,1,5,1.66666666667,1,0.333333333333,3,1,2,7,1.16666666667,2,0.333333333333,1,1,0,2,1.0,1,0.5,3,1,2,7,1.16666666667,2,0.333333333333,70,Fast,Little,60,Mixed,Organised,55,Normal,70,Lots,70,Lots,Organised,45,Medium,55,Press,45,Normal,Cover,70,Fast,Little,60,Mixed,Organised,65,Normal,70,Lots,60,Normal,Organised,45,Medium,65,Press,45,Normal,Cover,182.88,79.9971345455,184.265454545,81.7290312727,81.9090909090909,86.72727272727273,80.8,81.0,83.75,72.9090909090909,78.9090909090909,70.8,73.0,75.5,8 days 00:00:00.000000000,7 days 00:00:00.000000000,2843,1729,1729,2010/2011,7,2010-10-03,8456,10261,1.44,4.0,8.5,4-2-3-1,4-2-3-1,H
0,1,0,2,2,0.666666666667,1,0.333333333333,1,1,4,7,1.16666666667,8,1.33333333333,0,1,1,3,1.5,5,2.5,1,1,4,7,1.16666666667,8,1.33333333333,70,Fast,Little,70,Long,Organised,70,Risky,70,Lots,70,Lots,Organised,70,High,70,Double,70,Wide,Cover,60,Balanced,Little,65,Mixed,Organised,60,Normal,70,Lots,45,Normal,Organised,40,Medium,70,Double,40,Normal,Cover,183.341818182,77.564232,181.494545455,76.9869330909,77.0909090909091,80.81818181818181,76.2,76.75,80.0,78.45454545454545,82.54545454545455,78.8,78.0,78.5,7 days 00:00:00.000000000,7 days 00:00:00.000000000,2844,1729,1729,2010/2011,7,2010-10-02,8658,8668,2.88,3.1,2.63,4-5-1,4-5-1,A
0,1,1,1,4,1.33333333333,4,1.33333333333,2,3,1,7,1.16666666667,9,1.5,1,1,0,2,1.0,3,1.5,2,3,1,7,1.16666666667,9,1.5,65,Balanced,Little,70,Long,Organised,70,Risky,70,Lots,55,Normal,Organised,35,Medium,70,Double,35,Normal,Cover,55,Balanced,Little,70,Long,Organised,60,Normal,70,Lots,55,Normal,Organised,45,Medium,70,Double,45,Normal,Cover,184.958181818,79.7084850909,184.958181818,80.6981403636,74.72727272727273,78.63636363636364,75.4,73.75,75.0,75.72727272727273,80.18181818181819,75.8,75.4,77.0,6 days 00:00:00.000000000,7 days 00:00:00.000000000,2846,1729,1729,2010/2011,7,2010-10-02,10194,8655,2.25,3.2,3.4,4-4-2,4-5-1,H
0,0,2,1,1,0.333333333333,9,3.0,1,3,2,2,0.333333333333,13,2.16666666667,1,0,1,1,0.5,0,0.0,1,3,2,2,0.333333333333,13,2.16666666667,70,Fast,Little,70,Long,Organised,70,Risky,70,Lots,50,Normal,Organised,35,Medium,70,Double,35,Normal,Cover,70,Fast,Little,70,Long,Organised,70,Risky,70,Lots,70,Lots,Organised,70,High,70,Double,70,Wide,Cover,183.110909091,77.9765883636,183.803636364,81.0280254545,72.72727272727273,78.9090909090909,70.8,72.0,76.66666666666667,71.81818181818181,76.9090909090909,70.8,70.75,76.5,7 days 00:00:00.000000000,6 days 00:00:00.000000000,2847,1729,1729,2010/2011,7,2010-10-02,8528,8602,2.25,3.25,3.3,4-3-3,4-4-2,H
0,2,0,0,6,3.0,0,0.0,5,1,0,21,3.5,2,0.333333333333,2,1,0,9,3.0,2,0.666666666667,5,1,0,21,3.5,2,0.333333333333,70,Fast,Little,60,Mixed,Free Form,56,Normal,70,Lots,70,Lots,Free Form,30,Deep,60,Press,35,Normal,Cover,66,Balanced,Little,30,Short,Free Form,30,Safe,45,Normal,35,Normal,Free Form,30,Deep,40,Press,50,Normal,Cover,184.727272727,81.7702669091,181.494545455,73.3994327273,83.72727272727273,87.18181818181819,83.6,82.0,85.66666666666667,80.0909090909091,86.27272727272727,78.6,80.5,81.75,8 days 00:00:00.000000000,8 days 00:00:00.000000000,2848,1729,1729,2010/2011,7,2010-10-03,8455,9825,1.73,3.6,5.0,4-3-3,4-2-3-1,H
