,home_V,home_D,home_E,home_GF,home_AVG_GF,home_GS,home_AVG_GS,home_VG,home_DG,home_EG,home_GFG,home_AVG_GFG,home_GSG,home_AVG_GSG,away_V,away_D,away_E,away_GF,away_AVG_GF,away_GS,away_AVG_GS,away_VG,away_DG,away_EG,away_GFG,away_AVG_GFG,away_GSG,away_AVG_GSG,h_buildUpPlaySpeed,h_buildUpPlaySpeedClass,h_buildUpPlayDribblingClass,h_buildUpPlayPassing,h_buildUpPlayPassingClass,h_buildUpPlayPositioningClass,h_chanceCreationPassing,h_chanceCreationPassingClass,h_chanceCreationCrossing,h_chanceCreationCrossingClass,h_chanceCreationShooting,h_chanceCreationShootingClass,h_chanceCreationPositioningClass,h_defencePressure,h_defencePressureClass,h_defenceAggression,h_defenceAggressionClass,h_defenceTeamWidth,h_defenceTeamWidthClass,h_defenceDefenderLineClass,a_buildUpPlaySpeed,a_buildUpPlaySpeedClass,a_buildUpPlayDribblingClass,a_buildUpPlayPassing,a_buildUpPlayPassingClass,a_buildUpPlayPositioningClass,a_chanceCreationPassing,a_chanceCreationPassingClass,a_chanceCreationCrossing,a_chanceCreationCrossingClass,a_chanceCreationShooting,a_chanceCreationShootingClass,a_chanceCreationPositioningClass,a_defencePressure,a_defencePressureClass,a_defenceAggression,a_defenceAggressionClass,a_defenceTeamWidth,a_defenceTeamWidthClass,a_defenceDefenderLineClass,h_avg_height,h_avg_weight,a_avg_height,a_avg_weight,h_overall,h_potential,h_def,h_mid,h_att,a_overall,a_potential,a_def,a_mid,a_att,h_date,a_date,id,country_id,league_id,season,stage,home_team_api_id,away_team_api_id,B365H,B365D,B365A,formation_h,formation_a,Output
0,1,1,0,4,2.0,2,1.0,3,3,3,8,0.888888888889,8,0.888888888889,1,1,1,2,0.666666666667,3,1.0,3,3,3,8,0.888888888889,8,0.888888888889,65,Balanced,Little,40,Mixed,Free Form,65,Normal,70,Lots,70,Lots,Free Form,70,High,40,Press,65,Normal,Cover,50,Balanced,Little,30,Short,Organised,30,Safe,70,Lots,60,Normal,Organised,55,Medium,50,Press,50,Normal,Cover,181.956363636,77.6054676364,184.496363636,77.4405250909,79.9090909090909,83.9090909090909,80.2,79.0,80.0,69.0909090909091,75.0,67.2,70.4,72.0,7 days 00:00:00.000000000,6 days 00:00:00.000000000,8430,7809,7809,2010/2011,10,9823,8358,1.29,5.0,11.0,4-2-3-1,4-1-4-1,H
0,0,0,2,4,2.0,4,2.0,1,5,3,10,1.11111111111,16,1.77777777778,1,1,1,3,1.0,3,1.0,1,5,3,10,1.11111111111,16,1.77777777778,65,Balanced,Little,55,Mixed,Organised,55,Normal,70,Lots,70,Lots,Organised,70,High,45,Press,70,Wide,Cover,70,Fast,Little,30,Short,Organised,70,Risky,70,Lots,70,Lots,Organised,70,High,60,Press,70,Wide,Cover,182.88,78.925008,185.42,80.8630829091,77.9090909090909,83.0909090909091,77.2,77.66666666666667,79.33333333333333,77.0909090909091,82.54545454545455,76.8,76.5,79.0,7 days 00:00:00.000000000,6 days 00:00:00.000000000,8431,7809,7809,2010/2011,10,10189,8178,2.5,3.3,2.75,4-1-3-2,4-4-2,A
0,2,0,0,5,2.5,3,1.5,4,3,2,17,1.88888888889,18,2.0,1,1,1,7,2.33333333333,7,2.33333333333,4,3,2,17,1.88888888889,18,2.0,70,Fast,Little,40,Mixed,Organised,70,Risky,40,Normal,70,Lots,Organised,70,High,65,Press,70,Wide,Cover,45,Balanced,Little,50,Mixed,Organised,40,Normal,70,Lots,70,Lots,Organised,55,Medium,55,Press,40,Normal,Cover,184.958181818,81.4403818182,182.187272727,80.9043185455,76.81818181818181,82.54545454545455,74.6,77.5,79.25,70.63636363636364,79.0,72.2,70.5,68.75,7 days 00:00:00.000000000,7 days 00:00:00.000000000,8432,7809,7809,2010/2011,10,8697,8165,1.5,4.33,6.0,4-2-3-1,4-2-3-1,A
0,1,1,0,4,2.0,4,2.0,3,5,1,15,1.66666666667,16,1.77777777778,1,1,1,5,1.66666666667,4,1.33333333333,3,5,1,15,1.66666666667,16,1.77777777778,65,Balanced,Little,45,Mixed,Organised,65,Normal,60,Normal,70,Lots,Organised,45,Medium,60,Press,50,Normal,Cover,70,Fast,Little,30,Short,Organised,60,Normal,70,Lots,70,Lots,Organised,65,Medium,50,Press,60,Normal,Cover,182.418181818,78.5951229091,183.110909091,78.7600654545,77.45454545454545,82.9090909090909,74.8,77.0,82.33333333333333,75.0909090909091,80.36363636363636,74.4,75.0,79.0,7 days 00:00:00.000000000,6 days 00:00:00.000000000,8433,7809,7809,2010/2011,10,8721,10269,2.1,3.4,3.4,4-1-3-2,4-1-4-1,H
0,2,1,0,6,2.0,3,1.0,8,1,0,19,2.11111111111,8,0.888888888889,2,0,0,3,1.5,1,0.5,8,1,0,19,2.11111111111,8,0.888888888889,45,Balanced,Little,40,Mixed,Organised,45,Normal,70,Lots,70,Lots,Organised,50,Medium,70,Double,50,Normal,Cover,70,Fast,Little,45,Mixed,Organised,70,Risky,34,Normal,66,Normal,Free Form,54,Medium,70,Double,53,Normal,Offside Trap,185.189090909,81.3991461818,184.034545455,79.0899505455,70.81818181818181,76.36363636363636,70.6,70.33333333333333,71.66666666666667,75.72727272727273,82.63636363636364,76.0,77.0,74.75,7 days 00:00:00.000000000,7 days 00:00:00.000000000,8434,7809,7809,2010/2011,10,9905,9789,2.75,3.3,2.5,4-3-1-2,4-2-3-1,A
0,1,1,0,4,2.0,4,2.0,4,2,3,17,1.88888888889,13,1.44444444444,0,1,2,4,1.33333333333,6,2.0,4,2,3,17,1.88888888889,13,1.44444444444,70,Fast,Little,30,Short,Organised,70,Risky,55,Normal,55,Normal,Organised,65,Medium,70,Double,65,Normal,Offside Trap,55,Balanced,Little,70,Long,Organised,65,Normal,45,Normal,65,Normal,Organised,70,High,70,Double,70,Wide,Cover,185.650909091,80.7806116364,179.878181818,76.7807549091,74.0909090909091,80.81818181818181,75.0,73.25,73.5,71.9090909090909,76.63636363636364,72.6,69.25,75.5,7 days 00:00:00.000000000,8 days 00:00:00.000000000,8435,7809,7809,2010/2011,10,8226,9904,1.62,3.7,5.5,4-4-2,4-4-2,H
0,0,1,1,2,1.0,3,1.5,1,6,2,9,1.0,17,1.88888888889,0,3,0,3,1.0,7,2.33333333333,1,6,2,9,1.0,17,1.88888888889,55,Balanced,Little,65,Mixed,Organised,65,Normal,40,Normal,60,Normal,Organised,45,Medium,55,Press,70,Wide,Cover,70,Fast,Little,60,Mixed,Organised,70,Risky,60,Normal,70,Lots,Organised,70,High,45,Press,60,Normal,Cover,184.727272727,78.5538872727,182.187272727,77.564232,71.72727272727273,76.54545454545455,71.6,70.5,72.5,76.0,81.45454545454545,76.4,77.5,74.75,7 days 00:00:00.000000000,8 days 00:00:00.000000000,8436,7809,7809,2010/2011,10,8722,9790,3.7,3.4,2.0,4-2-3-1,4-2-3-1,H
0,1,1,0,4,2.0,5,2.5,4,4,1,11,1.22222222222,12,1.33333333333,2,1,0,3,1.0,3,1.0,4,4,1,11,1.22222222222,12,1.33333333333,60,Balanced,Little,60,Mixed,Organised,50,Normal,70,Lots,70,Lots,Organised,60,Medium,70,Double,55,Normal,Cover,60,Balanced,Little,35,Mixed,Organised,35,Normal,70,Lots,60,Normal,Organised,65,Medium,30,Contain,45,Normal,Cover,184.958181818,82.3063301818,182.418181818,78.5951229091,69.0909090909091,74.18181818181819,68.0,69.5,70.25,73.27272727272727,76.81818181818181,71.8,72.5,75.5,6 days 00:00:00.000000000,7 days 00:00:00.000000000,8438,7809,7809,2010/2011,10,8152,9810,2.5,3.25,2.8,4-2-3-1,4-2-3-1,A
0,0,1,2,4,1.33333333333,5,1.66666666667,1,6,3,10,1.0,17,1.7,0,1,1,1,0.5,2,1.0,1,6,3,10,1.0,17,1.7,65,Balanced,Little,55,Mixed,Organised,55,Normal,70,Lots,70,Lots,Organised,70,High,45,Press,70,Wide,Cover,60,Balanced,Little,60,Mixed,Organised,50,Normal,70,Lots,70,Lots,Organised,60,Medium,70,Double,55,Normal,Cover,183.572727273,79.9146632727,184.496363636,80.3270196364,77.54545454545455,82.9090909090909,77.2,76.33333333333333,79.33333333333333,69.72727272727273,75.81818181818181,69.4,69.5,70.25,6 days 00:00:00.000000000,6 days 00:00:00.000000000,8439,7809,7809,2010/2011,11,10189,8152,1.7,3.6,5.0,4-3-3,4-2-3-1,H
0,0,1,1,2,1.0,3,1.5,5,2,3,19,1.9,15,1.5,3,0,0,8,2.66666666667,3,1.0,5,2,3,19,1.9,15,1.5,70,Fast,Little,30,Short,Organised,70,Risky,70,Lots,70,Lots,Organised,70,High,60,Press,70,Wide,Cover,45,Balanced,Little,55,Mixed,Organised,45,Normal,70,Lots,70,Lots,Organised,70,High,70,Double,70,Wide,Cover,185.42,80.8630829091,183.572727273,80.1620770909,77.45454545454545,82.54545454545455,76.8,79.0,77.5,68.9090909090909,75.63636363636364,69.0,68.66666666666667,69.0,8 days 00:00:00.000000000,8 days 00:00:00.000000000,8440,7809,7809,2010/2011,11,8178,8350,1.44,4.5,6.5,4-2-3-1,4-1-3-2,H
0,1,2,0,4,1.33333333333,6,2.0,2,7,1,16,1.6,19,1.9,0,1,1,2,1.0,4,2.0,2,7,1,16,1.6,19,1.9,70,Fast,Little,30,Short,Organised,60,Normal,70,Lots,70,Lots,Organised,65,Medium,50,Press,60,Normal,Cover,70,Fast,Little,40,Mixed,Organised,70,Risky,40,Normal,70,Lots,Organised,70,High,65,Press,70,Wide,Cover,183.341818182,79.0074792727,184.958181818,82.3475658182,74.63636363636364,79.54545454545455,73.4,74.0,76.5,77.9090909090909,82.72727272727273,78.4,78.33333333333333,76.66666666666667,8 days 00:00:00.000000000,8 days 00:00:00.000000000,8441,7809,7809,2010/2011,11,10269,8697,2.5,3.3,2.75,4-2-3-1,4-1-3-2,H
0,1,0,1,2,1.0,1,0.5,4,3,3,15,1.5,14,1.4,1,2,0,5,1.66666666667,6,2.0,4,3,3,15,1.5,14,1.4,70,Fast,Little,60,Mixed,Organised,70,Risky,60,Normal,70,Lots,Organised,70,High,45,Press,60,Normal,Cover,70,Fast,Little,30,Short,Organised,70,Risky,55,Normal,55,Normal,Organised,65,Medium,70,Double,65,Normal,Offside Trap,181.956363636,78.2240021818,184.958181818,79.8734276364,78.0909090909091,80.81818181818181,79.0,77.33333333333333,77.33333333333333,74.45454545454545,80.63636363636364,74.6,73.66666666666667,75.0,7 days 00:00:00.000000000,6 days 00:00:00.000000000,8442,7809,7809,2010/2011,11,9790,8226,2.25,3.25,3.2,4-3-2-1,4-3-2-1,H
0,1,0,1,2,1.0,0,0.0,5,4,1,17,1.7,10,1.0,3,0,0,8,2.66666666667,2,0.666666666667,5,4,1,17,1.7,10,1.0,60,Balanced,Little,35,Mixed,Organised,35,Normal,70,Lots,60,Normal,Organised,65,Medium,30,Contain,45,Normal,Cover,65,Balanced,Little,45,Mixed,Organised,65,Normal,60,Normal,70,Lots,Organised,45,Medium,60,Press,50,Normal,Cover,182.418181818,78.5951229091,182.418181818,79.0487149091,73.27272727272727,76.81818181818181,71.8,72.5,75.5,78.54545454545455,83.72727272727273,77.2,77.0,82.33333333333333,7 days 00:00:00.000000000,7 days 00:00:00.000000000,8443,7809,7809,2010/2011,11,9810,8721,2.38,3.4,2.88,4-2-3-1,4-1-3-2,H
0,0,1,1,2,1.0,5,2.5,1,6,3,14,1.4,30,3.0,0,2,1,4,1.33333333333,8,2.66666666667,1,6,3,14,1.4,30,3.0,65,Balanced,Little,45,Mixed,Organised,50,Normal,70,Lots,65,Normal,Organised,55,Medium,40,Press,65,Normal,Cover,65,Balanced,Little,40,Mixed,Free Form,65,Normal,70,Lots,70,Lots,Free Form,70,High,40,Press,65,Normal,Cover,185.881818182,81.8527381818,183.110909091,79.4198356364,71.36363636363636,76.63636363636364,70.6,69.5,73.25,80.0,83.63636363636364,80.6,76.0,81.25,7 days 00:00:00.000000000,8 days 00:00:00.000000000,8444,7809,7809,2010/2011,11,9788,9823,5.5,4.0,1.57,4-2-3-1,4-2-3-1,D
0,2,0,0,5,2.5,3,1.5,5,5,0,16,1.6,18,1.8,0,3,0,4,1.33333333333,8,2.66666666667,5,5,0,16,1.6,18,1.8,50,Balanced,Little,30,Short,Organised,30,Safe,70,Lots,60,Normal,Organised,55,Medium,50,Press,50,Normal,Cover,45,Balanced,Little,40,Mixed,Organised,45,Normal,70,Lots,70,Lots,Organised,50,Medium,70,Double,50,Normal,Cover,184.265454545,77.1931112727,184.265454545,80.3682552727,68.45454545454545,74.9090909090909,65.4,70.8,72.0,71.0909090909091,76.54545454545455,70.4,71.0,72.33333333333333,8 days 00:00:00.000000000,6 days 00:00:00.000000000,8445,7809,7809,2010/2011,11,8358,9905,2.9,3.3,2.4,4-1-4-1,4-1-3-2,H
0,1,1,0,2,1.0,2,1.0,5,4,1,13,1.3,16,1.6,1,2,0,1,0.333333333333,7,2.33333333333,5,4,1,13,1.3,16,1.6,55,Balanced,Little,70,Long,Organised,65,Normal,45,Normal,65,Normal,Organised,70,High,70,Double,70,Wide,Cover,70,Fast,Little,45,Mixed,Organised,70,Risky,34,Normal,66,Normal,Free Form,54,Medium,70,Double,53,Normal,Offside Trap,181.263636364,78.4301803636,184.034545455,79.0899505455,71.63636363636364,76.45454545454545,72.2,69.0,75.5,75.72727272727273,82.63636363636364,76.0,77.0,74.75,7 days 00:00:00.000000000,7 days 00:00:00.000000000,8446,7809,7809,2010/2011,11,9904,9789,4.33,3.6,1.8,4-4-2,4-2-3-1,A
0,2,0,0,4,2.0,2,1.0,4,3,3,14,1.4,14,1.4,1,2,0,5,1.66666666667,7,2.33333333333,4,3,3,14,1.4,14,1.4,45,Balanced,Little,50,Mixed,Organised,40,Normal,70,Lots,70,Lots,Organised,55,Medium,55,Press,40,Normal,Cover,55,Balanced,Little,65,Mixed,Organised,65,Normal,40,Normal,60,Normal,Organised,45,Medium,55,Press,70,Wide,Cover,184.265454545,82.2650945455,184.727272727,78.5538872727,70.72727272727273,79.0,72.2,71.0,68.75,71.72727272727273,76.54545454545455,71.6,70.5,72.5,7 days 00:00:00.000000000,7 days 00:00:00.000000000,8447,7809,7809,2010/2011,11,8165,8722,2.0,3.4,3.75,4-2-3-1,4-2-3-1,H
0,2,0,0,7,3.5,2,1.0,4,3,4,15,1.36363636364,13,1.18181818182,0,1,2,3,1.0,5,1.66666666667,4,3,4,15,1.36363636364,13,1.18181818182,65,Balanced,Little,40,Mixed,Free Form,65,Normal,70,Lots,70,Lots,Free Form,70,High,40,Press,65,Normal,Cover,45,Balanced,Little,50,Mixed,Organised,40,Normal,70,Lots,70,Lots,Organised,55,Medium,55,Press,40,Normal,Cover,183.110909091,79.4198356364,184.496363636,82.7186865455,80.0,83.63636363636364,80.6,76.0,81.25,70.81818181818181,78.81818181818181,72.2,69.4,71.0,8 days 00:00:00.000000000,8 days 00:00:00.000000000,8448,7809,7809,2010/2011,12,9823,8165,1.33,5.0,8.5,4-2-3-1,4-1-4-1,H
0,1,1,0,4,2.0,4,2.0,4,5,2,19,1.72727272727,27,2.45454545455,1,1,1,6,2.0,9,3.0,4,5,2,19,1.72727272727,27,2.45454545455,70,Fast,Little,40,Mixed,Organised,70,Risky,40,Normal,70,Lots,Organised,70,High,65,Press,70,Wide,Cover,60,Balanced,Little,35,Mixed,Organised,35,Normal,70,Lots,60,Normal,Organised,65,Medium,30,Contain,45,Normal,Cover,185.42,82.553744,182.418181818,78.5951229091,76.9090909090909,82.0909090909091,77.4,76.66666666666667,76.33333333333333,73.27272727272727,76.81818181818181,71.8,72.5,75.5,6 days 00:00:00.000000000,7 days 00:00:00.000000000,8449,7809,7809,2010/2011,12,8697,9810,1.91,3.6,3.75,4-1-3-2,4-2-3-1,D
0,1,0,1,3,1.5,1,0.5,9,1,1,27,2.45454545455,7,0.636363636364,3,0,0,8,2.66666666667,1,0.333333333333,9,1,1,27,2.45454545455,7,0.636363636364,70,Fast,Little,45,Mixed,Organised,70,Risky,34,Normal,66,Normal,Free Form,54,Medium,70,Double,53,Normal,Offside Trap,70,Fast,Little,60,Mixed,Organised,70,Risky,60,Normal,70,Lots,Organised,70,High,45,Press,60,Normal,Cover,184.034545455,79.0899505455,181.956363636,78.2240021818,75.72727272727273,82.63636363636364,76.0,77.0,74.75,78.0909090909091,80.81818181818181,79.0,77.33333333333333,77.33333333333333,5 days 00:00:00.000000000,6 days 00:00:00.000000000,8450,7809,7809,2010/2011,12,9789,9790,1.73,3.75,4.5,4-2-3-1,4-3-3,H
0,1,1,0,4,2.0,3,1.5,4,6,1,18,1.63636363636,19,1.72727272727,0,2,1,3,1.0,6,2.0,4,6,1,18,1.63636363636,19,1.72727272727,65,Balanced,Little,45,Mixed,Organised,65,Normal,60,Normal,70,Lots,Organised,45,Medium,60,Press,50,Normal,Cover,65,Balanced,Little,55,Mixed,Organised,55,Normal,70,Lots,70,Lots,Organised,70,High,45,Press,70,Wide,Cover,182.88,79.2548930909,184.265454545,80.4507265455,78.45454545454545,83.72727272727273,77.2,76.66666666666667,82.33333333333333,77.63636363636364,83.18181818181819,77.2,77.5,79.0,7 days 00:00:00.000000000,8 days 00:00:00.000000000,8451,7809,7809,2010/2011,12,8721,10189,2.25,3.5,3.0,4-1-3-2,4-4-2,D
0,1,2,0,4,1.33333333333,5,1.66666666667,8,3,0,19,1.72727272727,11,1.0,1,1,0,1,0.5,1,0.5,8,3,0,19,1.72727272727,11,1.0,45,Balanced,Little,40,Mixed,Organised,45,Normal,70,Lots,70,Lots,Organised,50,Medium,70,Double,50,Normal,Cover,55,Balanced,Little,70,Long,Organised,65,Normal,45,Normal,65,Normal,Organised,70,High,70,Double,70,Wide,Cover,184.034545455,82.5125083636,179.647272727,76.4921054545,70.63636363636364,75.45454545454545,70.4,72.0,70.25,71.45454545454545,76.63636363636364,72.2,69.25,74.0,7 days 00:00:00.000000000,6 days 00:00:00.000000000,8452,7809,7809,2010/2011,12,9905,9904,1.73,3.5,5.0,4-2-3-1,4-5-1,A
0,2,0,0,7,3.5,2,1.0,5,3,3,22,2.0,15,1.36363636364,0,2,1,4,1.33333333333,7,2.33333333333,5,3,3,22,2.0,15,1.36363636364,70,Fast,Little,30,Short,Organised,70,Risky,55,Normal,55,Normal,Organised,65,Medium,70,Double,65,Normal,Offside Trap,50,Balanced,Little,30,Short,Organised,30,Safe,70,Lots,60,Normal,Organised,55,Medium,50,Press,50,Normal,Cover,185.42,80.8218472727,184.496363636,77.2755825455,73.0909090909091,80.36363636363636,74.0,71.75,73.5,69.27272727272727,75.36363636363636,67.2,70.8,72.0,8 days 00:00:00.000000000,8 days 00:00:00.000000000,8453,7809,7809,2010/2011,12,8226,8358,1.62,3.75,5.5,4-4-2,4-1-4-1,A
0,1,1,0,4,2.0,4,2.0,2,7,2,13,1.18181818182,22,2.0,0,3,0,4,1.33333333333,8,2.66666666667,2,7,2,13,1.18181818182,22,2.0,55,Balanced,Little,65,Mixed,Organised,65,Normal,40,Normal,60,Normal,Organised,45,Medium,55,Press,70,Wide,Cover,65,Balanced,Little,45,Mixed,Organised,50,Normal,70,Lots,65,Normal,Organised,55,Medium,40,Press,65,Normal,Cover,186.343636364,79.8734276364,185.189090909,81.6053243636,72.72727272727273,76.9090909090909,71.6,71.5,74.75,72.63636363636364,77.45454545454545,72.0,72.75,74.0,7 days 00:00:00.000000000,7 days 00:00:00.000000000,8454,7809,7809,2010/2011,12,8722,9788,2.1,3.5,3.3,4-2-3-1,4-5-1,A
0,1,1,0,3,1.5,3,1.5,3,7,1,14,1.27272727273,21,1.90909090909,0,3,0,3,1.0,7,2.33333333333,3,7,1,14,1.27272727273,21,1.90909090909,45,Balanced,Little,55,Mixed,Organised,45,Normal,70,Lots,70,Lots,Organised,70,High,70,Double,70,Wide,Cover,70,Fast,Little,30,Short,Organised,60,Normal,70,Lots,70,Lots,Organised,65,Medium,50,Press,60,Normal,Cover,183.572727273,79.2136574545,183.341818182,79.0074792727,68.27272727272727,75.0909090909091,67.0,69.0,69.5,74.63636363636364,79.54545454545455,73.4,74.75,77.5,6 days 00:00:00.000000000,6 days 00:00:00.000000000,8455,7809,7809,2010/2011,12,8350,10269,3.0,3.4,2.3,4-2-3-1,4-4-2,D
0,1,1,0,4,2.0,5,2.5,4,6,1,12,1.09090909091,18,1.63636363636,1,2,0,1,0.333333333333,5,1.66666666667,4,6,1,12,1.09090909091,18,1.63636363636,60,Balanced,Little,60,Mixed,Organised,50,Normal,70,Lots,70,Lots,Organised,60,Medium,70,Double,55,Normal,Cover,70,Fast,Little,30,Short,Organised,70,Risky,70,Lots,70,Lots,Organised,70,High,60,Press,70,Wide,Cover,185.881818182,83.2135141818,184.727272727,79.5847781818,69.0,74.0909090909091,68.8,66.0,70.75,77.45454545454545,82.36363636363636,76.8,79.0,77.5,8 days 00:00:00.000000000,6 days 00:00:00.000000000,8456,7809,7809,2010/2011,12,8152,8178,3.4,3.4,2.1,4-2-3-1,4-2-3-1,A
0,1,1,1,5,1.66666666667,3,1.0,2,6,4,15,1.25,19,1.58333333333,0,0,2,2,1.0,2,1.0,2,6,4,15,1.25,19,1.58333333333,65,Balanced,Little,55,Mixed,Organised,55,Normal,70,Lots,70,Lots,Organised,70,High,45,Press,70,Wide,Cover,70,Fast,Little,40,Mixed,Organised,70,Risky,40,Normal,70,Lots,Organised,70,High,65,Press,70,Wide,Cover,184.958181818,80.6981403636,184.958181818,82.8836290909,76.72727272727273,82.0,77.2,75.0,79.0,77.45454545454545,83.0,77.0,77.0,78.66666666666667,7 days 00:00:00.000000000,7 days 00:00:00.000000000,8457,7809,7809,2010/2011,13,10189,8697,2.2,3.4,3.2,4-2-2-2,4-1-3-2,H
0,1,1,0,3,1.5,2,1.0,7,2,3,23,1.91666666667,16,1.33333333333,3,0,0,5,1.66666666667,2,0.666666666667,7,2,3,23,1.91666666667,16,1.33333333333,70,Fast,Little,30,Short,Organised,70,Risky,70,Lots,70,Lots,Organised,70,High,60,Press,70,Wide,Cover,65,Balanced,Little,40,Mixed,Free Form,65,Normal,70,Lots,70,Lots,Free Form,70,High,40,Press,65,Normal,Cover,186.112727273,80.9455541818,184.034545455,79.3786,77.9090909090909,82.9090909090909,77.8,79.0,77.5,79.81818181818181,83.9090909090909,79.6,76.0,82.0,7 days 00:00:00.000000000,6 days 00:00:00.000000000,8458,7809,7809,2010/2011,13,8178,9823,3.0,3.4,2.3,4-2-3-1,4-2-3-1,D
0,2,0,0,8,4.0,0,0.0,3,7,2,25,2.08333333333,22,1.83333333333,0,1,2,5,1.66666666667,7,2.33333333333,3,7,2,25,2.08333333333,22,1.83333333333,70,Fast,Little,30,Short,Organised,60,Normal,70,Lots,70,Lots,Organised,65,Medium,50,Press,60,Normal,Cover,55,Balanced,Little,65,Mixed,Organised,65,Normal,40,Normal,60,Normal,Organised,45,Medium,55,Press,70,Wide,Cover,182.649090909,77.9765883636,185.650909091,80.3270196364,75.18181818181819,80.0909090909091,74.6,74.75,77.5,74.54545454545455,79.27272727272727,75.0,73.0,74.75,8 days 00:00:00.000000000,8 days 00:00:00.000000000,8459,7809,7809,2010/2011,13,10269,8722,1.53,4.0,6.0,4-2-2-2,4-2-3-1,A
0,1,0,1,3,1.5,1,0.5,6,4,2,20,1.66666666667,11,0.916666666667,2,0,1,6,2.0,1,0.333333333333,6,4,2,20,1.66666666667,11,0.916666666667,60,Balanced,Little,35,Mixed,Organised,35,Normal,70,Lots,60,Normal,Organised,65,Medium,30,Contain,45,Normal,Cover,70,Fast,Little,30,Short,Organised,70,Risky,55,Normal,55,Normal,Organised,65,Medium,70,Double,65,Normal,Offside Trap,182.418181818,78.5951229091,184.727272727,80.3682552727,73.27272727272727,76.81818181818181,71.8,72.5,75.5,74.45454545454545,79.9090909090909,74.0,72.33333333333333,77.33333333333333,7 days 00:00:00.000000000,6 days 00:00:00.000000000,8460,7809,7809,2010/2011,13,9810,8226,2.25,3.4,3.1,4-2-3-1,4-3-2-1,A
0,0,1,1,4,2.0,7,3.5,2,6,4,21,1.75,33,2.75,1,2,0,6,2.0,6,2.0,2,6,4,21,1.75,33,2.75,65,Balanced,Little,45,Mixed,Organised,50,Normal,70,Lots,65,Normal,Organised,55,Medium,40,Press,65,Normal,Cover,45,Balanced,Little,40,Mixed,Organised,45,Normal,70,Lots,70,Lots,Organised,50,Medium,70,Double,50,Normal,Cover,185.189090909,82.5125083636,185.650909091,81.7290312727,72.72727272727273,77.27272727272727,70.6,74.0,74.75,70.36363636363636,76.72727272727273,70.2,70.25,71.0,7 days 00:00:00.000000000,7 days 00:00:00.000000000,8461,7809,7809,2010/2011,13,9788,9905,2.4,3.4,2.8,4-2-3-1,4-4-2,A
0,2,0,0,3,1.5,1,0.5,7,5,0,18,1.5,18,1.5,1,2,0,4,1.33333333333,6,2.0,7,5,0,18,1.5,18,1.5,50,Balanced,Little,30,Short,Organised,30,Safe,70,Lots,60,Normal,Organised,55,Medium,50,Press,50,Normal,Cover,70,Fast,Little,45,Mixed,Organised,70,Risky,34,Normal,66,Normal,Free Form,54,Medium,70,Double,53,Normal,Offside Trap,184.496363636,77.2755825455,184.034545455,79.0899505455,69.27272727272727,75.36363636363636,67.2,70.8,72.0,75.72727272727273,82.63636363636364,76.0,77.0,74.75,6 days 00:00:00.000000000,8 days 00:00:00.000000000,8462,7809,7809,2010/2011,13,8358,9789,5.5,3.75,1.62,4-1-4-1,4-2-3-1,A
0,1,1,0,2,1.0,5,2.5,6,5,1,14,1.16666666667,20,1.66666666667,1,2,0,1,0.333333333333,7,2.33333333333,6,5,1,14,1.16666666667,20,1.66666666667,55,Balanced,Little,70,Long,Organised,65,Normal,45,Normal,65,Normal,Organised,70,High,70,Double,70,Wide,Cover,70,Fast,Little,60,Mixed,Organised,70,Risky,60,Normal,70,Lots,Organised,70,High,45,Press,60,Normal,Cover,181.263636364,78.3064734545,180.109090909,77.11064,71.45454545454545,76.54545454545455,72.2,69.25,74.0,75.63636363636364,80.54545454545455,75.4,74.25,79.0,7 days 00:00:00.000000000,8 days 00:00:00.000000000,8463,7809,7809,2010/2011,13,9904,9790,2.88,3.4,2.38,4-4-2,4-4-2,H
0,2,0,0,5,2.5,2,1.0,5,4,3,17,1.41666666667,18,1.5,1,2,0,5,1.66666666667,8,2.66666666667,5,4,3,17,1.41666666667,18,1.5,45,Balanced,Little,50,Mixed,Organised,40,Normal,70,Lots,70,Lots,Organised,55,Medium,55,Press,40,Normal,Cover,45,Balanced,Little,55,Mixed,Organised,45,Normal,70,Lots,70,Lots,Organised,70,High,70,Double,70,Wide,Cover,184.496363636,81.6877956364,182.88,77.9353527273,70.27272727272727,78.27272727272727,71.2,71.0,68.75,68.54545454545455,75.45454545454545,67.0,69.6,71.0,6 days 00:00:00.000000000,7 days 00:00:00.000000000,8464,7809,7809,2010/2011,13,8165,8350,1.95,3.5,3.75,4-2-3-1,4-1-4-1,A
0,1,2,0,4,1.33333333333,6,2.0,4,7,1,12,1.0,19,1.58333333333,0,2,0,0,0.0,5,2.5,4,7,1,12,1.0,19,1.58333333333,60,Balanced,Little,60,Mixed,Organised,50,Normal,70,Lots,70,Lots,Organised,60,Medium,70,Double,55,Normal,Cover,65,Balanced,Little,45,Mixed,Organised,65,Normal,60,Normal,70,Lots,Organised,45,Medium,60,Press,50,Normal,Cover,185.650909091,82.5125083636,182.88,78.2240021818,69.54545454545455,74.81818181818181,68.8,69.5,70.5,78.36363636363636,83.72727272727273,77.2,77.0,81.66666666666667,8 days 00:00:00.000000000,8 days 00:00:00.000000000,8465,7809,7809,2010/2011,13,8152,8721,3.2,3.4,2.2,4-2-3-1,4-1-3-2,D
