,home_V,home_D,home_E,home_GF,home_AVG_GF,home_GS,home_AVG_GS,home_VG,home_DG,home_EG,home_GFG,home_AVG_GFG,home_GSG,home_AVG_GSG,away_V,away_D,away_E,away_GF,away_AVG_GF,away_GS,away_AVG_GS,away_VG,away_DG,away_EG,away_GFG,away_AVG_GFG,away_GSG,away_AVG_GSG,h_buildUpPlaySpeed,h_buildUpPlaySpeedClass,h_buildUpPlayDribblingClass,h_buildUpPlayPassing,h_buildUpPlayPassingClass,h_buildUpPlayPositioningClass,h_chanceCreationPassing,h_chanceCreationPassingClass,h_chanceCreationCrossing,h_chanceCreationCrossingClass,h_chanceCreationShooting,h_chanceCreationShootingClass,h_chanceCreationPositioningClass,h_defencePressure,h_defencePressureClass,h_defenceAggression,h_defenceAggressionClass,h_defenceTeamWidth,h_defenceTeamWidthClass,h_defenceDefenderLineClass,a_buildUpPlaySpeed,a_buildUpPlaySpeedClass,a_buildUpPlayDribblingClass,a_buildUpPlayPassing,a_buildUpPlayPassingClass,a_buildUpPlayPositioningClass,a_chanceCreationPassing,a_chanceCreationPassingClass,a_chanceCreationCrossing,a_chanceCreationCrossingClass,a_chanceCreationShooting,a_chanceCreationShootingClass,a_chanceCreationPositioningClass,a_defencePressure,a_defencePressureClass,a_defenceAggression,a_defenceAggressionClass,a_defenceTeamWidth,a_defenceTeamWidthClass,a_defenceDefenderLineClass,h_avg_height,h_avg_weight,a_avg_height,a_avg_weight,h_overall,h_potential,h_def,h_mid,h_att,a_overall,a_potential,a_def,a_mid,a_att,a_date,h_date,id,country_id,league_id,season,stage,home_team_api_id,away_team_api_id,B365H,B365D,B365A,formation_h,formation_a,Output
0,0,0,2,2,1.0,2,1.0,10,12,11,32,0.969696969697,38,1.15151515152,2,1,0,3,1.0,3,1.0,10,12,11,32,0.969696969697,38,1.15151515152,49,Balanced,Little,50,Mixed,Organised,50,Normal,60,Normal,60,Normal,Organised,45,Medium,45,Press,50,Normal,Offside Trap,65,Balanced,Little,50,Mixed,Organised,50,Normal,65,Normal,50,Normal,Free Form,45,Medium,45,Press,51,Normal,Cover,183.110909091,77.7291745455,183.572727273,75.8735709091,73.18181818181819,76.0,73.6,72.4,75.0,73.72727272727273,78.0,72.8,74.75,74.0,"7 days, 0:00:00","8 days, 0:00:00",11687,10257,10257,2011/2012,38,8535,8529,2.0,3.3,3.75,4-5-1,4-4-2,D
0,0,0,2,2,1.0,2,1.0,16,11,8,50,1.42857142857,42,1.2,1,2,0,3,1.0,4,1.3333333333333333,16,11,8,50,1.42857142857,42,1.2,60,Balanced,Little,35,Mixed,Free Form,50,Normal,35,Normal,51,Normal,Organised,45,Medium,50,Press,35,Normal,Cover,55,Balanced,Little,50,Mixed,Free Form,50,Normal,55,Normal,65,Normal,Organised,50,Medium,60,Press,55,Normal,Cover,185.189090909,78.6363585455,182.649090909,79.1311861818,75.72727272727273,78.72727272727273,74.0,77.33333333333333,77.0,80.45454545454545,82.9090909090909,81.0,79.66666666666667,80.33333333333333,"7 days, 0:00:00","7 days, 0:00:00",11688,10257,10257,2011/2012,38,8543,8636,2.88,3.4,2.38,4-3-3,4-3-3,H
0,0,0,2,0,0.0,0,0.0,10,13,13,32,0.888888888889,44,1.22222222222,0,1,2,4,1.3333333333333333,5,1.6666666666666667,10,13,13,32,0.888888888889,44,1.22222222222,45,Balanced,Little,50,Mixed,Organised,49,Normal,45,Normal,35,Normal,Organised,36,Medium,70,Double,51,Normal,Cover,50,Balanced,Little,50,Mixed,Organised,50,Normal,60,Normal,52,Normal,Organised,30,Deep,55,Press,65,Normal,Cover,183.341818182,79.2548930909,181.032727273,77.2755825455,72.81818181818181,75.0,72.8,71.25,76.0,70.63636363636364,73.81818181818181,70.5,70.2,72.0,"8 days, 0:00:00","7 days, 0:00:00",11689,10257,10257,2011/2012,38,8533,9888,2.25,3.5,3.0,4-4-2,3-5-2,H
0,2,0,1,4,1.33333333333,1,0.333333333333,22,6,8,70,1.94444444444,32,0.888888888889,1,1,0,6,3.0,5,2.5,22,6,8,70,1.94444444444,32,0.888888888889,65,Balanced,Little,50,Mixed,Organised,50,Normal,60,Normal,50,Normal,Free Form,50,Medium,50,Press,50,Normal,Offside Trap,53,Balanced,Little,35,Mixed,Organised,50,Normal,64,Normal,49,Normal,Organised,60,Medium,51,Press,40,Normal,Offside Trap,183.572727273,81.9764450909,182.418181818,76.2446916364,79.63636363636364,81.36363636363636,76.8,80.0,86.0,67.72727272727273,69.9090909090909,65.8,67.5,73.0,"7 days, 0:00:00","7 days, 0:00:00",11690,10257,10257,2011/2012,38,8564,6269,1.25,5.5,12.0,4-4-2,4-4-2,H
0,1,1,0,3,1.5,5,2.5,10,18,7,46,1.31428571429,67,1.91428571429,0,3,0,2,0.6666666666666666,6,2.0,10,18,7,46,1.31428571429,67,1.91428571429,65,Balanced,Little,35,Mixed,Organised,50,Normal,50,Normal,50,Normal,Free Form,54,Medium,65,Press,35,Normal,Cover,65,Balanced,Little,35,Mixed,Free Form,50,Normal,65,Normal,50,Normal,Organised,35,Medium,45,Press,50,Normal,Cover,182.418181818,78.6363585455,183.572727273,80.5331978182,76.36363636363636,77.27272727272727,76.6,75.0,77.33333333333333,71.9090909090909,76.54545454545455,71.75,72.8,70.0,"7 days, 0:00:00","7 days, 0:00:00",11691,10257,10257,2011/2012,38,10233,8540,2.0,2.3,6.0,4-3-3,3-5-2,H
0,2,0,0,4,2.0,0,0.0,15,8,12,62,1.77142857143,40,1.14285714286,1,1,1,4,1.3333333333333333,4,1.3333333333333333,15,8,12,62,1.77142857143,40,1.14285714286,50,Balanced,Little,35,Mixed,Free Form,65,Normal,65,Normal,50,Normal,Organised,50,Medium,70,Double,45,Normal,Cover,50,Balanced,Little,50,Mixed,Organised,50,Normal,65,Normal,55,Normal,Organised,40,Medium,45,Press,55,Normal,Offside Trap,181.725454545,78.2240021818,179.416363636,73.9767316364,80.0909090909091,81.81818181818181,79.25,79.0,82.66666666666667,68.9090909090909,73.63636363636364,67.0,67.25,73.66666666666667,"7 days, 0:00:00","7 days, 0:00:00",11693,10257,10257,2011/2012,38,9875,8551,1.33,4.5,11.0,3-6-1,3-5-2,H
0,1,1,0,2,1.0,1,0.5,10,11,12,42,1.27272727273,46,1.39393939394,0,1,2,3,1.0,6,2.0,10,11,12,42,1.27272727273,46,1.39393939394,65,Balanced,Little,35,Mixed,Free Form,50,Normal,65,Normal,63,Normal,Organised,35,Medium,55,Press,50,Normal,Offside Trap,70,Fast,Little,49,Mixed,Organised,66,Normal,50,Normal,50,Normal,Organised,44,Medium,45,Press,55,Normal,Offside Trap,180.109090909,78.3477090909,182.649090909,77.9353527273,73.45454545454545,76.18181818181819,73.6,73.33333333333333,73.33333333333333,76.9090909090909,79.27272727272727,79.0,74.8,78.0,"7 days, 0:00:00","8 days, 0:00:00",11694,10257,10257,2011/2012,38,8530,8600,4.0,2.15,2.88,4-3-3,3-6-1,A
0,2,0,0,5,2.5,0,0.0,2,1,2,5,1.0,2,0.4,0,1,2,0,0.0,2,0.6666666666666666,2,1,2,5,1.0,2,0.4,49,Balanced,Little,50,Mixed,Organised,50,Normal,60,Normal,60,Normal,Organised,45,Medium,45,Press,50,Normal,Offside Trap,60,Balanced,Little,35,Mixed,Free Form,50,Normal,35,Normal,51,Normal,Organised,45,Medium,50,Press,35,Normal,Cover,184.496363636,79.7084850909,181.725454545,78.3477090909,77.0909090909091,79.72727272727273,75.2,77.33333333333333,80.0,78.18181818181819,80.0909090909091,77.0,76.0,82.33333333333333,"7 days, 0:00:00","8 days, 0:00:00",11716,10257,10257,2011/2012,6,8535,8543,2.0,3.4,3.75,4-3-3,4-3-3,A
0,1,0,1,4,2.0,1,0.5,2,2,1,11,2.2,9,1.8,1,2,0,7,2.3333333333333335,8,2.6666666666666665,2,2,1,11,2.2,9,1.8,55,Balanced,Little,50,Mixed,Free Form,50,Normal,55,Normal,65,Normal,Organised,50,Medium,60,Press,55,Normal,Cover,50,Balanced,Little,35,Mixed,Free Form,65,Normal,65,Normal,50,Normal,Organised,50,Medium,70,Double,45,Normal,Cover,181.956363636,78.5951229091,180.34,77.3992894545,82.27272727272727,84.18181818181819,83.8,80.33333333333333,81.66666666666667,79.72727272727273,81.27272727272727,78.75,78.75,82.33333333333333,"7 days, 0:00:00","7 days, 0:00:00",11717,10257,10257,2011/2012,6,8636,9875,2.0,3.3,3.75,4-3-1-2,3-6-1,A
0,1,0,1,5,2.5,2,1.0,2,0,3,7,1.4,3,0.6,1,0,2,2,0.6666666666666666,1,0.3333333333333333,2,0,3,7,1.4,3,0.6,65,Balanced,Little,50,Mixed,Organised,50,Normal,77,Lots,50,Normal,Organised,55,Medium,55,Press,35,Normal,Cover,65,Balanced,Little,50,Mixed,Organised,50,Normal,60,Normal,50,Normal,Free Form,50,Medium,50,Press,50,Normal,Offside Trap,184.265454545,78.9662436364,183.572727273,81.9764450909,81.18181818181819,84.63636363636364,81.0,82.0,81.0,81.54545454545455,82.27272727272727,81.2,79.33333333333333,84.33333333333333,"8 days, 0:00:00","7 days, 0:00:00",11718,10257,10257,2011/2012,6,9885,8564,2.38,3.2,3.0,4-2-3-1,4-3-1-2,H
0,0,2,0,1,0.5,4,2.0,1,4,0,4,0.8,11,2.2,1,2,0,3,1.0,7,2.3333333333333335,1,4,0,4,0.8,11,2.2,50,Balanced,Little,50,Mixed,Organised,50,Normal,60,Normal,52,Normal,Organised,30,Deep,55,Press,65,Normal,Cover,65,Balanced,Little,50,Mixed,Organised,50,Normal,65,Normal,50,Normal,Free Form,45,Medium,45,Press,51,Normal,Cover,181.494545455,76.8632261818,180.570909091,74.0179672727,70.45454545454545,72.63636363636364,70.6,70.4,70.0,74.9090909090909,78.18181818181819,74.2,76.25,74.0,"7 days, 0:00:00","7 days, 0:00:00",11719,10257,10257,2011/2012,6,9888,8529,2.63,3.1,2.75,4-5-1,4-4-2,A
0,2,0,0,7,3.5,5,2.5,2,1,2,9,1.8,8,1.6,0,1,2,2,0.6666666666666666,3,1.0,2,1,2,9,1.8,8,1.6,65,Balanced,Little,35,Mixed,Free Form,50,Normal,65,Normal,50,Normal,Organised,35,Medium,45,Press,50,Normal,Cover,50,Balanced,Little,50,Mixed,Organised,50,Normal,65,Normal,55,Normal,Organised,40,Medium,45,Press,55,Normal,Offside Trap,182.187272727,76.6158123636,180.34,75.5436858182,75.0,79.0,74.4,73.25,80.0,68.63636363636364,72.18181818181819,67.0,69.0,72.0,"7 days, 0:00:00","7 days, 0:00:00",11721,10257,10257,2011/2012,6,8540,8551,1.91,3.4,4.0,4-4-2,4-4-2,H
0,1,1,1,5,1.66666666667,5,1.66666666667,1,3,1,6,1.2,12,2.4,0,2,0,1,0.5,7,3.5,1,3,1,6,1.2,12,2.4,50,Balanced,Little,30,Short,Organised,48,Normal,55,Normal,65,Normal,Organised,45,Medium,47,Press,50,Normal,Cover,65,Balanced,Little,35,Mixed,Organised,50,Normal,50,Normal,50,Normal,Free Form,54,Medium,65,Press,35,Normal,Cover,180.801818182,75.296272,182.88,78.0590596364,74.18181818181819,75.72727272727273,74.6,73.2,77.0,76.54545454545455,78.45454545454545,76.6,76.0,77.5,"7 days, 0:00:00","7 days, 0:00:00",11722,10257,10257,2011/2012,6,10167,10233,2.45,3.1,3.0,4-5-1,4-4-2,H
0,0,1,1,2,1.0,3,1.5,2,1,2,5,1.0,3,0.6,2,0,1,3,1.0,0,0.0,2,1,2,5,1.0,3,0.6,64,Balanced,Little,30,Short,Organised,67,Risky,50,Normal,65,Normal,Free Form,46,Medium,47,Press,50,Normal,Offside Trap,65,Balanced,Little,50,Mixed,Organised,50,Normal,65,Normal,55,Normal,Organised,45,Medium,55,Press,65,Normal,Cover,180.34,76.5745767273,179.647272727,76.657048,76.9090909090909,79.36363636363636,74.4,79.0,79.0,73.36363636363636,76.0909090909091,72.0,73.5,76.5,"6 days, 0:00:00","6 days, 0:00:00",11723,10257,10257,2011/2012,6,8686,8524,1.7,3.6,5.0,4-3-3,4-5-1,H
0,1,0,1,2,1.0,0,0.0,2,0,3,5,1.0,1,0.2,1,0,2,3,1.0,1,0.3333333333333333,2,0,3,5,1.0,1,0.2,70,Fast,Little,49,Mixed,Organised,66,Normal,50,Normal,50,Normal,Organised,44,Medium,45,Press,55,Normal,Offside Trap,65,Balanced,Little,35,Mixed,Organised,35,Normal,35,Normal,50,Normal,Organised,30,Deep,50,Press,50,Normal,Cover,179.878181818,76.1209847273,182.649090909,77.7291745455,76.54545454545455,78.81818181818181,76.5,74.8,81.0,72.81818181818181,75.9090909090909,69.6,74.4,81.0,"8 days, 0:00:00","7 days, 0:00:00",11724,10257,10257,2011/2012,6,8600,9857,1.57,3.8,6.0,3-6-1,4-5-1,H
0,2,0,0,3,1.5,1,0.5,4,1,1,12,2.0,8,1.33333333333,1,1,1,5,1.6666666666666667,6,2.0,4,1,1,12,2.0,8,1.33333333333,65,Balanced,Little,50,Mixed,Organised,50,Normal,65,Normal,55,Normal,Organised,45,Medium,55,Press,65,Normal,Cover,70,Fast,Little,49,Mixed,Organised,66,Normal,50,Normal,50,Normal,Organised,44,Medium,45,Press,55,Normal,Offside Trap,180.801818182,76.3683985455,180.801818182,77.1931112727,72.81818181818181,76.27272727272727,72.2,71.75,76.5,76.54545454545455,79.18181818181819,77.75,74.6,79.0,"14 days, 0:00:00","15 days, 0:00:00",11725,10257,10257,2011/2012,7,8524,8600,2.6,3.1,2.8,4-5-1,3-6-1,D
0,1,0,1,2,1.0,1,0.5,3,2,1,8,1.33333333333,7,1.16666666667,2,1,0,6,2.0,4,1.3333333333333333,3,2,1,8,1.33333333333,7,1.16666666667,65,Balanced,Little,50,Mixed,Organised,50,Normal,65,Normal,50,Normal,Free Form,45,Medium,45,Press,51,Normal,Cover,50,Balanced,Little,50,Mixed,Organised,50,Normal,65,Normal,55,Normal,Organised,40,Medium,45,Press,55,Normal,Offside Trap,180.570909091,74.0179672727,179.647272727,75.4199789091,74.9090909090909,78.18181818181819,74.2,76.25,74.0,68.27272727272727,71.0,68.0,67.25,71.0,"14 days, 0:00:00","14 days, 0:00:00",11726,10257,10257,2011/2012,7,8529,8551,1.91,3.25,4.33,4-4-2,4-4-2,D
0,1,0,2,2,0.666666666667,1,0.333333333333,1,1,4,8,1.33333333333,10,1.66666666667,0,1,1,3,1.5,6,3.0,1,1,4,8,1.33333333333,10,1.66666666667,65,Balanced,Little,35,Mixed,Free Form,50,Normal,65,Normal,63,Normal,Organised,35,Medium,55,Press,50,Normal,Offside Trap,55,Balanced,Little,50,Mixed,Free Form,50,Normal,55,Normal,65,Normal,Organised,50,Medium,60,Press,55,Normal,Cover,181.032727273,77.6879389091,181.263636364,77.9353527273,73.45454545454545,75.0909090909091,74.75,72.2,74.0,81.36363636363636,82.36363636363636,81.2,81.25,82.0,"14 days, 0:00:00","13 days, 0:00:00",11727,10257,10257,2011/2012,7,8530,8636,3.6,3.25,2.1,3-5-2,4-4-2,H
0,2,0,1,5,1.66666666667,3,1.0,2,1,3,6,1.0,5,0.833333333333,0,1,1,1,0.5,2,1.0,2,1,3,6,1.0,5,0.833333333333,45,Balanced,Little,50,Mixed,Organised,49,Normal,45,Normal,35,Normal,Organised,36,Medium,70,Double,51,Normal,Cover,65,Balanced,Little,50,Mixed,Organised,50,Normal,77,Lots,50,Normal,Organised,55,Medium,55,Press,35,Normal,Cover,183.572727273,79.8734276364,184.265454545,78.9662436364,73.0909090909091,74.9090909090909,73.6,73.33333333333333,72.0,81.18181818181819,84.63636363636364,81.0,81.4,81.0,"14 days, 0:00:00","14 days, 0:00:00",11729,10257,10257,2011/2012,7,8533,9885,4.0,3.2,2.0,4-3-1-2,4-1-4-1,D
0,1,0,1,5,2.5,2,1.0,2,3,1,10,1.66666666667,14,2.33333333333,1,2,0,4,1.3333333333333333,6,2.0,2,3,1,10,1.66666666667,14,2.33333333333,65,Balanced,Little,35,Mixed,Organised,50,Normal,50,Normal,50,Normal,Free Form,54,Medium,65,Press,35,Normal,Cover,50,Balanced,Little,50,Mixed,Organised,50,Normal,60,Normal,52,Normal,Organised,30,Deep,55,Press,65,Normal,Cover,183.803636364,78.1002952727,182.418181818,77.8116458182,76.45454545454545,79.36363636363636,76.2,76.25,77.5,70.36363636363636,74.72727272727273,70.0,70.25,71.5,"14 days, 0:00:00","14 days, 0:00:00",11730,10257,10257,2011/2012,7,10233,9888,1.57,3.75,6.0,4-4-2,4-4-2,D
0,0,1,1,1,0.5,2,1.0,2,1,3,7,1.16666666667,6,1.0,2,0,1,6,2.0,4,1.3333333333333333,2,1,3,7,1.16666666667,6,1.0,60,Balanced,Little,35,Mixed,Free Form,50,Normal,35,Normal,51,Normal,Organised,45,Medium,50,Press,35,Normal,Cover,64,Balanced,Little,30,Short,Organised,67,Risky,50,Normal,65,Normal,Free Form,46,Medium,47,Press,50,Normal,Offside Trap,180.801818182,77.4405250909,182.187272727,77.8116458182,78.45454545454545,80.36363636363636,77.6,76.0,82.33333333333333,77.72727272727273,81.18181818181819,76.4,79.0,78.66666666666667,"15 days, 0:00:00","14 days, 0:00:00",11731,10257,10257,2011/2012,7,8543,8686,2.6,3.2,2.75,4-3-1-2,4-3-1-2,H
0,1,0,2,4,1.33333333333,3,1.0,2,2,2,7,1.16666666667,8,1.33333333333,0,2,0,1,0.5,5,2.5,2,2,2,7,1.16666666667,8,1.33333333333,65,Balanced,Little,50,Mixed,Organised,50,Normal,60,Normal,50,Normal,Free Form,50,Medium,50,Press,50,Normal,Offside Trap,65,Balanced,Little,35,Mixed,Free Form,50,Normal,65,Normal,50,Normal,Organised,35,Medium,45,Press,50,Normal,Cover,182.88,79.6672494545,182.88,77.2755825455,82.0,83.36363636363636,81.6,79.66666666666667,85.0,74.54545454545455,79.0,73.4,73.25,80.0,"13 days, 0:00:00","13 days, 0:00:00",11732,10257,10257,2011/2012,7,8564,8540,1.44,4.2,7.5,4-3-1-2,4-4-2,H
0,1,0,1,3,1.5,1,0.5,4,1,1,15,2.5,4,0.666666666667,2,1,0,6,2.0,2,0.6666666666666666,4,1,1,15,2.5,4,0.666666666667,50,Balanced,Little,35,Mixed,Free Form,65,Normal,65,Normal,50,Normal,Organised,50,Medium,70,Double,45,Normal,Cover,50,Balanced,Little,30,Short,Organised,48,Normal,55,Normal,65,Normal,Organised,45,Medium,47,Press,50,Normal,Cover,181.032727273,77.5229963636,180.801818182,75.296272,80.45454545454545,82.0909090909091,78.75,78.75,85.0,74.18181818181819,75.72727272727273,74.6,71.25,79.0,"13 days, 0:00:00","14 days, 0:00:00",11733,10257,10257,2011/2012,7,9875,10167,1.5,3.75,7.5,3-6-1,4-5-1,A
0,0,2,0,1,0.5,5,2.5,1,5,1,4,0.571428571429,12,1.71428571429,1,1,1,3,1.0,3,1.0,1,5,1,4,0.571428571429,12,1.71428571429,65,Balanced,Little,35,Mixed,Organised,35,Normal,35,Normal,50,Normal,Organised,30,Deep,50,Press,50,Normal,Cover,60,Balanced,Little,35,Mixed,Free Form,50,Normal,35,Normal,51,Normal,Organised,45,Medium,50,Press,35,Normal,Cover,183.110909091,77.8528814545,182.187272727,78.3477090909,71.18181818181819,76.0909090909091,67.0,71.33333333333333,78.0,78.18181818181819,80.18181818181819,77.6,75.0,82.33333333333333,"7 days, 0:00:00","7 days, 0:00:00",11735,10257,10257,2011/2012,8,9857,8543,3.5,3.3,2.1,4-3-1-2,4-3-1-2,A
0,1,0,2,2,0.666666666667,1,0.333333333333,3,2,2,8,1.14285714286,7,1.0,1,1,0,4,2.0,3,1.5,3,2,2,8,1.14285714286,7,1.0,65,Balanced,Little,50,Mixed,Organised,50,Normal,65,Normal,50,Normal,Free Form,45,Medium,45,Press,51,Normal,Cover,50,Balanced,Little,35,Mixed,Free Form,65,Normal,65,Normal,50,Normal,Organised,50,Medium,70,Double,45,Normal,Cover,180.34,73.6468465455,179.647272727,75.5849214545,74.9090909090909,78.0,74.2,75.0,76.0,78.36363636363636,80.81818181818181,76.75,76.75,82.66666666666667,"8 days, 0:00:00","7 days, 0:00:00",11736,10257,10257,2011/2012,8,8529,9875,2.8,3.25,2.5,4-3-1-2,3-6-1,D
0,0,1,1,0,0.0,3,1.5,2,4,1,12,1.71428571429,14,2.0,1,2,0,5,1.6666666666666667,6,2.0,2,4,1,12,1.71428571429,14,2.0,55,Balanced,Little,50,Mixed,Free Form,50,Normal,55,Normal,65,Normal,Organised,50,Medium,60,Press,55,Normal,Cover,45,Balanced,Little,50,Mixed,Organised,49,Normal,45,Normal,35,Normal,Organised,36,Medium,70,Double,51,Normal,Cover,179.878181818,77.2343469091,181.725454545,79.9558989091,82.63636363636364,84.63636363636364,82.0,82.66666666666667,83.66666666666667,73.18181818181819,76.9090909090909,73.2,71.66666666666667,74.66666666666667,"7 days, 0:00:00","8 days, 0:00:00",11738,10257,10257,2011/2012,8,8636,8533,1.55,3.75,6.5,4-3-1-2,4-3-1-2,H
0,1,0,1,3,1.5,1,0.5,3,0,4,9,1.28571428571,3,0.428571428571,1,0,2,2,0.6666666666666666,1,0.3333333333333333,3,0,4,9,1.28571428571,3,0.428571428571,65,Balanced,Little,50,Mixed,Organised,50,Normal,77,Lots,50,Normal,Organised,55,Medium,55,Press,35,Normal,Cover,65,Balanced,Little,35,Mixed,Organised,50,Normal,50,Normal,50,Normal,Free Form,54,Medium,65,Press,35,Normal,Cover,183.572727273,77.6879389091,181.494545455,76.6158123636,79.9090909090909,83.9090909090909,79.8,79.5,81.0,75.81818181818181,78.18181818181819,75.4,76.0,76.5,"6 days, 0:00:00","6 days, 0:00:00",11739,10257,10257,2011/2012,8,9885,10233,1.62,3.6,6.0,4-2-2-2,4-5-1,D
0,0,2,0,1,0.5,4,2.0,1,5,1,4,0.571428571429,13,1.85714285714,1,1,1,2,0.6666666666666666,3,1.0,1,5,1,4,0.571428571429,13,1.85714285714,50,Balanced,Little,50,Mixed,Organised,50,Normal,60,Normal,52,Normal,Organised,30,Deep,55,Press,65,Normal,Cover,65,Balanced,Little,50,Mixed,Organised,50,Normal,60,Normal,50,Normal,Free Form,50,Medium,50,Press,50,Normal,Offside Trap,181.956363636,77.6879389091,182.88,79.4198356364,70.27272727272727,73.63636363636364,70.0,70.33333333333333,70.66666666666667,81.0,81.81818181818181,79.6,79.33333333333333,85.0,"8 days, 0:00:00","7 days, 0:00:00",11740,10257,10257,2011/2012,8,9888,8564,7.0,4.0,1.5,4-3-2-1,4-3-1-2,A
0,2,1,0,5,1.66666666667,3,1.0,3,3,1,11,1.57142857143,14,2.0,1,1,0,2,1.0,4,2.0,3,3,1,11,1.57142857143,14,2.0,50,Balanced,Little,30,Short,Organised,48,Normal,55,Normal,65,Normal,Organised,45,Medium,47,Press,50,Normal,Cover,65,Balanced,Little,50,Mixed,Organised,50,Normal,65,Normal,55,Normal,Organised,45,Medium,55,Press,65,Normal,Cover,180.801818182,75.296272,181.032727273,77.2755825455,74.18181818181819,75.72727272727273,74.6,71.25,79.0,72.81818181818181,76.54545454545455,72.2,71.75,76.5,"7 days, 0:00:00","8 days, 0:00:00",11741,10257,10257,2011/2012,8,10167,8524,2.1,3.2,3.6,4-4-2,4-4-2,A
0,1,0,1,4,2.0,2,1.0,3,2,2,9,1.28571428571,6,0.857142857143,1,1,1,2,0.6666666666666666,2,0.6666666666666666,3,2,2,9,1.28571428571,6,0.857142857143,64,Balanced,Little,30,Short,Organised,67,Risky,50,Normal,65,Normal,Free Form,46,Medium,47,Press,50,Normal,Offside Trap,65,Balanced,Little,35,Mixed,Free Form,50,Normal,65,Normal,50,Normal,Organised,35,Medium,45,Press,50,Normal,Cover,183.341818182,77.4817607273,182.88,76.8219905455,78.36363636363636,81.18181818181819,78.2,79.33333333333333,77.66666666666667,74.0909090909091,78.45454545454545,74.4,70.66666666666667,77.0,"8 days, 0:00:00","7 days, 0:00:00",11742,10257,10257,2011/2012,8,8686,8540,1.73,3.5,5.0,4-3-1-2,4-3-1-2,H
0,2,0,0,4,2.0,0,0.0,3,0,4,7,1.0,1,0.142857142857,0,0,3,1,0.3333333333333333,1,0.3333333333333333,3,0,4,7,1.0,1,0.142857142857,70,Fast,Little,49,Mixed,Organised,66,Normal,50,Normal,50,Normal,Organised,44,Medium,45,Press,55,Normal,Offside Trap,53,Balanced,Little,35,Mixed,Organised,50,Normal,64,Normal,49,Normal,Organised,60,Medium,51,Press,40,Normal,Offside Trap,179.416363636,76.657048,183.110909091,77.3168181818,76.72727272727273,79.36363636363636,77.75,75.0,79.0,68.0909090909091,70.63636363636364,67.2,68.4,71.0,"7 days, 0:00:00","7 days, 0:00:00",11744,10257,10257,2011/2012,8,8600,6269,1.44,4.2,7.5,3-5-2,4-5-1,H
0,1,0,1,2,1.0,1,0.5,5,1,2,14,1.75,9,1.125,2,1,0,5,1.6666666666666667,5,1.6666666666666667,5,1,2,14,1.75,9,1.125,65,Balanced,Little,50,Mixed,Organised,50,Normal,65,Normal,55,Normal,Organised,45,Medium,55,Press,65,Normal,Cover,55,Balanced,Little,50,Mixed,Free Form,50,Normal,55,Normal,65,Normal,Organised,50,Medium,60,Press,55,Normal,Cover,181.032727273,77.2755825455,179.416363636,76.8632261818,72.81818181818181,76.54545454545455,72.2,71.75,76.5,82.36363636363636,83.9090909090909,82.0,82.33333333333333,83.0,"3 days, 0:00:00","3 days, 0:00:00",11745,10257,10257,2011/2012,9,8524,8636,3.2,3.25,2.25,4-5-1,4-3-1-2,D
0,2,0,1,3,1.0,1,0.333333333333,2,2,4,6,0.75,6,0.75,0,1,1,0,0.0,1,0.5,2,2,4,6,0.75,6,0.75,45,Balanced,Little,50,Mixed,Organised,49,Normal,45,Normal,35,Normal,Organised,36,Medium,70,Double,51,Normal,Cover,65,Balanced,Little,35,Mixed,Organised,35,Normal,35,Normal,50,Normal,Organised,30,Deep,50,Press,50,Normal,Cover,182.88,79.0487149091,182.649090909,78.925008,72.9090909090909,75.18181818181819,73.2,71.75,74.5,73.54545454545455,76.72727272727273,71.0,74.5,78.0,"3 days, 0:00:00","3 days, 0:00:00",11747,10257,10257,2011/2012,9,8533,9857,1.8,3.25,5.0,4-4-2,4-4-2,A
0,1,0,1,3,1.5,0,0.0,2,3,3,12,1.5,16,2.0,0,2,1,4,1.3333333333333333,7,2.3333333333333335,2,3,3,12,1.5,16,2.0,65,Balanced,Little,35,Mixed,Organised,50,Normal,50,Normal,50,Normal,Free Form,54,Medium,65,Press,35,Normal,Cover,64,Balanced,Little,30,Short,Organised,67,Risky,50,Normal,65,Normal,Free Form,46,Medium,47,Press,50,Normal,Offside Trap,181.494545455,76.6158123636,180.570909091,74.6365018182,75.81818181818181,78.18181818181819,75.4,75.4,80.0,77.27272727272727,81.36363636363636,77.6,78.0,75.0,"3 days, 0:00:00","4 days, 0:00:00",11748,10257,10257,2011/2012,9,10233,8686,2.6,3.2,2.75,4-5-1,4-4-2,H
0,1,0,2,5,1.66666666667,3,1.0,3,0,5,11,1.375,5,0.625,0,0,2,1,0.5,1,0.5,3,0,5,11,1.375,5,0.625,65,Balanced,Little,50,Mixed,Organised,50,Normal,77,Lots,50,Normal,Organised,55,Medium,55,Press,35,Normal,Cover,49,Balanced,Little,50,Mixed,Organised,50,Normal,60,Normal,60,Normal,Organised,45,Medium,45,Press,50,Normal,Offside Trap,183.572727273,78.1415309091,184.958181818,80.3682552727,80.54545454545455,84.0,79.8,82.33333333333333,80.0,76.63636363636364,79.0,75.2,75.66666666666667,80.0,"3 days, 0:00:00","3 days, 0:00:00",11749,10257,10257,2011/2012,9,9885,8535,1.67,3.6,5.5,4-3-3,4-3-3,H
