,home_V,home_D,home_E,home_GF,home_AVG_GF,home_GS,home_AVG_GS,home_VG,home_DG,home_EG,home_GFG,home_AVG_GFG,home_GSG,home_AVG_GSG,away_V,away_D,away_E,away_GF,away_AVG_GF,away_GS,away_AVG_GS,away_VG,away_DG,away_EG,away_GFG,away_AVG_GFG,away_GSG,away_AVG_GSG,h_buildUpPlaySpeed,h_buildUpPlaySpeedClass,h_buildUpPlayDribblingClass,h_buildUpPlayPassing,h_buildUpPlayPassingClass,h_buildUpPlayPositioningClass,h_chanceCreationPassing,h_chanceCreationPassingClass,h_chanceCreationCrossing,h_chanceCreationCrossingClass,h_chanceCreationShooting,h_chanceCreationShootingClass,h_chanceCreationPositioningClass,h_defencePressure,h_defencePressureClass,h_defenceAggression,h_defenceAggressionClass,h_defenceTeamWidth,h_defenceTeamWidthClass,h_defenceDefenderLineClass,a_buildUpPlaySpeed,a_buildUpPlaySpeedClass,a_buildUpPlayDribblingClass,a_buildUpPlayPassing,a_buildUpPlayPassingClass,a_buildUpPlayPositioningClass,a_chanceCreationPassing,a_chanceCreationPassingClass,a_chanceCreationCrossing,a_chanceCreationCrossingClass,a_chanceCreationShooting,a_chanceCreationShootingClass,a_chanceCreationPositioningClass,a_defencePressure,a_defencePressureClass,a_defenceAggression,a_defenceAggressionClass,a_defenceTeamWidth,a_defenceTeamWidthClass,a_defenceDefenderLineClass,h_avg_height,h_avg_weight,a_avg_height,a_avg_weight,h_overall,h_potential,h_def,h_mid,h_att,a_overall,a_potential,a_def,a_mid,a_att,a_date,h_date,id,country_id,league_id,season,stage,home_team_api_id,away_team_api_id,B365H,B365D,B365A,formation_h,formation_a,Output
0,2,0,0,4,2.0,1,0.5,4,3,3,11,1.1,12,1.2,1,1,1,2,0.6666666666666666,2,0.6666666666666666,4,3,3,11,1.1,12,1.2,70,Fast,Little,30,Short,Free Form,60,Normal,60,Normal,70,Lots,Free Form,55,Medium,30,Contain,70,Wide,Offside Trap,67,Fast,Little,30,Short,Free Form,50,Normal,60,Normal,60,Normal,Free Form,45,Medium,30,Contain,60,Normal,Offside Trap,182.649090909,77.3992894545,182.649090909,78.0590596364,77.63636363636364,82.18181818181819,77.6,75.75,81.5,,,75.8,75.0,,"3 days, 0:00:00","3 days, 0:00:00",11040,10257,10257,2010/2011,11,8686,8535,1.83,3.4,4.5,4-4-2,4-2-3-1,H
0,2,1,0,3,1.0,2,0.666666666667,3,5,2,8,0.8,11,1.1,0,2,0,1,0.5,3,1.5,3,5,2,8,0.8,11,1.1,70,Fast,Little,50,Mixed,Organised,70,Risky,40,Normal,65,Normal,Organised,40,Medium,65,Press,30,Narrow,Cover,65,Balanced,Little,55,Mixed,Organised,30,Safe,70,Lots,65,Normal,Organised,55,Medium,30,Contain,50,Normal,Offside Trap,183.110909091,77.4817607273,184.727272727,79.832192,76.72727272727273,82.36363636363636,78.2,75.66666666666667,75.33333333333333,71.54545454545455,78.9090909090909,71.2,70.0,75.5,"4 days, 0:00:00","3 days, 0:00:00",11041,10257,10257,2010/2011,11,10233,9857,1.73,3.5,5.0,4-3-3,4-4-2,H
0,1,0,1,2,1.0,1,0.5,4,4,2,11,1.1,10,1.0,0,2,1,1,0.3333333333333333,4,1.3333333333333333,4,4,2,11,1.1,10,1.0,45,Balanced,Little,30,Short,Organised,35,Normal,45,Normal,65,Normal,Organised,30,Deep,70,Double,65,Normal,Offside Trap,30,Slow,Little,30,Short,Free Form,30,Safe,40,Normal,65,Normal,Organised,40,Medium,30,Contain,45,Normal,Offside Trap,184.958181818,79.8734276364,180.801818182,76.5333410909,71.72727272727273,78.54545454545455,73.0,70.66666666666667,70.66666666666667,72.45454545454545,77.63636363636364,71.4,72.75,74.5,"3 days, 0:00:00","3 days, 0:00:00",11042,10257,10257,2010/2011,11,8533,9976,2.05,3.2,3.75,4-3-1-2,4-4-2,D
0,0,1,1,1,0.5,2,1.0,2,6,2,7,0.7,14,1.4,0,3,0,2,0.6666666666666666,6,2.0,2,6,2,7,0.7,14,1.4,30,Slow,Little,30,Short,Organised,35,Normal,45,Normal,65,Normal,Organised,50,Medium,30,Contain,50,Normal,Cover,60,Balanced,Little,50,Mixed,Organised,50,Normal,40,Normal,70,Lots,Organised,55,Medium,50,Press,70,Wide,Cover,180.801818182,76.4921054545,180.570909091,77.7291745455,69.45454545454545,77.0,67.6,70.0,72.0,75.36363636363636,81.9090909090909,74.4,76.0,76.25,"3 days, 0:00:00","3 days, 0:00:00",11043,10257,10257,2010/2011,11,9880,8543,3.5,3.1,2.2,4-3-2-1,4-2-3-1,H
0,0,0,2,1,0.5,1,0.5,2,3,5,8,0.8,8,0.8,0,2,1,0,0.0,2,0.6666666666666666,2,3,5,8,0.8,8,0.8,35,Balanced,Little,30,Short,Organised,30,Safe,30,Little,60,Normal,Organised,35,Medium,55,Press,50,Normal,Cover,64,Balanced,Little,35,Mixed,Organised,30,Safe,50,Normal,70,Lots,Organised,35,Medium,30,Contain,55,Normal,Offside Trap,181.956363636,77.564232,181.956363636,79.1311861818,72.54545454545455,77.72727272727273,71.6,72.75,74.5,73.9090909090909,78.54545454545455,72.25,75.25,74.33333333333333,"3 days, 0:00:00","3 days, 0:00:00",11044,10257,10257,2010/2011,11,8530,8600,2.6,3.1,2.8,4-4-2,3-5-2,H
0,1,1,0,2,1.0,1,0.5,2,3,5,11,1.1,9,0.9,0,1,2,2,0.6666666666666666,3,1.0,2,3,5,11,1.1,9,0.9,40,Balanced,Little,30,Short,Organised,30,Safe,35,Normal,55,Normal,Organised,40,Medium,55,Press,60,Normal,Cover,70,Fast,Little,30,Short,Free Form,30,Safe,35,Normal,70,Lots,Free Form,50,Medium,70,Double,45,Normal,Cover,181.725454545,75.7910996364,181.263636364,77.1931112727,72.54545454545455,79.18181818181819,71.0,71.66666666666667,76.0,77.0909090909091,81.81818181818181,76.0,76.25,79.66666666666667,"3 days, 0:00:00","3 days, 0:00:00",11045,10257,10257,2010/2011,11,8529,9875,2.5,3.1,2.9,4-3-1-2,3-6-1,A
0,2,1,0,5,1.66666666667,2,0.666666666667,4,5,2,17,1.54545454545,16,1.45454545455,0,2,0,2,1.0,5,2.5,4,5,2,17,1.54545454545,16,1.45454545455,63,Balanced,Little,50,Mixed,Organised,30,Safe,30,Little,70,Lots,Organised,45,Medium,40,Press,60,Normal,Cover,35,Balanced,Little,30,Short,Organised,30,Safe,30,Little,60,Normal,Organised,35,Medium,55,Press,50,Normal,Cover,182.187272727,76.7807549091,183.572727273,77.5229963636,75.72727272727273,82.72727272727273,76.8,71.66666666666667,78.0,72.18181818181819,77.36363636363636,71.6,71.6,78.0,"4 days, 0:00:00","4 days, 0:00:00",11047,10257,10257,2010/2011,12,8540,8530,1.8,3.3,5.0,4-3-2-1,4-1-4-1,H
0,1,1,0,2,1.0,3,1.5,7,3,1,13,1.18181818182,9,0.818181818182,2,1,0,3,1.0,1,0.3333333333333333,7,3,1,13,1.18181818182,9,0.818181818182,60,Balanced,Little,50,Mixed,Organised,50,Normal,40,Normal,70,Lots,Organised,55,Medium,50,Press,70,Wide,Cover,70,Fast,Little,30,Short,Free Form,30,Safe,35,Normal,70,Lots,Free Form,50,Medium,70,Double,45,Normal,Cover,180.801818182,77.3168181818,181.032727273,77.3580538182,76.0909090909091,83.45454545454545,75.0,75.0,78.0,76.81818181818181,81.18181818181819,76.75,73.5,81.33333333333333,"4 days, 0:00:00","4 days, 0:00:00",11048,10257,10257,2010/2011,12,8543,9875,2.1,3.25,3.5,4-2-3-1,3-6-1,H
0,2,0,0,7,3.5,1,0.5,5,2,4,22,2.0,12,1.09090909091,1,0,2,3,1.0,2,0.6666666666666666,5,2,4,22,2.0,12,1.09090909091,45,Balanced,Little,35,Mixed,Free Form,45,Normal,55,Normal,70,Lots,Free Form,50,Medium,35,Press,70,Wide,Offside Trap,70,Fast,Little,30,Short,Free Form,60,Normal,60,Normal,70,Lots,Free Form,55,Medium,30,Contain,70,Wide,Offside Trap,185.881818182,80.9455541818,183.803636364,78.7600654545,,,,78.75,79.5,78.27272727272727,82.0909090909091,78.8,75.75,82.0,"3 days, 0:00:00","3 days, 0:00:00",11049,10257,10257,2010/2011,12,9885,8686,2.2,3.2,3.4,4-4-2,4-4-2,D
0,0,0,2,2,1.0,2,1.0,5,1,5,13,1.18181818182,6,0.545454545455,2,0,1,3,1.0,1,0.3333333333333333,5,1,5,13,1.18181818182,6,0.545454545455,55,Balanced,Little,55,Mixed,Free Form,50,Normal,55,Normal,70,Lots,Organised,50,Medium,60,Press,55,Normal,Cover,45,Balanced,Little,30,Short,Free Form,55,Normal,45,Normal,70,Lots,Free Form,30,Deep,35,Press,60,Normal,Offside Trap,181.263636364,78.8425367273,182.418181818,77.2755825455,80.45454545454545,85.0909090909091,79.6,77.0,85.33333333333333,79.9090909090909,87.18181818181819,79.6,78.33333333333333,82.0,"4 days, 0:00:00","4 days, 0:00:00",11050,10257,10257,2010/2011,12,8636,8564,2.6,3.2,2.75,4-3-1-2,4-3-1-2,A
0,2,0,0,3,1.5,1,0.5,3,5,3,12,1.09090909091,13,1.18181818182,0,2,1,3,1.0,5,1.6666666666666667,3,5,3,12,1.09090909091,13,1.18181818182,67,Fast,Little,30,Short,Free Form,50,Normal,60,Normal,60,Normal,Free Form,45,Medium,30,Contain,60,Normal,Offside Trap,30,Slow,Little,30,Short,Organised,35,Normal,45,Normal,65,Normal,Organised,50,Medium,30,Contain,50,Normal,Cover,182.88,78.5126516364,181.725454545,76.4096341818,,,76.2,75.0,,69.72727272727273,77.45454545454545,67.6,71.5,71.5,"3 days, 0:00:00","3 days, 0:00:00",11051,10257,10257,2010/2011,12,8535,9880,1.44,4.0,8.0,4-2-3-1,4-5-1,H
0,1,2,0,2,0.666666666667,2,0.666666666667,2,4,5,11,1.0,10,0.909090909091,0,1,1,2,1.0,3,1.5,2,4,5,11,1.0,10,0.909090909091,40,Balanced,Little,30,Short,Organised,30,Safe,35,Normal,55,Normal,Organised,40,Medium,55,Press,60,Normal,Cover,70,Fast,Little,50,Mixed,Organised,70,Risky,40,Normal,65,Normal,Organised,40,Medium,65,Press,30,Narrow,Cover,180.801818182,73.2344901818,182.649090909,77.3168181818,71.9090909090909,79.36363636363636,70.4,70.0,76.33333333333333,76.45454545454545,82.81818181818181,77.6,75.66666666666667,75.33333333333333,"4 days, 0:00:00","4 days, 0:00:00",11052,10257,10257,2010/2011,12,8529,10233,2.2,3.2,3.3,4-3-1-2,4-3-3,A
0,0,3,0,2,0.666666666667,7,2.33333333333,2,6,3,9,0.818181818182,18,1.63636363636,0,1,1,1,0.5,2,1.0,2,6,3,9,0.818181818182,18,1.63636363636,30,Slow,Little,30,Short,Free Form,30,Safe,40,Normal,65,Normal,Organised,40,Medium,30,Contain,45,Normal,Offside Trap,30,Slow,Little,30,Short,Free Form,40,Normal,60,Normal,70,Lots,Free Form,45,Medium,30,Contain,70,Wide,Offside Trap,180.570909091,75.7086283636,182.88,78.017824,72.0909090909091,77.9090909090909,71.4,72.75,72.5,,,73.4,74.0,,"3 days, 0:00:00","4 days, 0:00:00",11054,10257,10257,2010/2011,12,9976,10167,2.3,3.2,3.1,4-4-2,4-3-3,A
0,1,0,1,2,1.0,1,0.5,3,2,6,11,1.0,9,0.818181818182,1,1,1,2,0.6666666666666666,2,0.6666666666666666,3,2,6,11,1.0,9,0.818181818182,60,Balanced,Little,30,Short,Organised,30,Safe,30,Little,65,Normal,Free Form,50,Medium,30,Contain,55,Normal,Offside Trap,45,Balanced,Little,30,Short,Organised,35,Normal,45,Normal,65,Normal,Organised,30,Deep,70,Double,65,Normal,Offside Trap,182.418181818,76.5333410909,182.649090909,77.3992894545,75.27272727272727,78.72727272727273,75.0,74.25,78.0,71.27272727272727,77.0,71.6,72.33333333333333,69.66666666666667,"4 days, 0:00:00","3 days, 0:00:00",11055,10257,10257,2010/2011,12,9882,8533,1.91,3.3,4.2,4-4-2,4-3-1-2,D
0,1,0,1,3,1.5,2,1.0,4,5,2,9,0.818181818182,12,1.09090909091,2,1,0,3,1.0,1,0.3333333333333333,4,5,2,9,0.818181818182,12,1.09090909091,64,Balanced,Little,35,Mixed,Organised,30,Safe,50,Normal,70,Lots,Organised,35,Medium,30,Contain,55,Normal,Offside Trap,40,Balanced,Little,30,Short,Organised,45,Normal,60,Normal,70,Lots,Organised,30,Deep,70,Double,65,Normal,Cover,181.032727273,78.017824,182.187272727,77.9353527273,75.0,79.63636363636364,72.25,74.25,79.66666666666667,68.81818181818181,75.18181818181819,66.4,71.0,70.5,"4 days, 0:00:00","4 days, 0:00:00",11056,10257,10257,2010/2011,12,8600,9888,1.6,3.6,6.0,3-5-2,4-4-2,H
0,2,1,0,2,0.666666666667,1,0.333333333333,5,5,2,10,0.833333333333,11,0.916666666667,1,1,0,1,0.5,1,0.5,5,5,2,10,0.833333333333,11,0.916666666667,70,Fast,Little,50,Mixed,Organised,70,Risky,40,Normal,65,Normal,Organised,40,Medium,65,Press,30,Narrow,Cover,45,Balanced,Little,35,Mixed,Free Form,45,Normal,55,Normal,70,Lots,Free Form,50,Medium,35,Press,70,Wide,Offside Trap,183.803636364,77.4817607273,186.112727273,79.4198356364,76.81818181818181,82.81818181818181,77.2,76.0,77.5,78.81818181818181,85.36363636363636,77.8,79.75,79.5,"8 days, 0:00:00","7 days, 0:00:00",11057,10257,10257,2010/2011,13,10233,9885,2.8,3.0,2.7,4-5-1,4-4-2,A
0,1,0,1,1,0.5,0,0.0,3,4,5,10,0.833333333333,11,0.916666666667,0,2,1,1,0.3333333333333333,4,1.3333333333333333,3,4,5,10,0.833333333333,11,0.916666666667,35,Balanced,Little,30,Short,Organised,30,Safe,30,Little,60,Normal,Organised,35,Medium,55,Press,50,Normal,Cover,30,Slow,Little,30,Short,Free Form,30,Safe,40,Normal,65,Normal,Organised,40,Medium,30,Contain,45,Normal,Offside Trap,181.032727273,77.4817607273,181.263636364,75.7086283636,73.0,77.72727272727273,72.2,72.8,78.0,68.54545454545455,74.63636363636364,70.6,65.0,70.5,"7 days, 0:00:00","7 days, 0:00:00",11059,10257,10257,2010/2011,13,8530,9976,1.57,3.6,6.5,4-1-4-1,4-4-2,H
0,1,1,0,1,0.5,1,0.5,3,7,2,8,0.666666666667,15,1.25,0,3,0,2,0.6666666666666666,6,2.0,3,7,2,8,0.666666666667,15,1.25,30,Slow,Little,30,Short,Organised,35,Normal,45,Normal,65,Normal,Organised,50,Medium,30,Contain,50,Normal,Cover,63,Balanced,Little,50,Mixed,Organised,30,Safe,30,Little,70,Lots,Organised,45,Medium,40,Press,60,Normal,Cover,180.570909091,75.3375076364,182.187272727,76.7807549091,69.45454545454545,76.27272727272727,67.6,71.5,70.0,75.72727272727273,82.72727272727273,76.8,73.2,83.0,"7 days, 0:00:00","8 days, 0:00:00",11060,10257,10257,2010/2011,13,9880,8540,3.5,3.1,2.2,4-4-2,4-5-1,A
0,1,0,1,2,1.0,1,0.5,4,4,4,11,0.916666666667,10,0.833333333333,0,1,2,0,0.0,1,0.3333333333333333,4,4,4,11,0.916666666667,10,0.833333333333,45,Balanced,Little,30,Short,Organised,35,Normal,45,Normal,65,Normal,Organised,30,Deep,70,Double,65,Normal,Offside Trap,55,Balanced,Little,55,Mixed,Free Form,50,Normal,55,Normal,70,Lots,Organised,50,Medium,60,Press,55,Normal,Cover,183.341818182,78.2652378182,180.34,77.6054676364,72.0,78.63636363636364,72.4,72.33333333333333,71.0,81.0909090909091,85.63636363636364,80.0,82.0,82.0,"7 days, 0:00:00","7 days, 0:00:00",11061,10257,10257,2010/2011,13,8533,8636,4.2,3.2,1.95,4-3-1-2,4-2-3-1,H
0,1,0,1,3,1.5,2,1.0,3,6,3,8,0.666666666667,22,1.83333333333,0,3,0,0,0.0,8,2.6666666666666665,3,6,3,8,0.666666666667,22,1.83333333333,40,Balanced,Little,30,Short,Organised,45,Normal,60,Normal,70,Lots,Organised,30,Deep,70,Double,65,Normal,Cover,60,Balanced,Little,30,Short,Organised,30,Safe,30,Little,65,Normal,Free Form,50,Medium,30,Contain,55,Normal,Offside Trap,181.494545455,77.11064,181.725454545,76.657048,68.72727272727273,74.0909090909091,67.0,69.33333333333333,71.0,75.27272727272727,79.63636363636364,75.0,74.75,77.0,"7 days, 0:00:00","7 days, 0:00:00",11062,10257,10257,2010/2011,13,9888,9882,3.0,3.0,2.5,4-3-3,4-4-2,A
