,home_V,home_D,home_E,home_GF,home_AVG_GF,home_GS,home_AVG_GS,home_VG,home_DG,home_EG,home_GFG,home_AVG_GFG,home_GSG,home_AVG_GSG,away_V,away_D,away_E,away_GF,away_AVG_GF,away_GS,away_AVG_GS,away_VG,away_DG,away_EG,away_GFG,away_AVG_GFG,away_GSG,away_AVG_GSG,h_buildUpPlaySpeed,h_buildUpPlaySpeedClass,h_buildUpPlayDribblingClass,h_buildUpPlayPassing,h_buildUpPlayPassingClass,h_buildUpPlayPositioningClass,h_chanceCreationPassing,h_chanceCreationPassingClass,h_chanceCreationCrossing,h_chanceCreationCrossingClass,h_chanceCreationShooting,h_chanceCreationShootingClass,h_chanceCreationPositioningClass,h_defencePressure,h_defencePressureClass,h_defenceAggression,h_defenceAggressionClass,h_defenceTeamWidth,h_defenceTeamWidthClass,h_defenceDefenderLineClass,a_buildUpPlaySpeed,a_buildUpPlaySpeedClass,a_buildUpPlayDribblingClass,a_buildUpPlayPassing,a_buildUpPlayPassingClass,a_buildUpPlayPositioningClass,a_chanceCreationPassing,a_chanceCreationPassingClass,a_chanceCreationCrossing,a_chanceCreationCrossingClass,a_chanceCreationShooting,a_chanceCreationShootingClass,a_chanceCreationPositioningClass,a_defencePressure,a_defencePressureClass,a_defenceAggression,a_defenceAggressionClass,a_defenceTeamWidth,a_defenceTeamWidthClass,a_defenceDefenderLineClass,h_avg_height,h_avg_weight,a_avg_height,a_avg_weight,h_overall,h_potential,h_def,h_mid,h_att,a_overall,a_potential,a_def,a_mid,a_att,a_date,h_date,id,country_id,league_id,season,stage,home_team_api_id,away_team_api_id,B365H,B365D,B365A,formation_h,formation_a,Output
0,0,1,1,3,1.5,5,2.5,2,5,3,9,0.9,15,1.5,0,2,1,1,0.333333333333,7,2.33333333333,2,5,3,9,0.9,15,1.5,40,Balanced,Little,30,Short,Organised,50,Normal,35,Normal,70,Lots,Organised,35,Medium,35,Press,50,Normal,Cover,40,Balanced,Little,30,Short,Free Form,50,Normal,40,Normal,70,Lots,Organised,45,Medium,30,Contain,35,Normal,Offside Trap,180.109090909,76.5333410909,184.265454545,77.0694043636,71.72727272727273,75.18181818181819,71.2,69.5,73.5,72.45454545454545,76.54545454545455,71.8,71.0,74.0,8 days 00:00:00.000000000,7 days 00:00:00.000000000,22304,21518,21518,2010/2011,11,10278,8560,2.1,3.3,3.5,4-2-3-1,4-2-3-1,H
0,2,0,0,5,2.5,1,0.5,3,6,1,9,0.9,16,1.6,0,3,0,1,0.333333333333,9,3.0,3,6,1,9,0.9,16,1.6,45,Balanced,Little,55,Mixed,Organised,70,Risky,70,Lots,65,Normal,Free Form,45,Medium,55,Press,50,Normal,Cover,55,Balanced,Little,40,Mixed,Organised,70,Risky,55,Normal,70,Lots,Organised,70,High,50,Press,60,Normal,Cover,181.956363636,78.017824,180.801818182,76.1209847273,73.72727272727273,78.54545454545455,74.4,72.5,73.5,72.45454545454545,78.18181818181819,70.6,70.0,76.0,8 days 00:00:00.000000000,8 days 00:00:00.000000000,22305,21518,21518,2010/2011,11,8696,8558,2.38,3.0,3.2,4-2-3-1,4-2-3-1,D
0,0,2,0,2,1.0,6,3.0,2,7,1,14,1.4,22,2.2,0,2,1,1,0.333333333333,5,1.66666666667,2,7,1,14,1.4,22,2.2,60,Balanced,Little,55,Mixed,Organised,40,Normal,45,Normal,70,Lots,Organised,45,Medium,65,Press,45,Normal,Cover,30,Slow,Little,30,Short,Organised,45,Normal,40,Normal,70,Lots,Organised,30,Deep,35,Press,50,Normal,Cover,178.492727273,73.8942603636,181.494545455,78.2240021818,72.27272727272727,77.18181818181819,72.6,75.0,70.5,70.81818181818181,77.0,70.0,69.66666666666667,73.33333333333333,7 days 00:00:00.000000000,8 days 00:00:00.000000000,22306,21518,21518,2010/2011,11,9864,8581,1.95,3.5,3.8,4-2-3-1,4-3-3,H
0,2,0,0,6,3.0,3,1.5,6,3,2,18,1.63636363636,17,1.54545454545,1,2,0,2,0.666666666667,8,2.66666666667,6,3,2,18,1.63636363636,17,1.54545454545,30,Slow,Little,30,Short,Free Form,70,Risky,60,Normal,70,Lots,Free Form,60,Medium,70,Double,65,Normal,Offside Trap,40,Balanced,Little,40,Mixed,Organised,50,Normal,40,Normal,50,Normal,Free Form,45,Medium,40,Press,45,Normal,Offside Trap,180.570909091,74.8014443636,180.34,76.9456974545,77.81818181818181,84.0,77.2,77.0,79.66666666666667,73.9090909090909,77.63636363636364,75.4,70.5,73.75,7 days 00:00:00.000000000,7 days 00:00:00.000000000,22308,21518,21518,2010/2011,12,8302,8661,1.67,3.75,5.0,4-3-1-2,4-2-3-1,A
0,1,1,0,4,2.0,3,1.5,4,6,1,15,1.36363636364,18,1.63636363636,0,3,0,0,0.0,7,2.33333333333,4,6,1,15,1.36363636364,18,1.63636363636,30,Slow,Little,35,Mixed,Organised,35,Normal,50,Normal,70,Lots,Free Form,40,Medium,30,Contain,50,Normal,Offside Trap,30,Slow,Little,30,Short,Free Form,50,Normal,35,Normal,70,Lots,Organised,40,Medium,30,Contain,45,Normal,Offside Trap,181.263636364,74.7602087273,182.88,76.4921054545,75.18181818181819,79.18181818181819,75.4,75.66666666666667,74.33333333333333,74.45454545454545,80.45454545454545,75.0,73.6,76.0,8 days 00:00:00.000000000,8 days 00:00:00.000000000,22309,21518,21518,2010/2011,12,8305,8394,1.8,3.5,4.5,4-3-3,4-1-4-1,D
0,2,0,0,6,3.0,1,0.5,7,2,2,22,2.0,11,1.0,0,1,2,4,1.33333333333,6,2.0,7,2,2,22,2.0,11,1.0,64,Balanced,Little,30,Short,Free Form,55,Normal,35,Normal,70,Lots,Free Form,65,Medium,30,Contain,70,Wide,Offside Trap,30,Slow,Little,30,Short,Free Form,55,Normal,60,Normal,70,Lots,Organised,55,Medium,60,Press,60,Normal,Offside Trap,180.34,75.1313294545,181.956363636,78.5126516364,79.63636363636364,83.81818181818181,79.2,79.5,81.0,77.63636363636364,81.63636363636364,76.66666666666667,78.75,79.0,6 days 00:00:00.000000000,7 days 00:00:00.000000000,22310,21518,21518,2010/2011,12,10205,10267,2.0,3.5,3.6,4-4-2,5-4-1,D
0,0,0,2,2,1.0,2,1.0,1,4,6,8,0.727272727273,10,0.909090909091,0,2,1,1,0.333333333333,3,1.0,1,4,6,8,0.727272727273,10,0.909090909091,65,Balanced,Little,45,Mixed,Organised,45,Normal,45,Normal,70,Lots,Organised,70,High,65,Press,30,Narrow,Cover,42,Balanced,Little,30,Short,Free Form,65,Normal,40,Normal,70,Lots,Free Form,70,High,30,Contain,70,Wide,Offside Trap,178.723636364,75.0900938182,174.798181818,72.8221338182,74.72727272727273,79.63636363636364,74.6,74.66666666666667,75.0,83.45454545454545,87.9090909090909,80.0,86.0,86.66666666666667,7 days 00:00:00.000000000,7 days 00:00:00.000000000,22311,21518,21518,2010/2011,12,9865,8634,12.0,5.5,1.25,4-3-3,4-3-3,A
0,2,0,0,8,4.0,1,0.5,9,0,2,28,2.54545454545,5,0.454545454545,3,0,0,8,2.66666666667,2,0.666666666667,9,0,2,28,2.54545454545,5,0.454545454545,55,Balanced,Little,30,Short,Free Form,70,Risky,60,Normal,70,Lots,Free Form,65,Medium,40,Press,65,Normal,Offside Trap,60,Balanced,Little,45,Mixed,Organised,35,Normal,70,Lots,55,Normal,Organised,30,Deep,70,Double,35,Normal,Cover,183.341818182,79.6672494545,184.265454545,77.6054676364,84.0909090909091,88.36363636363636,84.2,82.5,84.75,77.27272727272727,79.81818181818181,77.6,77.5,76.75,7 days 00:00:00.000000000,6 days 00:00:00.000000000,22312,21518,21518,2010/2011,12,8633,8315,1.17,7.0,15.0,4-2-3-1,4-2-3-1,H
0,2,0,0,6,3.0,0,0.0,3,5,3,11,1.0,13,1.18181818182,0,2,1,1,0.333333333333,7,2.33333333333,3,5,3,11,1.0,13,1.18181818182,35,Balanced,Little,35,Mixed,Organised,45,Normal,65,Normal,55,Normal,Free Form,30,Deep,65,Press,55,Normal,Cover,70,Fast,Little,55,Mixed,Organised,65,Normal,50,Normal,70,Lots,Organised,70,High,70,Double,55,Normal,Cover,183.110909091,77.0694043636,180.109090909,75.6261570909,74.0909090909091,79.18181818181819,72.8,75.5,75.0,73.9090909090909,77.36363636363636,73.4,74.5,74.25,7 days 00:00:00.000000000,8 days 00:00:00.000000000,22313,21518,21518,2010/2011,12,8371,9869,1.83,3.4,4.5,4-2-3-1,4-2-3-1,H
0,2,0,0,4,2.0,0,0.0,5,5,1,14,1.27272727273,14,1.27272727273,1,2,0,4,1.33333333333,5,1.66666666667,5,5,1,14,1.27272727273,14,1.27272727273,40,Balanced,Little,30,Short,Free Form,50,Normal,40,Normal,70,Lots,Organised,45,Medium,30,Contain,35,Normal,Offside Trap,64,Balanced,Little,30,Short,Free Form,65,Normal,50,Normal,70,Lots,Free Form,70,High,34,Press,55,Normal,Offside Trap,184.496363636,76.9869330909,180.801818182,74.5952661818,72.63636363636364,76.45454545454545,71.8,72.5,73.75,80.0,84.27272727272727,78.2,79.5,85.5,8 days 00:00:00.000000000,7 days 00:00:00.000000000,22314,21518,21518,2010/2011,12,8560,9906,2.75,3.3,2.5,4-2-3-1,4-4-2,A
0,1,1,0,3,1.5,3,1.5,2,7,2,10,0.909090909091,19,1.72727272727,0,3,0,2,0.666666666667,5,1.66666666667,2,7,2,10,0.909090909091,19,1.72727272727,30,Slow,Little,30,Short,Organised,45,Normal,40,Normal,70,Lots,Organised,30,Deep,35,Press,50,Normal,Cover,45,Balanced,Little,55,Mixed,Organised,70,Risky,70,Lots,65,Normal,Free Form,45,Medium,55,Press,50,Normal,Cover,182.649090909,79.6260138182,181.263636364,76.4508698182,70.45454545454545,76.45454545454545,70.0,70.5,71.0,73.27272727272727,78.54545454545455,74.4,72.5,72.25,7 days 00:00:00.000000000,7 days 00:00:00.000000000,22316,21518,21518,2010/2011,12,8581,8696,2.38,3.25,3.0,4-2-3-1,4-2-3-1,H
0,1,0,1,3,1.5,0,0.0,2,4,5,8,0.727272727273,15,1.36363636364,1,1,1,2,0.666666666667,4,1.33333333333,2,4,5,8,0.727272727273,15,1.36363636364,30,Slow,Little,30,Short,Organised,30,Safe,45,Normal,65,Normal,Organised,35,Medium,35,Press,45,Normal,Offside Trap,60,Balanced,Little,55,Mixed,Organised,40,Normal,45,Normal,70,Lots,Organised,45,Medium,65,Press,45,Normal,Cover,181.725454545,78.0590596364,179.878181818,74.2653810909,72.72727272727273,79.27272727272727,74.16666666666667,73.5,61.0,,,72.6,70.66666666666667,,7 days 00:00:00.000000000,7 days 00:00:00.000000000,22317,21518,21518,2010/2011,12,9783,9864,2.25,3.25,3.2,5-4-1,4-1-3-2,H
0,2,1,0,7,2.33333333333,5,1.66666666667,6,4,2,19,1.58333333333,19,1.58333333333,1,1,0,2,1.0,6,3.0,6,4,2,19,1.58333333333,19,1.58333333333,30,Slow,Little,30,Short,Free Form,70,Risky,60,Normal,70,Lots,Free Form,60,Medium,70,Double,65,Normal,Offside Trap,30,Slow,Little,35,Mixed,Organised,35,Normal,50,Normal,70,Lots,Free Form,40,Medium,30,Contain,50,Normal,Offside Trap,181.725454545,75.8323352727,182.649090909,75.9148065455,78.72727272727273,84.27272727272727,77.8,78.5,81.5,75.36363636363636,79.9090909090909,75.8,76.5,74.25,5 days 00:00:00.000000000,6 days 00:00:00.000000000,22318,21518,21518,2010/2011,13,8302,8305,1.67,3.75,5.0,4-4-2,4-2-3-1,A
0,1,2,0,4,1.33333333333,6,2.0,1,6,5,12,1.0,20,1.66666666667,0,0,2,2,1.0,2,1.0,1,6,5,12,1.0,20,1.66666666667,30,Slow,Little,30,Short,Free Form,50,Normal,35,Normal,70,Lots,Organised,40,Medium,30,Contain,45,Normal,Offside Trap,64,Balanced,Little,30,Short,Free Form,55,Normal,35,Normal,70,Lots,Free Form,65,Medium,30,Contain,70,Wide,Offside Trap,183.341818182,77.0281687273,179.878181818,74.5952661818,73.9090909090909,79.0,73.8,73.0,74.5,78.72727272727273,83.72727272727273,77.2,79.5,81.0,7 days 00:00:00.000000000,5 days 00:00:00.000000000,22319,21518,21518,2010/2011,13,8394,10205,3.25,3.25,2.2,4-2-3-1,4-4-2,A
0,1,1,1,4,1.33333333333,3,1.0,6,3,3,17,1.41666666667,12,1.0,0,1,1,1,0.5,3,1.5,6,3,3,17,1.41666666667,12,1.0,30,Slow,Little,30,Short,Free Form,55,Normal,60,Normal,70,Lots,Organised,55,Medium,60,Press,60,Normal,Offside Trap,65,Balanced,Little,45,Mixed,Organised,45,Normal,45,Normal,70,Lots,Organised,70,High,65,Press,30,Narrow,Cover,179.647272727,75.4199789091,179.878181818,77.2755825455,77.72727272727273,82.0909090909091,75.4,79.25,80.5,74.0909090909091,79.54545454545455,72.6,76.0,74.0,8 days 00:00:00.000000000,8 days 00:00:00.000000000,22320,21518,21518,2010/2011,13,10267,9865,1.33,5.0,9.0,4-4-2,4-4-2,H
0,2,0,0,8,4.0,1,0.5,10,1,1,33,2.75,8,0.666666666667,3,0,0,13,4.33333333333,1,0.333333333333,10,1,1,33,2.75,8,0.666666666667,42,Balanced,Little,30,Short,Free Form,65,Normal,40,Normal,70,Lots,Free Form,70,High,30,Contain,70,Wide,Offside Trap,55,Balanced,Little,30,Short,Free Form,70,Risky,60,Normal,70,Lots,Free Form,65,Medium,40,Press,65,Normal,Offside Trap,177.569090909,72.8221338182,183.803636364,79.3786,85.27272727272727,88.72727272727273,84.6,85.0,86.66666666666667,83.9090909090909,88.45454545454545,84.2,82.5,84.25,9 days 00:00:00.000000000,9 days 00:00:00.000000000,22321,21518,21518,2010/2011,13,8634,8633,2.1,3.3,3.5,4-3-3,4-2-3-1,H
