,home_V,home_D,home_E,home_GF,home_AVG_GF,home_GS,home_AVG_GS,home_VG,home_DG,home_EG,home_GFG,home_AVG_GFG,home_GSG,home_AVG_GSG,away_V,away_D,away_E,away_GF,away_AVG_GF,away_GS,away_AVG_GS,away_VG,away_DG,away_EG,away_GFG,away_AVG_GFG,away_GSG,away_AVG_GSG,h_buildUpPlaySpeed,h_buildUpPlaySpeedClass,h_buildUpPlayDribblingClass,h_buildUpPlayPassing,h_buildUpPlayPassingClass,h_buildUpPlayPositioningClass,h_chanceCreationPassing,h_chanceCreationPassingClass,h_chanceCreationCrossing,h_chanceCreationCrossingClass,h_chanceCreationShooting,h_chanceCreationShootingClass,h_chanceCreationPositioningClass,h_defencePressure,h_defencePressureClass,h_defenceAggression,h_defenceAggressionClass,h_defenceTeamWidth,h_defenceTeamWidthClass,h_defenceDefenderLineClass,a_buildUpPlaySpeed,a_buildUpPlaySpeedClass,a_buildUpPlayDribblingClass,a_buildUpPlayPassing,a_buildUpPlayPassingClass,a_buildUpPlayPositioningClass,a_chanceCreationPassing,a_chanceCreationPassingClass,a_chanceCreationCrossing,a_chanceCreationCrossingClass,a_chanceCreationShooting,a_chanceCreationShootingClass,a_chanceCreationPositioningClass,a_defencePressure,a_defencePressureClass,a_defenceAggression,a_defenceAggressionClass,a_defenceTeamWidth,a_defenceTeamWidthClass,a_defenceDefenderLineClass,h_avg_height,h_avg_weight,a_avg_height,a_avg_weight,h_overall,h_potential,h_def,h_mid,h_att,a_overall,a_potential,a_def,a_mid,a_att,h_date,a_date,id,country_id,league_id,season,stage,home_team_api_id,away_team_api_id,B365H,B365D,B365A,formation_h,formation_a,Output
0,1,0,1,1,0.5,0,0.0,8,8,6,27,1.22727272727,30,1.36363636364,1,2,0,6,2.0,6,2.0,8,8,6,27,1.22727272727,30,1.36363636364,50,Balanced,Little,50,Mixed,Organised,50,Normal,51,Normal,49,Normal,Organised,44,Medium,45,Press,50,Normal,Cover,52,Balanced,Little,48,Mixed,Organised,53,Normal,49,Normal,59,Normal,Organised,46,Medium,43,Press,49,Normal,Cover,180.570909091,76.9044618182,182.187272727,74.8839156364,72.9090909090909,74.9090909090909,73.4,71.5,74.5,66.45454545454545,69.0909090909091,67.6,64.75,67.0,-10 days +00:00:00.000000000,7 days 00:00:00.000000000,6828,4769,4769,2013/2014,23,7794,9747,2.2,3.2,3.4,4-4-2,4-4-2,H
0,1,0,1,4,2.0,3,1.5,4,13,6,22,0.95652173913,36,1.5652173913,1,2,0,3,1.0,6,2.0,4,13,6,22,0.95652173913,36,1.5652173913,49,Balanced,Little,50,Mixed,Organised,51,Normal,76,Lots,61,Normal,Organised,43,Medium,57,Press,51,Normal,Cover,48,Balanced,Little,66,Mixed,Organised,49,Normal,66,Normal,34,Normal,Organised,56,Medium,47,Press,64,Normal,Cover,180.109090909,72.8633694545,179.878181818,74.7189730909,69.18181818181819,72.27272727272727,68.4,67.33333333333333,72.33333333333333,70.81818181818181,74.36363636363636,70.6,73.0,70.0,7 days 00:00:00.000000000,6 days 00:00:00.000000000,6829,4769,4769,2013/2014,24,9873,9831,2.25,3.0,3.5,4-1-2-3,4-2-3-1,H
0,0,2,1,1,0.333333333333,5,1.66666666667,7,8,8,24,1.04347826087,31,1.34782608696,1,0,1,3,1.5,2,1.0,7,8,8,24,1.04347826087,31,1.34782608696,49,Balanced,Little,53,Mixed,Organised,52,Normal,34,Normal,36,Normal,Organised,36,Medium,45,Press,49,Normal,Cover,49,Balanced,Little,52,Mixed,Organised,48,Normal,52,Normal,52,Normal,Organised,35,Medium,44,Press,50,Normal,Cover,180.109090909,76.3271629091,180.801818182,76.4921054545,72.27272727272727,76.27272727272727,70.0,73.6,73.5,76.0,79.54545454545455,77.4,74.0,75.25,5 days 00:00:00.000000000,6 days 00:00:00.000000000,6830,4769,4769,2013/2014,24,9941,9853,2.45,3.0,3.1,3-5-2,4-2-3-1,D
0,1,0,1,1,0.5,0,0.0,10,10,3,24,1.04347826087,23,1.0,0,3,0,0,0.0,8,2.66666666667,10,10,3,24,1.04347826087,23,1.0,46,Balanced,Little,51,Mixed,Organised,52,Normal,44,Normal,49,Normal,Organised,47,Medium,51,Press,54,Normal,Cover,49,Balanced,Little,52,Mixed,Organised,49,Normal,54,Normal,67,Lots,Organised,46,Medium,47,Press,47,Normal,Cover,182.187272727,75.6261570909,182.187272727,75.9148065455,72.54545454545455,76.0909090909091,73.2,70.0,73.0,75.0909090909091,79.63636363636364,72.2,76.33333333333333,78.66666666666667,8 days 00:00:00.000000000,7 days 00:00:00.000000000,6831,4769,4769,2013/2014,24,9830,9748,3.0,3.0,2.5,4-2-3-1,4-1-3-2,A
0,1,0,1,4,2.0,2,1.0,5,6,12,28,1.21739130435,28,1.21739130435,2,0,1,6,2.0,2,0.666666666667,5,6,12,28,1.21739130435,28,1.21739130435,52,Balanced,Little,47,Mixed,Organised,48,Normal,49,Normal,52,Normal,Organised,34,Medium,43,Press,37,Normal,Cover,53,Balanced,Little,44,Mixed,Organised,52,Normal,52,Normal,64,Normal,Organised,47,Medium,56,Press,50,Normal,Cover,178.723636364,74.9251512727,181.956363636,76.4508698182,72.9090909090909,77.36363636363636,72.6,72.0,74.33333333333333,70.54545454545455,72.72727272727273,68.0,73.5,72.25,7 days 00:00:00.000000000,7 days 00:00:00.000000000,6832,4769,4769,2013/2014,24,10249,4087,1.67,3.5,5.75,4-1-2-3,4-2-3-1,D
0,1,1,0,3,1.5,2,1.0,14,2,7,38,1.65217391304,16,0.695652173913,1,0,2,5,1.66666666667,3,1.0,14,2,7,38,1.65217391304,16,0.695652173913,52,Balanced,Little,48,Mixed,Organised,37,Normal,37,Normal,37,Normal,Organised,35,Medium,34,Press,51,Normal,Cover,49,Balanced,Little,41,Mixed,Organised,62,Normal,52,Normal,60,Normal,Organised,49,Medium,46,Press,52,Normal,Cover,183.110909091,75.8735709091,182.187272727,77.3168181818,76.36363636363636,80.45454545454545,74.2,80.0,76.33333333333333,81.0909090909091,84.0,80.8,79.66666666666667,83.0,8 days 00:00:00.000000000,9 days 00:00:00.000000000,6833,4769,4769,2013/2014,24,9829,9847,3.4,3.2,2.2,4-1-3-2,4-1-2-3,D
0,1,0,2,6,2.0,5,1.66666666667,10,7,6,33,1.4347826087,26,1.13043478261,1,1,0,2,1.0,3,1.5,10,7,6,33,1.4347826087,26,1.13043478261,48,Balanced,Little,50,Mixed,Organised,49,Normal,77,Lots,64,Normal,Organised,44,Medium,48,Press,54,Normal,Cover,50,Balanced,Little,50,Mixed,Organised,50,Normal,51,Normal,49,Normal,Organised,44,Medium,45,Press,50,Normal,Cover,181.263636364,75.6261570909,179.416363636,75.9560421818,76.72727272727273,81.0,76.4,74.0,78.5,71.54545454545455,73.45454545454545,71.2,70.0,72.75,6 days 00:00:00.000000000,7 days 00:00:00.000000000,6834,4769,4769,2013/2014,24,8592,7794,1.57,3.6,6.5,4-2-3-1,4-2-3-1,H
0,0,1,1,2,1.0,3,1.5,12,6,5,24,1.04347826087,14,0.608695652174,0,2,1,2,0.666666666667,5,1.66666666667,12,6,5,24,1.04347826087,14,0.608695652174,34,Balanced,Little,42,Mixed,Organised,63,Normal,52,Normal,49,Normal,Organised,47,Medium,42,Press,48,Normal,Cover,63,Balanced,Little,39,Mixed,Organised,63,Normal,64,Normal,49,Normal,Organised,54,Medium,43,Press,49,Normal,Cover,180.801818182,77.4817607273,180.34,76.1622203636,76.0,79.18181818181819,76.0,78.0,74.0,67.63636363636364,71.63636363636364,67.8,65.25,72.0,6 days 00:00:00.000000000,7 days 00:00:00.000000000,6835,4769,4769,2013/2014,24,8639,9874,1.36,4.33,10.0,4-1-2-3,4-4-2,H
0,0,0,2,1,0.5,1,0.5,6,9,8,22,0.95652173913,25,1.08695652174,0,2,1,2,0.666666666667,5,1.66666666667,6,9,8,22,0.95652173913,25,1.08695652174,52,Balanced,Little,48,Mixed,Organised,53,Normal,49,Normal,59,Normal,Organised,46,Medium,43,Press,49,Normal,Cover,61,Balanced,Little,48,Mixed,Organised,48,Normal,52,Normal,50,Normal,Organised,33,Deep,44,Press,50,Normal,Cover,182.649090909,75.2550363636,182.649090909,77.0694043636,67.36363636363636,69.63636363636364,67.6,67.25,67.0,70.54545454545455,75.0,71.0,72.0,68.33333333333333,7 days 00:00:00.000000000,7 days 00:00:00.000000000,6836,4769,4769,2013/2014,24,9747,9837,2.1,3.0,4.0,4-4-2,4-1-2-3,A
0,1,1,0,2,1.0,1,0.5,9,7,7,29,1.26086956522,25,1.08695652174,0,2,1,2,0.666666666667,5,1.66666666667,9,7,7,29,1.26086956522,25,1.08695652174,49,Balanced,Little,37,Mixed,Organised,49,Normal,64,Normal,51,Normal,Organised,44,Medium,46,Press,49,Normal,Cover,60,Balanced,Little,42,Mixed,Organised,48,Normal,53,Normal,64,Normal,Organised,43,Medium,47,Press,48,Normal,Cover,183.341818182,78.1827665455,182.187272727,78.2240021818,74.18181818181819,76.36363636363636,74.6,73.5,74.5,69.45454545454545,75.0,70.0,67.25,72.5,25 days 00:00:00.000000000,24 days 00:00:00.000000000,6837,4769,4769,2013/2014,24,9827,8689,1.91,3.25,4.33,4-4-2,4-4-2,H
0,0,1,1,2,1.0,3,1.5,1,14,8,16,0.695652173913,40,1.73913043478,0,2,1,2,0.666666666667,7,2.33333333333,1,14,8,16,0.695652173913,40,1.73913043478,59,Balanced,Little,52,Mixed,Organised,48,Normal,34,Normal,52,Normal,Organised,38,Medium,47,Press,53,Normal,Cover,64,Balanced,Little,41,Mixed,Organised,49,Normal,52,Normal,64,Normal,Organised,46,Medium,44,Press,51,Normal,Cover,181.725454545,75.3375076364,184.265454545,78.3064734545,67.9090909090909,71.54545454545455,69.8,68.0,64.66666666666667,70.54545454545455,75.81818181818181,70.4,67.33333333333333,74.0,7 days 00:00:00.000000000,6 days 00:00:00.000000000,6838,4769,4769,2013/2014,24,8576,9851,3.4,3.1,2.25,4-1-2-3,4-1-2-3,H
0,1,1,0,1,0.5,2,1.0,3,15,6,17,0.708333333333,46,1.91666666667,0,2,1,1,0.333333333333,5,1.66666666667,3,15,6,17,0.708333333333,46,1.91666666667,63,Balanced,Little,39,Mixed,Organised,63,Normal,64,Normal,49,Normal,Organised,54,Medium,43,Press,49,Normal,Cover,52,Balanced,Little,48,Mixed,Organised,53,Normal,49,Normal,59,Normal,Organised,46,Medium,43,Press,49,Normal,Cover,181.263636364,76.9044618182,183.110909091,74.8014443636,67.81818181818181,71.72727272727273,67.8,66.5,70.5,68.0909090909091,70.54545454545455,68.4,68.25,67.0,7 days 00:00:00.000000000,7 days 00:00:00.000000000,6839,4769,4769,2013/2014,25,9874,9747,2.45,3.0,3.1,4-4-2,4-4-2,H
0,2,0,0,5,2.5,0,0.0,12,7,5,33,1.375,22,0.916666666667,0,1,2,0,0.0,2,0.666666666667,12,7,5,33,1.375,22,0.916666666667,49,Balanced,Little,52,Mixed,Organised,48,Normal,52,Normal,52,Normal,Organised,35,Medium,44,Press,50,Normal,Cover,48,Balanced,Little,50,Mixed,Organised,49,Normal,77,Lots,64,Normal,Organised,44,Medium,48,Press,54,Normal,Cover,181.956363636,77.8116458182,178.723636364,75.8735709091,76.18181818181819,79.45454545454545,77.4,75.0,75.33333333333333,77.0,79.72727272727273,75.83333333333333,77.66666666666667,79.5,9 days 00:00:00.000000000,8 days 00:00:00.000000000,6840,4769,4769,2013/2014,25,9853,8592,2.0,3.3,3.8,4-3-3,5-3-2,D
0,1,0,2,2,0.666666666667,0,0.0,6,9,9,26,1.08333333333,28,1.16666666667,0,1,1,2,1.0,4,2.0,6,9,9,26,1.08333333333,28,1.16666666667,64,Balanced,Little,41,Mixed,Organised,49,Normal,52,Normal,64,Normal,Organised,46,Medium,44,Press,51,Normal,Cover,52,Balanced,Little,47,Mixed,Organised,48,Normal,49,Normal,52,Normal,Organised,34,Medium,43,Press,37,Normal,Cover,182.88,76.657048,179.416363636,75.296272,73.0909090909091,76.0,72.8,71.33333333333333,75.33333333333333,73.0909090909091,76.0909090909091,72.8,72.5,73.75,7 days 00:00:00.000000000,7 days 00:00:00.000000000,6841,4769,4769,2013/2014,25,9851,10249,2.5,3.1,2.9,4-3-2-1,4-2-3-1,D
0,0,2,0,2,1.0,6,3.0,9,6,9,29,1.20833333333,29,1.20833333333,2,0,1,4,1.33333333333,2,0.666666666667,9,6,9,29,1.20833333333,29,1.20833333333,61,Balanced,Little,48,Mixed,Organised,48,Normal,52,Normal,50,Normal,Organised,33,Deep,44,Press,50,Normal,Cover,49,Balanced,Little,37,Mixed,Organised,49,Normal,64,Normal,51,Normal,Organised,44,Medium,46,Press,49,Normal,Cover,182.418181818,76.7395192727,183.341818182,77.0694043636,70.36363636363636,74.45454545454545,71.0,71.33333333333333,68.33333333333333,72.63636363636364,75.36363636363636,71.8,73.0,74.0,7 days 00:00:00.000000000,-10 days +00:00:00.000000000,6842,4769,4769,2013/2014,25,9837,9827,2.63,3.1,2.75,4-3-2-1,4-4-2,H
0,2,0,0,7,3.5,0,0.0,16,1,7,55,2.29166666667,16,0.666666666667,1,0,2,4,1.33333333333,3,1.0,16,1,7,55,2.29166666667,16,0.666666666667,49,Balanced,Little,41,Mixed,Organised,62,Normal,52,Normal,60,Normal,Organised,49,Medium,46,Press,52,Normal,Cover,49,Balanced,Little,50,Mixed,Organised,51,Normal,76,Lots,61,Normal,Organised,43,Medium,57,Press,51,Normal,Cover,183.572727273,77.3992894545,179.416363636,72.8633694545,80.9090909090909,84.36363636363636,79.8,80.66666666666667,83.0,70.45454545454545,74.45454545454545,70.5,69.2,73.5,5 days 00:00:00.000000000,6 days 00:00:00.000000000,6843,4769,4769,2013/2014,25,9847,9873,1.17,7.0,15.0,4-1-2-3,3-5-2,H
0,2,0,0,3,1.5,0,0.0,9,12,3,23,0.958333333333,30,1.25,0,2,1,2,0.666666666667,5,1.66666666667,9,12,3,23,0.958333333333,30,1.25,48,Balanced,Little,66,Mixed,Organised,49,Normal,66,Normal,34,Normal,Organised,56,Medium,47,Press,64,Normal,Cover,46,Balanced,Little,51,Mixed,Organised,52,Normal,44,Normal,49,Normal,Organised,47,Medium,51,Press,54,Normal,Cover,177.569090909,73.7705534545,181.032727273,75.7910996364,68.72727272727273,74.0,67.8,70.5,69.0,71.0,74.45454545454545,71.0,68.0,72.5,7 days 00:00:00.000000000,6 days 00:00:00.000000000,6844,4769,4769,2013/2014,25,9831,9830,2.2,3.1,3.5,4-2-3-1,4-2-3-1,D
0,2,0,0,5,2.5,0,0.0,10,7,7,37,1.54166666667,30,1.25,2,1,0,4,1.33333333333,3,1.0,10,7,7,37,1.54166666667,30,1.25,49,Balanced,Little,52,Mixed,Organised,49,Normal,54,Normal,67,Lots,Organised,46,Medium,47,Press,47,Normal,Cover,59,Balanced,Little,52,Mixed,Organised,48,Normal,34,Normal,52,Normal,Organised,38,Medium,47,Press,53,Normal,Cover,181.725454545,76.9044618182,182.187272727,77.6054676364,75.36363636363636,80.18181818181819,75.0,73.0,78.33333333333333,67.63636363636364,71.9090909090909,68.66666666666667,65.33333333333333,68.0,7 days 00:00:00.000000000,8 days 00:00:00.000000000,6845,4769,4769,2013/2014,25,9748,8576,1.33,4.75,10.0,4-1-3-2,5-3-2,H
0,1,0,1,4,2.0,2,1.0,9,10,5,33,1.375,33,1.375,0,2,1,3,1.0,5,1.66666666667,9,10,5,33,1.375,33,1.375,60,Balanced,Little,42,Mixed,Organised,48,Normal,53,Normal,64,Normal,Organised,43,Medium,47,Press,48,Normal,Cover,49,Balanced,Little,53,Mixed,Organised,52,Normal,34,Normal,36,Normal,Organised,36,Medium,45,Press,49,Normal,Cover,181.263636364,76.0797490909,180.109090909,75.9560421818,71.72727272727273,75.27272727272727,69.4,73.25,74.5,71.72727272727273,76.0909090909091,68.5,73.6,73.5,-10 days +00:00:00.000000000,8 days 00:00:00.000000000,6846,4769,4769,2013/2014,25,8689,9941,2.0,3.2,4.0,4-4-2,3-2-3-2,A
0,0,1,1,2,1.0,3,1.5,5,11,8,22,0.916666666667,39,1.625,0,1,2,1,0.333333333333,4,1.33333333333,5,11,8,22,0.916666666667,39,1.625,53,Balanced,Little,44,Mixed,Organised,52,Normal,52,Normal,64,Normal,Organised,47,Medium,56,Press,50,Normal,Cover,34,Balanced,Little,42,Mixed,Organised,63,Normal,52,Normal,49,Normal,Organised,47,Medium,42,Press,48,Normal,Cover,180.109090909,74.9251512727,181.263636364,79.2961287273,70.9090909090909,73.18181818181819,69.0,72.66666666666667,72.33333333333333,75.0,78.63636363636364,73.8,78.0,74.0,8 days 00:00:00.000000000,8 days 00:00:00.000000000,6847,4769,4769,2013/2014,25,4087,8639,3.8,3.1,2.1,4-3-2-1,4-3-2-1,D
0,2,0,0,4,2.0,2,1.0,9,9,6,30,1.25,35,1.45833333333,1,2,0,5,1.66666666667,7,2.33333333333,9,9,6,30,1.25,35,1.45833333333,50,Balanced,Little,50,Mixed,Organised,50,Normal,51,Normal,49,Normal,Organised,44,Medium,45,Press,50,Normal,Cover,52,Balanced,Little,48,Mixed,Organised,37,Normal,37,Normal,37,Normal,Organised,35,Medium,34,Press,51,Normal,Cover,180.801818182,75.9560421818,183.341818182,75.9972778182,69.9090909090909,72.18181818181819,68.5,69.4,74.0,76.18181818181819,80.54545454545455,73.2,80.66666666666667,76.66666666666667,7 days 00:00:00.000000000,6 days 00:00:00.000000000,6848,4769,4769,2013/2014,25,7794,9829,5.0,3.5,1.73,3-5-2,4-1-3-2,A
0,1,0,1,3,1.5,2,1.0,5,14,6,24,0.96,40,1.6,0,3,0,1,0.333333333333,8,2.66666666667,5,14,6,24,0.96,40,1.6,49,Balanced,Little,50,Mixed,Organised,51,Normal,76,Lots,61,Normal,Organised,43,Medium,57,Press,51,Normal,Cover,63,Balanced,Little,39,Mixed,Organised,63,Normal,64,Normal,49,Normal,Organised,54,Medium,43,Press,49,Normal,Cover,179.878181818,72.4097774545,180.34,75.8735709091,70.9090909090909,74.54545454545455,70.4,69.0,73.66666666666667,67.63636363636364,71.81818181818181,67.2,66.75,70.5,8 days 00:00:00.000000000,7 days 00:00:00.000000000,6849,4769,4769,2013/2014,26,9873,9874,1.91,3.4,4.0,4-1-2-3,4-4-2,D
0,0,2,1,1,0.333333333333,5,1.66666666667,8,8,9,27,1.08,32,1.28,1,0,1,5,2.5,3,1.5,8,8,9,27,1.08,32,1.28,49,Balanced,Little,53,Mixed,Organised,52,Normal,34,Normal,36,Normal,Organised,36,Medium,45,Press,49,Normal,Cover,49,Balanced,Little,41,Mixed,Organised,62,Normal,52,Normal,60,Normal,Organised,49,Medium,46,Press,52,Normal,Cover,180.109090909,75.2550363636,180.801818182,77.0281687273,72.63636363636364,76.81818181818181,70.5,75.66666666666667,74.5,81.72727272727273,84.0909090909091,80.8,80.33333333333333,84.66666666666667,8 days 00:00:00.000000000,9 days 00:00:00.000000000,6850,4769,4769,2013/2014,26,9941,9847,7.5,4.2,1.44,5-3-2,4-3-3,A
0,0,1,1,1,0.5,2,1.0,10,11,4,25,1.0,25,1.0,0,2,1,0,0.0,6,2.0,10,11,4,25,1.0,25,1.0,46,Balanced,Little,51,Mixed,Organised,52,Normal,44,Normal,49,Normal,Organised,47,Medium,51,Press,54,Normal,Cover,64,Balanced,Little,41,Mixed,Organised,49,Normal,52,Normal,64,Normal,Organised,46,Medium,44,Press,51,Normal,Cover,181.263636364,75.2550363636,182.418181818,76.203456,71.45454545454545,74.72727272727273,73.4,68.5,72.5,74.36363636363636,76.72727272727273,74.4,73.5,74.75,8 days 00:00:00.000000000,8 days 00:00:00.000000000,6851,4769,4769,2013/2014,26,9830,9851,2.2,3.1,3.5,4-4-2,4-2-3-1,A
0,1,0,1,4,2.0,2,1.0,5,6,14,31,1.24,31,1.24,2,0,1,8,2.66666666667,4,1.33333333333,5,6,14,31,1.24,31,1.24,52,Balanced,Little,47,Mixed,Organised,48,Normal,49,Normal,52,Normal,Organised,34,Medium,43,Press,37,Normal,Cover,59,Balanced,Little,52,Mixed,Organised,48,Normal,34,Normal,52,Normal,Organised,38,Medium,47,Press,53,Normal,Cover,179.416363636,75.296272,182.187272727,77.1518756364,73.72727272727273,77.27272727272727,73.2,72.5,75.0,68.36363636363636,72.27272727272727,68.8,67.5,68.25,7 days 00:00:00.000000000,6 days 00:00:00.000000000,6852,4769,4769,2013/2014,26,10249,8576,1.44,4.0,8.0,4-2-3-1,4-2-3-1,H
0,1,0,1,3,1.5,1,0.5,15,2,8,41,1.64,17,0.68,2,0,1,6,2.0,2,0.666666666667,15,2,8,41,1.64,17,0.68,52,Balanced,Little,48,Mixed,Organised,37,Normal,37,Normal,37,Normal,Organised,35,Medium,34,Press,51,Normal,Cover,61,Balanced,Little,48,Mixed,Organised,48,Normal,52,Normal,50,Normal,Organised,33,Deep,44,Press,50,Normal,Cover,183.110909091,75.1725650909,181.956363636,75.9972778182,76.72727272727273,80.54545454545455,74.4,80.66666666666667,76.66666666666667,69.72727272727273,73.36363636363636,71.2,73.0,66.25,6 days 00:00:00.000000000,6 days 00:00:00.000000000,6853,4769,4769,2013/2014,26,9829,9837,1.3,5.0,10.0,4-1-3-2,4-2-3-1,H
0,2,0,1,7,2.33333333333,3,1.0,11,7,7,37,1.48,27,1.08,0,1,1,1,0.5,3,1.5,11,7,7,37,1.48,27,1.08,48,Balanced,Little,50,Mixed,Organised,49,Normal,77,Lots,64,Normal,Organised,44,Medium,48,Press,54,Normal,Cover,60,Balanced,Little,42,Mixed,Organised,48,Normal,53,Normal,64,Normal,Organised,43,Medium,47,Press,48,Normal,Cover,179.416363636,75.2138007273,181.263636364,76.0797490909,77.81818181818181,80.54545454545455,77.2,77.33333333333333,79.33333333333333,71.27272727272727,75.18181818181819,69.4,72.0,74.5,6 days 00:00:00.000000000,7 days 00:00:00.000000000,6854,4769,4769,2013/2014,26,8592,8689,1.75,3.4,5.0,4-1-3-2,4-4-2,H
0,1,0,1,3,1.5,1,0.5,13,6,6,28,1.12,16,0.64,0,2,1,2,0.666666666667,5,1.66666666667,13,6,6,28,1.12,16,0.64,34,Balanced,Little,42,Mixed,Organised,63,Normal,52,Normal,49,Normal,Organised,47,Medium,42,Press,48,Normal,Cover,49,Balanced,Little,52,Mixed,Organised,49,Normal,54,Normal,67,Lots,Organised,46,Medium,47,Press,47,Normal,Cover,180.801818182,76.9044618182,181.956363636,76.4508698182,75.27272727272727,78.36363636363636,74.6,77.33333333333333,74.33333333333333,75.0,80.0909090909091,74.0,73.0,78.66666666666667,7 days 00:00:00.000000000,7 days 00:00:00.000000000,6855,4769,4769,2013/2014,26,8639,9748,2.05,3.2,3.8,4-3-3,4-1-3-2,D
0,0,1,1,2,1.0,3,1.5,6,11,8,23,0.92,28,1.12,0,3,0,2,0.666666666667,6,2.0,6,11,8,23,0.92,28,1.12,52,Balanced,Little,48,Mixed,Organised,53,Normal,49,Normal,59,Normal,Organised,46,Medium,43,Press,49,Normal,Cover,48,Balanced,Little,66,Mixed,Organised,49,Normal,66,Normal,34,Normal,Organised,56,Medium,47,Press,64,Normal,Cover,181.494545455,74.1004385455,177.569090909,72.8633694545,68.36363636363636,70.54545454545455,68.4,67.5,70.0,70.0909090909091,74.54545454545455,66.8,70.66666666666667,75.0,7 days 00:00:00.000000000,7 days 00:00:00.000000000,6856,4769,4769,2013/2014,26,9747,9831,2.0,3.2,4.0,4-4-2,4-1-3-2,H
0,2,0,0,5,2.5,2,1.0,10,8,7,32,1.28,28,1.12,0,3,0,0,0.0,4,1.33333333333,10,8,7,32,1.28,28,1.12,49,Balanced,Little,37,Mixed,Organised,49,Normal,64,Normal,51,Normal,Organised,44,Medium,46,Press,49,Normal,Cover,53,Balanced,Little,44,Mixed,Organised,52,Normal,52,Normal,64,Normal,Organised,47,Medium,56,Press,50,Normal,Cover,183.341818182,77.0694043636,181.263636364,76.203456,72.81818181818181,75.54545454545455,72.0,75.5,72.5,70.45454545454545,72.81818181818181,68.0,72.75,72.0,7 days 00:00:00.000000000,6 days 00:00:00.000000000,6857,4769,4769,2013/2014,26,9827,4087,1.7,3.5,5.25,4-2-3-1,4-4-2,H
0,2,1,0,4,1.33333333333,4,1.33333333333,9,10,6,30,1.2,37,1.48,1,1,0,3,1.5,4,2.0,9,10,6,30,1.2,37,1.48,50,Balanced,Little,50,Mixed,Organised,50,Normal,51,Normal,49,Normal,Organised,44,Medium,45,Press,50,Normal,Cover,49,Balanced,Little,52,Mixed,Organised,48,Normal,52,Normal,52,Normal,Organised,35,Medium,44,Press,50,Normal,Cover,181.494545455,75.3787432727,181.263636364,77.564232,71.9090909090909,73.9090909090909,70.2,67.0,76.5,76.0909090909091,78.36363636363636,77.6,75.0,74.75,7 days 00:00:00.000000000,6 days 00:00:00.000000000,6858,4769,4769,2013/2014,26,7794,9853,3.5,3.1,2.2,4-2-3-1,4-2-3-1,A
0,2,0,0,2,1.0,0,0.0,4,15,7,20,0.769230769231,48,1.84615384615,0,1,2,3,1.0,5,1.66666666667,4,15,7,20,0.769230769231,48,1.84615384615,63,Balanced,Little,39,Mixed,Organised,63,Normal,64,Normal,49,Normal,Organised,54,Medium,43,Press,49,Normal,Cover,49,Balanced,Little,37,Mixed,Organised,49,Normal,64,Normal,51,Normal,Organised,44,Medium,46,Press,49,Normal,Cover,180.109090909,75.1313294545,183.341818182,77.4405250909,67.45454545454545,71.18181818181819,67.8,66.75,68.0,74.0,75.9090909090909,74.6,73.5,73.5,7 days 00:00:00.000000000,7 days 00:00:00.000000000,6859,4769,4769,2013/2014,27,9874,9827,3.25,3.0,2.38,4-4-2,4-4-2,H
0,1,0,1,4,2.0,1,0.5,13,7,6,36,1.38461538462,23,0.884615384615,1,1,1,2,0.666666666667,2,0.666666666667,13,7,6,36,1.38461538462,23,0.884615384615,49,Balanced,Little,52,Mixed,Organised,48,Normal,52,Normal,52,Normal,Organised,35,Medium,44,Press,50,Normal,Cover,52,Balanced,Little,48,Mixed,Organised,37,Normal,37,Normal,37,Normal,Organised,35,Medium,34,Press,51,Normal,Cover,182.187272727,77.3992894545,183.110909091,75.9972778182,76.27272727272727,78.81818181818181,77.6,75.0,75.33333333333333,75.27272727272727,81.54545454545455,73.2,80.66666666666667,73.33333333333333,7 days 00:00:00.000000000,8 days 00:00:00.000000000,6860,4769,4769,2013/2014,27,9853,9829,2.7,3.0,2.8,4-3-2-1,4-3-2-1,H
0,1,0,1,4,2.0,2,1.0,7,9,10,31,1.19230769231,30,1.15384615385,1,1,1,5,1.66666666667,4,1.33333333333,7,9,10,31,1.19230769231,30,1.15384615385,64,Balanced,Little,41,Mixed,Organised,49,Normal,52,Normal,64,Normal,Organised,46,Medium,44,Press,51,Normal,Cover,52,Balanced,Little,48,Mixed,Organised,53,Normal,49,Normal,59,Normal,Organised,46,Medium,43,Press,49,Normal,Cover,181.725454545,75.4612145455,181.956363636,74.1829098182,74.45454545454545,76.81818181818181,74.4,73.5,75.0,67.0,69.9090909090909,66.0,67.75,68.0,6 days 00:00:00.000000000,7 days 00:00:00.000000000,6861,4769,4769,2013/2014,27,9851,9747,1.95,3.2,4.2,4-2-3-1,4-4-2,A
